guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
e8c4cb82-33b1-4fa7-8e74-0fe8a0b6f2ea,1200675258,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR,<COLOR FF0000>#Rejected#</COLOR> nid012_MR
8a1f3ab2-3542-427d-b066-903a740c6390,1314253919,,(default)世間話,-,,,この会話フラグがONなら→,EV_PRO_HALL_ADD_008_99_01,,この会話フラグがOFFなら→,EV_PRO_MR_002_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base0_000,"ついに、<PL>殿が
外の世界でハンターとして狩猟生活を
成されるときがきましたニャ…！","At last, the time has come for Meowster
to begin a new hunting journey and venture
outside the village!","L'heure est enfin venue pour <LSNR {mon Miaître} {ma Miaîtresse}>
de partir à la chasse loin du village.","<LSNR {Padrrron} {Padrrrona}>, finalmente è giunto il momento
di avventurarsi fuori dal villaggio
per una nuova e avvincente caccia!","Endlich ist die Zeit für <LSNR {Miauster} {Miausterin}>
gekommen, zu einer neuen Jagdreise
aufzubrechen und das Dorf zu verlassen.","¡Por fin ha llegado la hora de ver cómo
<LSNR {mi miauestro} {mi miauestra}> se marcha de la aldea
en pos de una nueva cacería!","Наконец для Мяустера пришло время
открыть новую главу в истории
охоты за пределами деревни!","W końcu naszedł czas,
aby <LSNR {Miaustrz rozpoczął} {Miaustrzyni rozpoczęła}> nową
przygodę łowiecką poza wioską!",,,"Finalmente, chegou a hora <LSNR {do} {da}> Miaustre
começar uma nova jornada de caça e se
aventurar fora da aldeia!","마침내 <PL> 공이
바깥세상에서 헌터로서 사냥을
시작하는 날이 왔습니다냥…!","終於等到<PL>大人
以獵人身分到外面的世界
開始狩獵生活的日子了喵！","<PL>，阁下终于迎来
这一天了喵！作为猎人在外面的世界
开始狩猎生涯……！",,,,,,,,"أخيرًا، حان الوقت لكي <LSNR {يبدأ السيد} {تبدأ السيدة}>
رحلة صيد جديدة، ومغامرة
خارج القرية!",,,,,,,,,,,
3dc547ba-720d-4cdb-93f8-4601cfcec707,1166713761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base0_001,"<PL>殿はたぐいまれなる素質を
持ったお方…。里の外でも、縦横無尽の
ご活躍をお見せくださることでしょうニャ！","Meowster is a hunter of exceptional
skill, I'm sure your star will shine even
brighter outside the village!","<LSNR {Miaître} {Miaîtresse}> a beaucoup de talents.
je suis sûr que vous brillerez encore
plus à l'extérieur du village !","Sei <LSNR {un cacciatore} {una cacciatrice}> eccezionale
e di sicuro ti distinguerai
ancora di più fuori dal villaggio.","<LSNR {Miauster ist ein äußerst geschickter} {Miausterin ist eine äußerst geschickte}>
<LSNR {Jäger} {Jägerin}>. Ich bin mir sicher, dein Stern wird
außerhalb des Dorf noch heller scheinen!","Tiene unas habilidades excepcionales,
y no me cabe duda de que ahí fuera
brillará usted con luz propia.","Мяустер — отличный охотник.
Уверен, там твоя звезда
засияет еще ярче!","<LSNR {Miaustrz} {Miaustrzyni}> to bardzo <LSNR {umiejętny łowca} {umiejętna łowczyni}>.
Jestem pewny, że <LSNR {jego} {jej}> gwiazda będzie
świecić jeszcze jaśniej poza wioską!",,,"<LSNR {O} {A}> Miaustre é <LSNR {um caçador} {uma caçadora}> muito
<LSNR {habilidoso} {habilidosa}>, eu sei que sua estrela vai
brilhar ainda mais fora da aldeia!"," <PL> 공은 유례없는 소질을
가지신 분… 마을 밖에서도 종횡무진의
활약을 보여주시겠죠냥!","<PL>大人，
您是有著稀世之才的天選之人……
想必在其他地方也能大展身手吧喵！","<PL>，阁下的资质
举世罕见……想必在村外也会崭露头角，
表现出色的喵！",,,,,,,,"إن <LSNR {السيد هو صياد يتمتع} {السيدة هي صيادة تتمتع}> بمهارة استثنائية،
 وأنا متأكد من أن <LSNR {نجمك} {نجمكِ}> سوف يلمع
أكثر خارج القرية!",,,,,,,,,,,
0c89f24b-5643-44b5-8084-d2f632a530d2,1857955649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base0_002,"本来でしたら、それがしもお側にお仕えして
その勇姿を逃さず目に焼き付けたい
ところニャのですが…。","I wish I could be at your side, to bear
witness to your bravery. Alas...","J'aimerais beaucoup pouvoir
vous accompagner et assister à
vos actes de bravoure, mais hélas...","Vorrei poter essere al tuo fianco e
assistere alle tue prodezze, ma purtroppo...","Ich wünschte, ich könnte bei dir
sein und deine Tapferkeit erleben.
Doch leider...","Ojalá pudiese <LSNR {acompañarle} {acompañarla}> para poder ser
testigo de su valía. ¡Pobre de mí!","Жаль, что я не смогу быть рядом с тобой
и лицезреть твое бесстрашие. Увы...","Chciałbym być u twego boku
i podziwiać twoją odwagę. Lecz...",,,"Eu queria poder estar ao seu lado,
para testemunhar a bravura.
Ai de mim...","원래 본인이 직접 옆에서 모시며
그 용맹한 모습을 눈에 새기고
싶었습니다만…","照理來說，小的應該要隨伺在側，
親眼見證您的英姿，
並全部烙印在眼底才對喵……","鄙喵本想侍奉在您身边，
亲眼见证您的英姿喵……",,,,,,,,"أتمنى أن أكون <LSNR {بجانبك} {بجانبكِ}> لأشهد
على <LSNR {شجاعتك} {شجاعتكِ}>. واحسرتاه…",,,,,,,,,,,
74d6f8ed-510d-44b9-a096-472e4a7298d1,2026851955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base0_003,"それがしには、ここで<PL>殿の
留守をお預かりするという、非常に大事な
お役目がありますニャ。","I still have a very important role to
play here, someone needs to take
care of your things while you're gone.","J'ai des choses importantes à faire ici.
Il faut bien que quelqu'un s'occupe de
vos affaires en votre absence.","Ho un ruolo importante da svolgere qui.
Qualcuno deve occuparsi dei tuoi alloggi
in tua assenza.","Ich habe hier noch eine wichtige Rolle
zu erfüllen. Jemand muss sich um alles
kümmern, während du weg bist.","Pero yo también tengo una importante
misión que cumplir: cuidar de sus cosas
en su ausencia.","Я пока еще занят важным делом.
Кому-то же нужно приглядывать за
твоими вещами, пока тебя не будет.","Nadal mam tu bardzo ważną rolę do
odegrania. Ktoś musi zająć się twoimi
sprawami pod twoją nieobecność.",,,"Ainda tenho um papel muito importante
a cumprir aqui — alguém precisa cuidar
das suas coisas na sua ausência.","본인은 이곳에서 <PL> 공의
방을 봐야 하는 매우 중요한
임무가 있습니다냥.","但是小的有著非常重要的使命，
就是在<PL>大人
離開神火村的時候，替您顧好屋子喵。","但鄙喵还有重任在身，那就是在这里
为阁下看家喵。",,,,,,,,"لا يزال لديّ دور مهم للغاية
ألعبه هنا، يجب أن يهتم شخص ما
<LSNR {بأمورك} {بأموركِ}> في فترة <LSNR {غيابك} {غيابكِ}>.",,,,,,,,,,,
4fd587c6-9217-439e-bd7b-306c605d329f,2933836385,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base0_004,"<PL>殿、どうかお気をつけて。
お帰り、いつでもお待ち申し上げて
おりますニャ。","Please do take care of yourself, Meowster.
We'll all be waiting for your safe return.","Prenez bien soin de vous, <LSNR {Miaître} {Miaîtresse}>.
On attendra votre retour avec impatience.","Ti prego, sii prudente, <LSNR {padrrron} {padrrrona}>.
Noi aspetteremo il tuo ritorno.","Bitte gib gut auf dich acht, <LSNR {Miauster} {Miausterin}>.
Wir werden auf deine sichere
Rückkehr warten.","Tenga muchísimo cuidado, <LSNR {miauestro} {miauestra}>.
Queremos <LSNR {verle} {verla}> de vuelta <LSNR {sano y salvo} {sana y salva}>.","Береги себя, Мяустер.
Ждем тебя живым и здоровым.","Uważaj na siebie <LSNR {Miaustrzu} {Miaustrzyni}>. Wszyscy
będziemy czekać na twój bezpieczny powrót.",,,"Por favor, cuide-se, Miaustre.
Estaremos todos esperando pelo
seu retorno seguro.","<PL> 공, 부디 조심하십시오.
돌아오시는 날을 늘 기다리고
있겠습니다냥.","<PL>大人，請務必小心。
小的會一直等候您的歸來喵。","<PL>，请阁下多加小心。
鄙喵随时静候您归来喵。",,,,,,,,"من <LSNR {فضلك، اعتنِ بنفسك يا سيدي} {فضلكِ، اعتني بنفسكِ يا سيدتي}>.
سننتظر جميعًا <LSNR {عودتك} {عودتكِ}> بأمان.",,,,,,,,,,,
bc9f4db2-8c5c-451c-a457-50501043f22b,1894447481,,(default)世間話,-,,,この会話フラグがONなら→,EV_PRO_MR_002_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_003_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base2_000,"おかえりなさいませ、<PL>殿！
こちらは変わりございませんニャ。","Glad to see you back, Meowster!
Everything here's just as you left it.","Content de vous revoir, <LSNR {Miaître} {Miaîtresse}> !
Rien de neuf par ici depuis votre départ.","Che bello rivederti, <LSNR {padrrron} {padrrrona}>!
Qui è tutto come l'hai lasciato.","Schön, dich wiederzusehen, <LSNR {Miauster} {Miausterin}>!
Hier ist alles beim Alten.","¡Me alegro de volver a <LSNR {verle} {verla}>, <LSNR {miauestro} {miauestra}>!
Aquí todo está como lo dejó.","Рад видеть тебя снова, Мяустер! Все на
своих местах — никто ничего не трогал.","Cieszę się, że <LSNR {wróciłeś Miaustrzu} {wróciłaś Miaustrzyni}>!
Tutaj wszystko po staremu.",,,"Que bom te ver de volta, Miaustre!
Tudo aqui está exatamente como
você deixou.","어서 오십시오, <PL> 공!
이쪽은 여전합니다냥.","<PL>大人，歡迎回來！
這裡一切安好喵。",欢迎回来！家中一切安好喵。,,,,,,,,"تسعدني <LSNR {رؤيتك} {رؤيتكِ}> مرة أخرى يا <LSNR {سيدي} {سيدتي}>!
كل شيء هنا كما <LSNR {تركته} {تركتِه}>.",,,,,,,,,,,
20133168-0ae0-462f-915a-ef2f2b583207,2985232068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base2_001,"里の皆、<PL>殿のご不在を
大変寂しく思っておりましたニャ。","Everyone has been eager to see you
return safely.","On attendait tous votre retour
avec beaucoup d'impatience.","Sono stati tutti felici di vederti
tornare incolume.","Alle haben gespannt auf deine sichere
Rückkehr gewartet.","Todos se alegrarán muchísimo de ver que
ha vuelto usted <LSNR {sano y salvo} {sana y salva}>.","Все так тебя ждали —
беспокоились за тебя.","Wszyscy z niecierpliwością czekali
na twój bezpieczny powrót.",,,"Todos estão ansiosos pelo
seu retorno seguro.","마을 사람들은 <PL> 공이 없어
매우 쓸쓸해 보였습니다냥.","在您外出的這段期間，
神火村的人們都感到非常寂寞喵。","<PL>，阁下不在时，
村里的各位都十分想念您喵。",,,,,,,,"كان الجميع يتمنى
<LSNR {رؤيتك تعود آمنًا} {رؤيتكِ تعودين آمنةً}>.",,,,,,,,,,,
bf6da182-90ec-4e59-ad95-b9194f643b6f,2726378418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base2_002,"こうしてまた<PL>殿を
お迎えできますこと、
心から嬉しく思いますニャ。","So it brings me great joy to be able to
welcome you home once more.","Je suis ravi de pouvoir vous accueillir
une nouvelle fois.","Mi riempie di gioia poterti dare di nuovo
il benvenuto nella tua dimora.","Darum bin ich sehr erfreut, dich wieder
einmal zu Hause begrüßen zu können.","Es un inmenso placer para mí <LSNR {acogerle} {acogerla}>
de nuevo en sus aposentos.","И вот ты снова дома —
к моей огромной радости.","Tak się cieszę, że ponownie mogę cię
powitać w domu.",,,"É uma grande alegria pra mim poder
lhe dar as boas-vindas mais uma vez.","이렇게 다시 <PL> 공을
맞이할 수 있게 되어
무척 기쁩니다냥.","能夠像這樣再次迎接<PL>大人，
實在令小的感到喜出望外喵。",能再次迎接阁下归来，鄙喵喜不自胜喵。,,,,,,,,"لذلك يسعدني أن أكون قادرًا على
الترحيب <LSNR {بك} {بكِ}> في المنزل مرة أخرى.",,,,,,,,,,,
e8cf72c8-46ef-45e9-9dc4-75615e3a1912,3120674589,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid012_base2_003,"ささ、ごゆるりとお過ごしくださいニャ。
お茶をお入れしますニャ。
うさ団子もお食べになられますかニャ？","Please relax and enjoy yourself. I'll
make you some tea. Purr-haps some
Bunny Dango, as well?","Détendez-vous. Je vais vous préparer
du thé. Voulez-vous des dango lapins ?","Rilassati e divertiti. Ti preparerò del tè...
E che ne dici di qualche dango?","Bitte entspanne dich und hab Spaß.
Ich werde dir etwas Tee machen.
Felleicht auch ein paar Dango?","Le sugiero que se relaje y disfrute.
Le voy a preparar un té.
¿Le traigo también unos dango?","Отдыхай и занимайся своими делами.
А я пока приготовлю тебе чая.
Мур-может, желаешь еще и данго?","Odpręż się i odpocznij.
Zaparzę herbatę, a może miau-sz
też ochotę na króliczkowe dango?",,,"Relaxe e aproveite. Vou preparar um chá
pra você. O que acha de uns dangos de
coelho pra acompanhar?","자자, 편하게 계십시오냥.
차를 내오겠습니다냥.
토끼 경단도 드시겠습니까냥?","來吧，請慢慢享受在家的時光喵。
小的先去泡茶喵。
請問您要享用兔兔糰子嗎喵？","来来来，请您好好休息喵。
鄙喵这就为您沏茶喵，要来些兔团子喵？",,,,,,,,"من <LSNR {فضلك} {فضلكِ}> <LSNR {استرخِ} {استرخي}> <LSNR {واستمتع} {واستمتعي}>. سأعد
<LSNR {لك} {لكِ}> بعض الشاي. ربما بعض
دانجو الأرانب أيضًا؟",,,,,,,,,,,
