guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
f0e23345-ffc8-4bf1-aad2-fe3649e831c1,701799506,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid006,日本語メッセージ,英語メッセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47747c3e-ba6b-4e0c-8778-0aa6b3e5f2c1,2687084170,,(default)世間話,村進行チュートリアル,,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_06,,この会話フラグがONなら→,EV_PRO_VILL_001_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_000,"よう、<PL>！
ヒノエさんとお買い物中みたいだな…！","O-Oh, <PL>!
I see you're out shopping with Hinoa!","Oooh, <PL> ! Tu fais
du shopping avec Hinoa ?","O-oh, <PL>!
Stai andando a fare acquisti con Hinoa!","O-Oh, <PL>!
Du bist ja beim Einkaufen mit Hinoa!","O-oh, <PL>...
V-veo que estás de compras con Hinoa...","О-о, <PL>! Вижу я,
ты ходишь по магазинам
с Хиноа!","O, <PL>! Widzę, że
jesteś na zakupach z Hinoą!",,,"Ô-ou, <PL>! Vejo que
você está fazendo compras com Hinoa!","안녕, <PL>!
히노에 씨하고 장 보는 중이야…?","嗨，<PL>！
看來你跟火芽小姐似乎正在購物啊……！","哟，<PL>！
你好像在和火芽一起买东西嘛！",,,,,,,,"أوه يا <PL>! أرى <LSNR {أنك} {أنكِ}> في الخارج
<LSNR {تتسوق} {تتسوقين}> مع هينوا!",,,,,,,,,,,
f790da58-6efb-40eb-b1f1-fe4ba6463d29,3100730164,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_001,"くっ…！　うらやましいぜ！
俺も、いつかヒノエさんとふたりで
お買い物したいぜ！","Sure wish I could go shopping
with her someday...","J'aimerais bien l'accompagner
un jour...","Quanto vorrei poter andare a fare compere con
lei un giorno...","Ach, ich möchte irgendwann auch mal mit
ihr einkaufen gehen...","Anda que no me gustaría a mí ir de compras
con ella un día...","Вот бы мне тоже с ней
так походить...","Też chciałbym kiedyś wybrać się
z nią na zakupy...",,,"Bem que eu queria fazer
compras com ela algum dia...","부러워!
나도 언젠가 히노에 씨하고
둘이서 장을 보고 싶어!","可惡……！真羨慕你啊！
我以後也想跟火芽小姐
兩個人單獨去購物！","唔！羡慕！
我也希望有一天
能和火芽一起买东西！",,,,,,,,"بالتأكيد أتمنى أن أذهب
للتسوق معها يومًا ما...",,,,,,,,,,,
b8151ac5-acdd-4f5b-aa56-321ed960999e,435996940,,初対面会話,,,,この会話フラグがOFFなら→,NID_006_FIRST,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_002,"<PL>！
無事、ハンターになったらしいな！
おめでとさん！","Hey, <PL>!
I heard you're a hunter now.
Congratulations!","Salut, <PL> ! Tu as
officiellement rejoins les chasseurs
à présent, félicitations !","Ehi, <PL>!
Ho saputo che sei <LSNR {un} {una}> <LSNR {cacciatore} {cacciatrice}> ora.
Congratulazioni!","Hey, <PL>!
Du bist also nun <LSNR {ein Jäger} {eine Jägerin}>.
Glückwunsch!","¡Hola, <PL>!
¡Me han soplado que ya eres <LSNR {cazador} {cazadora}> con
todas las de la ley! ¡Enhorabuena!","Эй, <PL>!
Говорят, ты теперь <LSNR {охотник} {охотница}>.
Поздравляю!","Hej, <PL>!
Podobno jesteś teraz <LSNR {łowcą} {łowczynią}>.
Moje gratulacje!",,,"Ei, <PL>! Fiquei sabendo que
você é <LSNR {um caçador} {uma caçadora}> agora. Parabéns!","<PL>!
무사히 헌터가 됐다면서!
축하해!","<PL>！
聽說你順利地成為獵人了！
恭喜你啊！","<PL>！
你好像顺利当上猎人了嘛！
恭喜啊！",,,,,,,,"مرحبًا يا <PL>! سمعت
<LSNR {أنك صيّاد} {أنكِ صيّادة}> الآن.
هنيئًا <LSNR {لك} {لكِ}>!",,,,,,,,,,,
0753b57a-1c41-4d42-b93f-1e72de49789b,1693607447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_003,"こっちは百竜夜行が来ちゃったから、
ハモン師匠が忙しくなっちゃって…。","With the Rampage on the way,
Master Hamon's real busy.","Avec la Calamité qui arrive,
Maître Hamon a beaucoup de travail.","Con l'arrivo della furia, il maestro Hamon
avrà tanto da fare.","Angesichts der kommenden Randale
ist Meister Hamon schwer beschäftigt.","Con el Frenesí por desatarse, el maestro
Hamon está hasta las cejas de trabajo.","Буйство приближается, и у Мастера Хамона
много дел.","Mistrz Hamon jest ostatnio bardzo
zajęty z powodu Furii.",,,"Com o Frenesi a caminho,
Mestre Hamon está bem ocupado.","나는 백룡야행이 오는 바람에
하몬 스승님이 바쁘셔서…","因為百龍夜行到來的關係，
刀紋師傅現在忙得不得了……","我们这儿因为百龙夜行来了，
所以刀纹师父忙起来了……",,,,,,,,"بوجود الغضب العارم في الطريق،
سيكون السيد هامون مشغولًا جدًا.",,,,,,,,,,,
9520a455-2dc0-4601-8361-b7c81018a377,876097813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_004,"弟子である俺の修行は
しばし中断ってわけよ。
まあ、しょうがないよな…。","Which means my apprenticeship
is on hold for now...","Il n'a donc plus trop le temps de
m'enseigner quoi que ce soit
ces derniers temps.","Il che vuol dire che per il momento il mio
apprendistato è stato sospeso...","Deshalb liegt meine Ausbildung erst mal
auf Eis...","Lo cual implica que mi aprendizaje está en
pausa por el momento...","Это значит, мое ученичество
пока приостановлено.","To oznacza, że moja nauka
musi na razie zaczekać...",,,"O que significa que meu treinamento
está parado no momento...","대장장이 수행도
당분간 중단하게 됐어.
뭐, 어쩔 수 없지…","所以身為弟子的我
只好先暫停修行了。
不過，這也是沒辦法的事……","我这个弟子的学习
就要先停上一段时间了。
哎，也是没办法啊……",,,,,,,,"مما يعني أن تدريبي
سيبقى قيد الانتظار حاليًا...",,,,,,,,,,,
58d9f4c0-89e1-4258-a458-4b493e3c4e35,145175895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_005,"だけど、落ち込んでなんかいないぜ！
なぜなら、ヒマな時間はずっとあこがれの
ヒノエさんを見ていられるからな！","Well, with all this free time I can
focus on mustering up the courage
to talk to my beloved Hinoa.","Au moins, ça me laisse du temps
pour réfléchir à la façon dont
je vais aborder ma bien-aimée Hinoa.","Ora che ho tutto questo tempo libero, posso
pensare a un modo per trovare il coraggio di
parlare alla mia amata Hinoa.","Na ja, in all der freien Zeit kann ich mich
darauf konzentrieren, mir ein Herz zu fassen
und mit meiner geliebten Hinoa zu sprechen.","Pero bueno, con todo este tiempo libre puedo
centrarme en armarme de valor para hablar con
la Hinoa de mis entretelas.","Ну, раз у меня появилось свободное
время, можно набраться отваги и
заговорить с моей милой Хиноа.","Przynajmniej mam teraz dużo czasu,
żeby zebrać się na odwagę i porozmawiać
z moją ukochaną Hinoą.",,,"Bom, com todo esse tempo livre, posso
focar em reunir a coragem para falar
com a minha amada Hinoa.","그래도 기죽지 않아!
왜냐하면 시간이 남을 때
히노에 씨를 볼 수 있거든!","可是，我可沒有因此而意志消沉喔！
因為空閒的時間，我可以一直看著
我所愛慕的火芽小姐啊！","不过，我可没垂头丧气啊！
因为闲下来的时候
可以一直看着仰慕的火芽啊！",,,,,,,,"حسنًا، لديَّ متسع من الوقت
الآن للتركيز على استجماع
الشجاعة للتحدث مع حبيبتي هينوا.",,,,,,,,,,,
1f66466d-f393-4a13-8ada-34f3b38e50c5,108422760,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_006,"ああ、ヒノエさん…。
カムラの里に眩しく輝く、俺の太陽…。
おかげで今日も、俺の心はホカホカです…。","Oh, Hinoa, shining light of all
Kamura. My ray of sunshine—uh...
Sh-She can't hear me, can she!?","Oh, Hinoa, lumière de Kamura,
mon rayon de soleil...
E-Elle ne m'entend pas, hein ?!","Oh, Hinoa, illumini tutta Kamura, mio raggio
di sole... Ehm... N-non mi ha sentito, vero?","Oh, Hinoa, hellster Stern von Kamura,
du Licht meines Lebens-- ... Äh...
S-Sie kann mich nicht hören, oder?!","Ay, Hinoa, luz radiante de Kamura,
mi flor de pitiminí... Uy, ¡a ver si va a
estar por aquí y me va a oír!","О Хиноа, свет всей Камуры, мой
лучик солнца... Стоп, а она меня не слышит?","O, Hinoa, światło całej
Kamury, mój ty promyczku...
O-ona mnie nie słyszy, prawda?",,,"Ah, Hinoa, luz que ilumina toda
Kamura. Meu raio de sol... hã...
E-Ela não consegue me ouvir, né?","아아, 히노에 씨…
카무라 마을의 빛나는 나의 태양…
덕분에 오늘도 내 마음은 따뜻합니다…","啊啊～火芽小姐……她對我而言，
就像是神火村裡光輝耀眼的太陽……
因為有她在，我的內心今天也暖洋洋的……","啊，火芽……
我那照耀着炎火村的灿烂太阳……
因为有你在，我的心今天也暖洋洋的……",,,,,,,,"أوه، هينوا، النور المُشرق على
كامورا كلها. شعاع الشمس الخاص بي...
آه... لا يمكنها سماعي، أليس كذلك!؟",,,,,,,,,,,
54c145ff-21d9-4847-bc46-8203fca8aaad,156870123,,(default)世間話,村進行チュートリアル,,,このクエストが未クリアなら→,QN030101,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_007,"百竜夜行で忙しくて、ハモン師匠から
「加工屋としての修行はしばらく中止だ」
…て言われてさ。","Master Hamon says my training
will have to wait while he's working
on the Rampage stuff. *sigh*","*soupir* Maître Hamon m'a dit que mon
apprentissage allait devoir attendre
pendant qu'il s'occupe de la Calamité.","Il maestro Hamon dice che il mio
addestramento dovrà attendere
perché deve occuparsi della furia, uff.","Meister Hamon sagt, meine Ausbildung muss
warten, solange er mit der Randale zu tun
hat. *seufz*","El maestro Hamon ha dicho que tendrá que
suspender mi formación mientras esté liado
con esto del Frenesí. Ains...","Мастер Хамон сказал, что с обучением
придется подождать, пока он
работает над защитой от Буйства.","Mistrz Hamon powiedział, że musi
przerwać moje szkolenie na czas
zajmowania się sprawą Furii. Ech...",,,"O mestre Hamon disse que meu treinamento
vai ter que esperar enquanto ele cuida
do Frenesi. Ai, ai...","백룡야행 때문에 바빠서 하몬 스승님이
「대장장이 수행은 당분간 중지다」
…그렇게 말씀하시더라고.","刀紋師傅因為要忙著應對百龍夜行，
所以就跟我說
「加工店的修行就先暫停吧。」","刀纹师父忙着防备百龙夜行，
对我说……
“练习加工技术的事先暂缓了”。",,,,,,,,"يقول السيد هامون إنه
يجب تأجيل تدريبي أثناء
توليه أمور الغضب العارم. *تنهيدة*",,,,,,,,,,,
6719d84e-7528-4607-94e0-9bee25d836b5,631088223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid006_v0_008,"ヒマな時間、ヒノエさんを
見ていられるからいいけど、沸き上がる
俺の学習意欲のやり場がないのも事実…。","Well, I guess I have more time
to psych myself up so I can talk
to my beloved Hinoa...","Ça me laisse tout le temps de trouver
le courage d'aller parler à
ma bien-aimée Hinoa...","Beh, almeno avrò più tempo per trovare il
coraggio di parlare alla mia amata Hinoa...","Na ja, zumindest habe ich dann mehr Zeit,
den Mut zu finden, um mit meiner geliebten
Hinoa zu sprechen...","Bueno, supongo que tengo más tiempo para
mentalizarme y hablar con mi queridísima
Hinoa...","Ну а я пока буду набираться смелости,
чтобы заговорить с моей
милой Хиноа.","No cóż, może dzięki temu będę miał
trochę czasu, żeby zebrać się w garść
i zagadać do mojej ukochanej Hinoi...",,,"Bom, acho que tenho mais tempo para me
preparar para falar com a minha amada
Hinoa...","한가하면 히노에 씨를 지켜볼 수 있는 건
좋은데 샘솟는 학구열을
어떻게 할 수 없는 것도 사실이야…","雖然有空的時候能一直看著火芽小姐也不錯，
但在我內心裡沸騰的學習欲望
無處宣洩卻也是事實……","闲下来的时候能看看火芽是挺好的，
可是我激昂的学习欲
也是真的无处发泄了。",,,,,,,,"حسنًا، أظن أن لديَّ المزيد
من الوقت لتهيئة نفسي حتى
أتمكن من التحدث إلى حبيبتي هينوا...",,,,,,,,,,,
