guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
4a2ed7d9-7360-40fa-b4f2-1081662769cb,225784300,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR,<COLOR FF0000>#Rejected#</COLOR> nid016_MR
8cb9eb10-c5d4-46e0-9dd1-b2d193fdd3a6,1253050675,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_HALL_ADD_008_99_01,,この会話フラグがOFFなら→,EV_PRO_MR_002_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base0_000,"あら<PL>。
王国の拠点へ行くそうじゃない。","Oh, hello, <PL>.
Everyone tells me you're heading for
the Kingdom's outpost.","Bonjour, <PL>.
Il paraît que tu pars pour
l'Avant-poste du Royaume ?","Ciao, <PL>. L'intero villaggio
non fa che parlare della tua partenza
per l'avamposto del regno.","Oh, hallo, <PL>.
Alle erzählen mir, dass du auf
dem Weg zum Außenposten bist.","¡Vaya! Hola, <PL>.
La gente no para de decirme que te vas
a la avanzadilla del reino.","О, привет, <PL>. Все говорят,
ты собираешься в
аванпост Королевства.","O, hej, <PL>.
Słyszałam, że wyruszasz
na posterunek Królestwa.",,,"Ah, olá, <PL>.
Tá todo mundo comentando que você
vai pro Posto Avançado do Reino.","어머, <PL>.
왕국 거점에 간다고 들었어.","哎呀，<PL>，
聽說你要去王國的據點呀？","哎呀，<PL>。
我听说你要去王国的据点了。",,,,,,,,"أوه، مرحبًا <PL>.
يخبرني الجميع <LSNR {أنك في طريقك} {أنكِ في طريقكِ}> إلى
مخفر المملكة.",,,,,,,,,,,
a4abac8f-bb5c-479e-86dc-17e6072f6d1b,3143222297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base0_001,"里の外へ旅立つあなたへ、
はなむけの詩を作ろうかしら。","I wrote a poem for you.
Think of it as a parting gift...
*ahem*","J'ai écrit un poème pour toi.
Un cadeau de départ...","Ho scritto una poesia per te.
Considerala un regalo d'addio. Senti...","Ich habe ein Gedicht für dich
geschrieben. Sieh es als
Abschiedsgeschenk... *ähm*","Mira, te he dedicado un poema.
Considéralo como un regalo de despedida.
Ejem...","Я написала тебе стих.
Считай его подарком по случаю отъезда...
*гм*","Napisałam dla ciebie wiersz.
Taki prezent na pożegnanie...
Ahem...",,,"Eu escrevi um poema pra você.
Pense nisso como um presente
de despedida... aham...","마을 밖으로 떠나는 당신을 위해
작별의 시를 만들어 줄게.","我來做一首餞別的詩，
獻給即將離開神火村的你吧。","既然你要启程离开村子，
那我就写首诗为你饯别吧。",,,,,,,,"لقد كتبت قصيدة من <LSNR {أجلك} {أجلكِ}>.
<LSNR {يمكنك} {يمكنكِ}> اعتبارها هدية فراق...
*إحم*",,,,,,,,,,,
c2c99174-6308-45d4-bd30-74d12969db25,3222426980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base0_002,"「空浄く麗らかなるは　雄途を祝し
　郷里の花や灼灼と　渡つ背送り河を流る
　新風よ炎を扇げ　猛炎や天へ昇らん」","""Our hero departs
Gone with the breeze like blossoms
A new tale unfolds""","""Notre <LSNR {héros}{héroïne}> s'en va
Comme des pétales dans le vent
Une nouvelle histoire commence""","""Impavida ed eroica creatura,
presto, saluta la tua cara Kamura
e parti subito all'avventura!""","""<LSNR {Unser Held} {Unsere Heldin}> bricht auf
Vom Wind verweht wie Blüten
Eine neue Sage beginnt""","""Así se aleja <LSNR {nuestro querido héroe} {nuestra querida heroína}>,
como los pétalos que arrastra la brisa,
poniendo rumbo a una nueva aventura"".","""Наш герой уезжает
Так же быстро, как расцветают цветы
Пишется новая история""","„Opuszcza nas nasz bohater
Bryza niesie go jak płatki kwiatów
Rodzi się nowa opowieść”",,,"""Lá se vai <LSNR {ele} {ela}>
Como flores ao vento
Venham mais causos""","「청명한 하늘이 웅도를 축복하네
만개한 고향의 꽃 강 흐르며 배웅하고
신풍이 피운 불꽃 하늘로 올라가리」","「風和日麗萬里晴，勇者離鄉步雄征。
　百花灼灼照身後，溪河潺潺映壯聲。
　但願新風拂神火，化作烈焰上雲霄。」","“煦煦碧云天，款款送君情。
灼灼乡间花，淼淼河畔别。
熊熊吹烈焰，冉冉冲云霄。”",,,,,,,,"""<LSNR {يغادر بطلنا} {تغادر بطلتنا}>
و<LSNR {يذهب} {تذهب}> مع النسيم مثل الأزهار
قصة جديدة تكشف أسرارها""",,,,,,,,,,,
711a94ee-7e1d-4319-8e79-0a6c9a7a4ac3,195732957,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base0_003,…なにこれ。全然ダメね。,"*sigh* Certainly not my best work...
Oh, well. Have a safe journey.","*soupir* Je n'en suis pas satisfaite.
Bref, je te souhaite un bon voyage.","Uff, non mi convince...
Beh, non importa. Buon viaggio!","*seufz* Bestimmt nicht mein bestes Werk.
Ach, na ja. Hab eine sichere Reise.","Vaya, creo que no estaba muy inspirada...
Pero te deseo un buen viaje.","*вздыхает* Не самая моя лучшая работа...
Ну да ладно. Счастливого пути.","Ech... Nie jest to raczej moje
najlepsze dzieło. Udanej podróży.",,,"Ai, ai... Nem de longe a minha melhor
obra... Ah, enfim, tenha uma boa viagem.",…이게 뭐람. 못 쓰겠다.,……我在寫什麼東西，完全不行啊。,……这什么啊，烂得要死。,,,,,,,,"*تنهيدة* بالتأكيد لم يكن ذلك أفضل أعمالي...
أوه، حسنًا. <LSNR {فلتحظَ} {فلتحظي}> برحلة آمنة.",,,,,,,,,,,
1203da30-0d78-4ae3-a9c3-b5711dae68d6,3595008699,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_002_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_003_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base2_000,"ねえ、エルガドってどんなところ？
どんな人たちがいるのかしら。
王国の人が多いのよね？","So...how's Elgado? I imagine it's full
of refined and cultured people, like
myself, no?","Alors, c'est comment, Elgado ? Je parie
qu'on y trouve tout un tas de gens
raffinés et cultivés comme moi ?","Allora, che mi dici di Elgado?
Dev'essere un posto pieno di persone
raffinate e colte come me, non è così?","Also... wie ist es in Elgado? Ich stelle
mir vor, dass es dort lauter eleganten
und kultivierten Leuten wie mir wimmelt?","Dime, ¿qué tal por Elgado?
Supongo que estará repleto de gente
cultivada e inteligente como yo, ¿no?","Так... как там в Элгадо? Наверно,
там везде культурные, интеллигентные
люди вроде меня, нет?","Więc... jak tam Elgado? Wyobrażam sobie,
że jest pełne wykwintnych i kulturalnych
ludzi, takich jak ja, prawda?",,,"Então... como é Elgado?
Imagino que seja cheia de pessoas
refinadas e cultas como eu, não?","저기, 엘가도는 어떤 곳이야?
어떤 사람들이 있을까.
왕국 사람이 많지?","問你喔，艾爾卡多是個什麼樣的地方啊？
那裡有著什麼樣的人？
王國的人很多是吧？","我说，埃尔迦德是个什么样的地方？
都有些什么样的人？有很多王国的人吧？",,,,,,,,"إذن... كيف هو الحال في إلجادو؟ أظن أنها مليئة
بالأشخاص المتمرسين
والمثقفين مثلي، أليس كذلك؟",,,,,,,,,,,
b20728e8-9566-468e-8586-de85b6b83d4f,2933984848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base2_001,"王国の拠点、エルガド…いいわね。
創作意欲が刺激されてきたわ。","Sure would be nice to visit such a place.
Anything to escape the mundane life
of this village... *ahem*","J'aimerais beaucoup découvrir cet endroit.
Fuir ce village et sa banalité...","Sarebbe bello poterci andare
per sfuggire alla monotonia
di Kamura. Ascolta...","Sicherlich wäre es schön, einen solchen
Ort mal zu besuchen. Um diesem schnöden
Dorfalltag zu entkommen. *ähm*","Tiene que ser una maravilla visitar un
lugar así. Cualquier cosa por huir de
la tediosa rutina de la aldea. Ejem...","Хотелось бы побывать в таком месте.
Отдам что угодно, чтобы сбежать
от постылой жизни в этой деревне... *гм*","Miło byłoby odwiedzić takie miejsce.
Cokolwiek, żeby uciec od prozy życia
w tej wiosce... Ahem...",,,"Eu adoraria visitar um lugar assim.
Qualquer coisa pra escapar da vida
mundana desta aldeia... ahem...","왕국 거점, 엘가도… 좋은걸.
창작 욕구가 샘솟아.","王國的據點艾爾卡多……聽起來不錯，
刺激了我的創作欲望。","王国的据点，埃尔迦德……不错嘛。
很刺激人的创作欲。",,,,,,,,"بالتأكيد سيكون من اللطيف زيارة مثل هذا المكان.
أي شيء للهروب من الحياة التقليدية
في هذه القرية... * إحم*",,,,,,,,,,,
53a60c44-1897-44ea-8138-f554a908561d,1361359167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base2_002,"「経験得るかと、エルガド。
　出会いあるかと、エルガド。
　海もあるかと、エルガド」","""Your shores call to me
Grand kingdom by the ocean
Will we ever meet?""","Tes rivages m'appellent
Ô royaume de l'océan
Nous verrons-nous un jour ?""","""O grande regno sull’oceano,
le tue sponde mi chiamano,
ma mi chiedo se mai ti vedrò.""","""Deine Ufer rufen mich
Großes Königreich am Ozean
Werden wir uns je treffen?""","""Oh, grandioso reino, que desde tus
orillas invocas mi nombre. ¿Llegará
el día en que podamos vernos?""","""Меня манят твои берега
Великое королевство у океана
Когда же мы встретимся?""","„Twoje wody wzywają mnie
O wielkie królestwo na brzegu
Czy kiedykolwiek się spotkamy?”",,,"""O litoral me chama
Ó reino à beira-mar
Quando o verei?""","「경험 있을까, 엘가도.
만남 있을까, 엘가도.
바다도 있을까, 엘가도」","「經驗多多，艾爾卡多。
　相遇多多，艾爾卡多。
　海洋多多，艾爾卡多。」","“埃尔迦德，经验会加多。
埃尔迦德，邂逅要加多。
埃尔迦德，海水更加多。”",,,,,,,,"""شواطئك تناديني
أيتها المملكة الكبيرة على ضفاف المحيط
هل سنلتقي يومًا ما؟""",,,,,,,,,,,
36fe7eaf-5035-402a-84f6-78872debda33,2849517565,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base2_003,"王国の文化に触れるあなたの心の高鳴りを
想像して作ってみたわ。ぜひ、エルガドの
人たちにも聞かせてあげてちょうだい。","Take this with you to Elgado. Perhaps
my poetry will become as famous as
tales of your deeds.","Emporte ça avec toi à Elgado. Peut-être
que mes poèmes deviendront aussi célèbres
que les récits de tes exploits.","Portala con te a Elgado. Chissà che
le mie poesie non diventino celebri
come le tue gesta.","Nimm dies hier mit nach Elgado.
Vielleicht wird meine Poesie so bekannt
wie die Geschichten über deine Taten.","Toma, llévatelo a Elgado.
Ojalá mis poemas alcancen tanta
fama como tus hazañas.","Возьми это с собой в Элгадо. Возможно,
мои стихи станут такими же известными,
как сказания о твоих подвигах.","Weź to ze sobą do Elgado. Może moja
poezja stanie się tak sławna jak
opowieści o twoich czynach.",,,"Leve isto com você pra Elgado.
Talvez minha poesia fique tão famosa
quanto as histórias dos seus feitos.","왕국 문화를 접하는 당신의 두근거림을
상상하며 만들어 봤어. 꼭 엘가도
사람들에게도 들려주길 바라.","這是我試著想像你在接觸王國文化後
內心的雀躍之情所創作之詩。
請你把這首歌傳唱給艾爾卡多的人們吧。","我写这首诗的时候，一直想象着你接触到
王国文化时那激动的心情。请一定要念给
埃尔迦德的人们听听。",,,,,,,,"<LSNR {خذ} {خذي}> هذا <LSNR {معك} {معكِ}> إلى إلجادو. ربما
ستصبح قصائدي مشهورة
مثل حكايات <LSNR {إنجازاتك} {إنجازاتكِ}>.",,,,,,,,,,,
8e8bdc05-8119-4a0d-9dfd-0f561200b406,3409746273,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_003_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_004_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid016_base3_000,"フィオレーネさんもロンディーネさんも
とっても美人よね。王国の人だからかしら、
やっぱりどこか垢抜けてるっていうか。","Fiorayne and Rondine are both so
beautiful, don't you think? Such
beauty is so inspiring! *ahem*","Fiorayne et Rondine sont tellement
belles. D'une beauté qui m'inspire !","Fiorayne e Rondine sono entrambe splendide,
vero? La loro bellezza è un'ottima fonte
d'ispirazione. Ascolta...","Fiorayne und Rondine sind beide so
wunderschön, findest du nicht? Diese
Schönheit ist inspirierend! *ähm*","Fiorayne y Rondine son realmente guapas,
¿no te parece? ¡Su belleza me resulta
una fuente de inspiración! Ejem...","Фиорайна и Рондина так прекрасны
, разве нет? Эта красота
дает вдохновение! *гм*","Fiorayne i Rondine są wyjątkowo piękne,
nie uważasz? Takie piękno to
wielka inspiracja! Ekhem..",,,"A Fiorayne e a Rondine são tão lindas,
não acha? Essa beleza é tão inspiradora!
ahem...","피오레네 씨도 론디네 씨도 빼어난
미인이지. 왕국 사람이라 그런가,
역시 어딘가 세련된 느낌이야.","菲歐莉尼小姐和隆蒂尼小姐都長得很美呢。
是因為她們出身自王國嗎？
總覺得給人一股脫俗的氣質。","菲奥莱娜和罗德娜都是大美女。是因为她们
是王国人，所以都很有品位吗？",,,,,,,,"فيوراين ورونداين كلتاهما
جميلتان، ألا <LSNR {تعتقد} {تعتقدين}> ذلك؟ هذا الجمال
ملهم للغاية! *إحم*",,,,,,,,,,,
