guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
33438f84-aaf1-4e69-b4e5-ab86055f7cf3,2786794502,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103,<COLOR FF0000>#Rejected#</COLOR> nid103
583205cb-7cb7-4025-a81e-7d0d8e3a02f1,4073607502,会話終了,会話フキダシ(赤),,集会所未開放,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_50,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_100_hukidashi,こっちに来てくれ！,"Yo, over here!",Par ici !,"Ehi, da questa parte!",Moin! Hier drüben!,¡Ey! ¡Aquí!,"Эй, сюда!","Joooooł! Halo, tutaj!",,,"Ei, aqui!",이쪽으로 와라!,過來這裡吧！,过来吧！,,,,,,,,<LSNR {أنت} {أنتِ}>، هناك!,,,,,,,,,,,
7d016fc3-6975-416e-be37-35ba3b29089c,2526914919,,重要会話(進行),,集会所未開放,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_50,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,EV_PRO_VILL_001_01_50,,ハンターの心得を開く,,336,,nid103_h0_100,"<NOFAC><CAM:18>愛弟子よ！　ハンター就任、おめでとう！
ついに努力が実ったね…。
俺も、自分のことのように嬉しいよ！","<NOFAC><CAM:18>Lookin' good, Ace! Gratz on becoming
a hunter! All that hard work finally paid
off... I'm really happy for ya!","<NOFAC><CAM:18>Salut, l'artiste ! Tu as fière allure.
Tu as rejoint les chasseurs, bravo !
Le travail paie... Je suis ravi pour toi !","<NOFAC><CAM:18>Ti vedo bene, <LSNR {campione} {campionessa}>. Complimenti,
ora sei <LSNR {un cacciatore} {una cacciatrice}>! Finalmente il duro
lavoro ha ripagato. Sono felice per te!","<NOFAC><CAM:18>Siehst gut aus, Ass! Glückwunsch zu deiner
Ernennung <LSNR {zum Jäger} {zur Jägerin}>! Die harte Arbeit zahlt
sich endlich aus... Ich freu mich für dich!","<NOFAC><CAM:18>¡Tienes buena pinta, hacha! ¡Enhorabuena por
llegar a <LSNR {cazador} {cazadora}>! Por fin ha dado su fruto
todo ese trabajo... ¡Me alegro!","<NOFAC><CAM:18>Отлично выглядишь, ас! Прими
поздравления, теперь ты <LSNR {охотник} {охотница}>!
Столько труда вложено... Я рад за тебя!","<NOFAC><CAM:18>Nieźle wyglądasz, <LSNR {szefie} {szefowo}>!
Gratki za zostanie <LSNR {łowcą} {łowczynią}>!
Ciężka praca się opłaciła! Brawo!",,,"<NOFAC><CAM:18>Indo bem, Craque! Parabéns por se tornar
<LSNR {um caçador} {uma caçadora}>! Todo aquele trabalho
duro valeu a pena... Feliz por você!","<NOFAC><CAM:18>애제자여! 헌터 취임을 축하한다!
노력이 열매를 맺었구나…
마치 내 일처럼 기쁘다!","<NOFAC><CAM:18>我的愛徒啊！恭喜你當上獵人！
你的努力終於開花結果了……
我感到與有榮焉，高興得不行啊！","<NOFAC><CAM:18>爱徒啊！恭喜你就任猎人！
努力终于有了回报……
我也感同身受，很是开心呢！",,,,,,,,"<NOFAC><CAM:18><LSNR {تبدو رائعًا أيها البارع} {تبدين رائعة أيتها البارعة}>! تهانينا
<LSNR {لأنك أصبحت صيّادًا} {لأنكِ أصبحتِ صيّادة}>! وأخيرًا آتى كل هذا العمل
الجاد ثماره... أنا حقًا سعيد من <LSNR {أجلك} {أجلكِ}>!",,,,,,,,,,,
0c8a478e-46a6-49d8-abc6-7b8b15b421d3,2087314208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,操作ガイド表示,,2,,nid103_h0_101,"ところで、キミは<COLS RED>アクションスライダー</COL>を
使いこなせているかな？","Oh, and before I forget...
I gotta tell you about the <COLS RED>Action Bar</COL>!","Oh, avant que j'oublie...
Il faut que je te parle de la <COLS RED>barre d'action</COL> !","Ah, prima che me ne dimentichi...
Devo parlarti della <COLS RED>barra azioni</COL>.","Ach, bevor ich's vergesse...
Ich muss dir noch die <COLS RED>Aktionsleiste</COL> erklären!","Oh, antes de que se me olvide...
Tengo que hablarte de la <COLS RED>barra de acciones</COL>.","О, пока я не забыл... Я должен
рассказать тебе о <COLS RED>шкале действий</COL>!","Aha, zanim zapomnę...
Muszę ci opowiedzieć o <COLS RED>pasku akcji</COL>!",,,"Ah, antes que eu esqueça...
Tenho que te falar sobre a
<COLS RED>barra de ação</COL>!","혹시, <COLS RED>액션 슬라이더</COL>는
잘 사용하고 있나?","話說回來，你能流暢地使用
<COLS RED>動作快捷鍵</COL>了嗎？","话说，你掌握<COLS RED>动作快捷栏</COL>的
用法了吗？",,,,,,,,"أوه، وقبل أن أنسى...
يجب أن <LSNR {أخبرك} {أخبركِ}> عن <COLS RED>شريط الحركات</COL>!",,,,,,,,,,,
ffaae7a8-6741-4cf1-b126-9678f95ccb80,2212943148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_102,"アクションスライダーというのは、
<COLS RED>様々なアクションを、メニュー画面を
ひらかずに実行できる便利な機能だ。</COL>","The Action Bar <COLS RED>lets you pull off all
sorts of actions without opening any
menus</COL>. Pretty gnarly if you ask me!","Elle te <COLS RED>permet de faire plein de
choses sans avoir à ouvrir des
menus</COL>. C'est utile, crois-moi !","La barra azioni <COLS RED>ti consente di compiere
diverse azioni senza aprire i menu</COL>.
Niente male, vero?","Mithilfe der Aktionsleiste <COLS RED>kannst du alle
möglichen Aktionen ausführen, ohne ein Menü
zu öffnen</COL>. Ziemlich cool, oder?","La barra de acciones <COLS RED>te permite realizar toda
clase de acciones sin abrir ningún menú</COL>.
¡Está de miedo, si quieres mi opinión!","Шкала действий <COLS RED>позволяет осуществлять
множество видов действий без открывания
меню</COL>. По-моему, круто!","Pasek akcji <COLS RED>pozwala na wykonywanie
różnych akcji bez otwierania menu</COL>.
Fachowo, co?",,,"A Barra de Ação <COLS RED>te permite executar
várias ações sem ter que abrir menus.</COL>
Acho muito irado, se quer saber!","액션 슬라이더란,
<COLS RED>메뉴 화면을 열지 않고 다양한 액션을
실행할 수 있게 해주는 편리한 기능이지.</COL>","所謂的動作快捷鍵，
<COLS RED>就是不必打開選單畫面，
就能直接做出各種動作的方便功能。</COL>","所谓的动作快捷栏，
指的就是<COLS RED>不打开菜单界面
就能执行各种动作的便捷功能。</COL>",,,,,,,,"<COLS RED>يتيح <LSNR {لك} {لكِ}> شريط الحركات تنفيذ جميع
أنواع الحركات دون فتح أي
قوائم</COL>. رائع للغاية، إن <LSNR {سألتني} {سألتِني}>!",,,,,,,,,,,
5505b7c6-a15d-48d1-83cc-f99e2e27c4fb,2327801630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_103,"せっかくだし、練習してみよう。
<COLS RED>アクションスライダーで
「カメラ」を選択して俺を撮影してくれ！</COL>","Let's try it out! <COLS RED>Select the Camera from
the Action Bar and snap a picture of me!</COL>","Passons à la pratique ! <COLS RED>Sélectionne
la caméra dans la barre d'action
et prends une photo de moi !</COL>","Proviamo! <COLS RED>Seleziona la fotocamera
dalla barra azioni e fammi una foto!</COL>","Probier's mal! <COLS RED>Wähl die Kamera in der
Aktionsleiste und mach ein Foto von mir!</COL>","¡Vamos a probarlo!
<COLS RED>Selecciona la cámara en la barra de acciones
y hazme una foto.</COL>","Давай попробуем! <COLS RED>Выбери камеру
на шкале действий и сделай мое фото!</COL>","Spróbujmy! <COLS RED>Wybierz kamerę na pasku
akcji i zrób mi zdjęcie!</COL>",,,"Vamos testar! <COLS RED>Seleciona a Câmera na
Barra de Ação e tire uma foto minha!</COL>","마침 좋은 기회이니, 한번 연습해 보자.
<COLS RED>액션 슬라이더로
「카메라」를 선택하고 나를 촬영해다오!</COL>","機會難得，就來練習一下吧。
<COLS RED>請你用動作快捷鍵選擇「照相機」，
拍一張我的照片！</COL>","机会难得，来练习练习吧。
<COLS RED>在动作快捷栏里选择“相机”，
给我拍张照吧！</COL>",,,,,,,,"هيا نجربه! <COLS RED><LSNR {حدد} {حددي}> الكاميرا من
شريط الحركات و<LSNR {التقط} {التقطي}> لي صورة!</COL>",,,,,,,,,,,
07e38780-6f8e-4a69-8f5d-4db8f81dc0f0,3740931088,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_104,俺の写真が撮れたら、また話しかけてね！,"Once you take my picture,
let me see it!",Et montre-la-moi après !,"Dopo averla scattata, fammela vedere.","Wenn das Foto im Kasten ist, zeig es mir!","Cuando me hayas hecho una foto, enséñamela.","А когда сделаешь фото, покажи его мне!","Pokaż mi je, jak będzie gotowe!",,,"Depois que tirar minha foto,
me mostra!",내 사진을 찍은 다음 다시 말을 걸어다오!,拍好我的照片之後，再和我說一聲吧！,拍好我的照片之后再来找我吧！,,,,,,,,"بمجرد التقاط صورتي، <LSNR {دعني} {دعيني}>
أراها!",,,,,,,,,,,
091b2f91-09a8-4e07-8462-c766982dfe29,2662643330,会話終了,会話フキダシ(赤),,集会所未開放,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_51,,この会話フラグがONなら→,EV_PRO_PICTURE_NID_103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_105_hukidashi,お！　撮れたようだね！,Hey! You got it!,Eh bien voilà ! Parfait !,Ehi! Ce l'hai fatta!,Hey! Du hast es!,"¡Eso es, bien hecho!",Эй! Получилось!,Hej! Udało się!,,,Ei! Você conseguiu!,오! 사진을 찍은 모양이구나!,哦！看來你拍好啦！,哦！你好像拍好了嘛！,,,,,,,,<LSNR {أنت} {أنتِ}>! <LSNR {لك} {لكِ}> هذا!,,,,,,,,,,,
ef711637-7441-455e-9f21-de12d88834ac,2205532316,,重要会話(進行),,集会所未開放,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_51,,この会話フラグがONなら→,EV_PRO_PICTURE_NID_103,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,EV_PRO_VILL_001_01_51,,ハンターの心得を開く,,337,,nid103_h0_105,"<NOFAC><CAM:18>うむ！　よくできたね！
アクションスライダーも使いこなせるし、
これでいつ狩猟に出ても安心だ！","<NOFAC><CAM:18>Oh yeah! That's one handsome Deviljho!
Heh! Now that you've gotten acquainted
with the Action Bar, I think it's quest time!","<NOFAC><CAM:18>Je suis plutôt pas mal, dis donc...
Hé hé ! Maintenant que tu maîtrises la
barre d'action, revenons aux quêtes !","<NOFAC><CAM:18>Ah, che Deviljho affascinante! Eheh! Ora che
sai come usare la barra azioni, è tempo di
affrontare una missione!","<NOFAC><CAM:18>Oh ja! Das ist mal ein gut aussehender Typ!
Haha! Jetzt kennst du dich mit der Aktions-
leiste aus. Zeit für eine Quest!","<NOFAC><CAM:18>Oh, sí, ¡qué Deviljho tan impresionante! ¡Je!
Ahora que sabes cómo va la barra de acciones,
¡es hora de afrontar una misión!","<NOFAC><CAM:18>О да! Великолепный Девильо! Теперь,
когда шкала действий тебе знакома,
пришла пора заданий, так я думаю!","<NOFAC><CAM:18>O tak! To dopiero piękny okaz Deviljho!
Heh! Skoro już znasz pasek akcji,
czas na zadanko!",,,"<NOFAC><CAM:18>Isso aí! Eu sou bonito pra caramba! Heh!
Agora que você já se acostumou com a Barra
de Ação, tá na hora de uma missão!","<NOFAC><CAM:18>음! 아주 잘했다!
액션 슬라이더도 다룰 수 있게 되었으니
언제든 안심하고 사냥하러 갈 수 있겠구나!","<NOFAC><CAM:18>嗯！做得好！
看來你的動作快捷鍵也用得很順手了，
這樣隨時都能去狩獵啦！","<NOFAC><CAM:18>嗯！干得漂亮！
动作快捷栏你也掌握了，
这下子什么时候去狩猎都不成问题了！",,,,,,,,"<NOFAC><CAM:18>أوه أجل! هذا هو ديفيلجو الوسيم!
هييه! والآن بعد أن <LSNR {تعرفت} {تعرفتِ}>
على شريط الحركات، أعتقد أنه حان وقت المهمة!",,,,,,,,,,,
cb3b1848-e702-410c-9455-633978aee596,3112868928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid103_h0_106,"だけど、もしも武器の扱いについて
おさらいしたいのなら、
<COLS RED>修練場</COL>に行くことをオススメするよ。","But if you're still not confident in
your abilities, you can hit up the
<COLS RED>Training Area</COL> to sharpen 'em up!","Mais si tu veux pratiquer un peu,
n'hésite pas à aller à l'<COLS RED>Aire d'entraînement</COL> !","Se ancora non te la senti, puoi tornare
nell'<COLS RED>area di addestramento</COL> per esercitarti.","Aber falls du noch Zweifel hast, ob du
bereit bist, kannst du dein Können im
<COLS RED>Trainingsbereich</COL> auffrischen!","Pero, si aún no confías en tus habilidades,
puedes patearte la <COLS RED>zona de entrenamiento</COL> para
pulirlas.","Но если тебе недостает уверенности
в своих навыках, ты можешь посетить
<COLS RED>Тренировочную зону</COL>, чтобы отточить их!","Ale jeśli nie jesteś jeszcze <LSNR {pewny} {pewna}>
swoich umiejętności, możesz się
podszkolić na <COLS RED>obszarze treningowym</COL>!",,,"Mas se ainda não sente confiança em
suas habilidades, pode ir pra <COLS RED>Área de
Treinamento</COL> aprimorá-las!","만약 무기 다루는 방법을
다시 복습하고 싶다면
<COLS RED>수련장</COL>으로 가는 걸 추천한다!","但是，
如果想要複習武器的使用方法，
我會推薦你去<COLS RED>修練場</COL>。","不过，
你要是想复习一下武器的用法，
我建议你去<COLS RED>修炼场</COL>。",,,,,,,,"لكن إذا <LSNR {كنت لا تزال غير واثق} {كنتِ لا تزالين غير واثقة}>
في <LSNR {قدراتك، يمكنك} {قدراتكِ، يمكنكِ}> الذهاب
إلى <COLS RED>منطقة التدريب</COL> لصقلها!",,,,,,,,,,,
