guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
a6b44ec8-0be9-4ccd-b779-d3b0da04bbae,104012248,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR,<COLOR FF0000>#Rejected#</COLOR> nid008_MR
189c1735-1331-4d31-af4d-a97214923c25,1662397739,会話終了,会話フキダシ(黄色),,,,この会話フラグがONなら→,MULTIPLAY_FIRST_BONUS_MULTI,,この会話フラグがOFFなら→,MULTIPLAY_FIRST_BONUS_REC,,この会話フラグがONなら→,NID_008_LECTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_001_Fukidashi,ごほうびだぞニャ！,Got a li'l somethin' fur ya!,J'ai chat pour toi !,Ho qualcosina perrrr te!,Hab hier 'ne Kleinigkeit für dich!,¡Tengo algo para ti!,У мяуня для тебя что-то есть!,Mam dla ciebie pewien mrr-obiazg!,,,Eu tenho uma coisinha pra você!,선물이다냥!,有你的獎勵喵！,这是奖励喵！,,,,,,,,لديّ شيء صغير من <LSNR {أجلك} {أجلكِ}>!,,,,,,,,,,,
176d3d95-764e-495b-b20c-3931d07bdbb4,2291238587,,重要会話(非進行),,,,この会話フラグがONなら→,MULTIPLAY_FIRST_BONUS_MULTI,,この会話フラグがOFFなら→,MULTIPLAY_FIRST_BONUS_REC,,この会話フラグがONなら→,NID_008_LECTURE,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,MULTIPLAY_FIRST_BONUS_REC,,マルチプレイ初回ボーナスアイテム排出,,,,,nid008_first_001_01_MR,"<NOFAC>初めてオンラインでクエストをクリアした
ごほうびにアイテムが届いているぞニャ！","<NOFAC>Congratulations on completing your fur-st
online quest! I've got a li'l something fur ya!","<NOFAC>Brrravo, tu as terminé ta première quête
en ligne ! J'ai chat pour toi !","<NOFAC>Congratulazioni per aver portato a
termine la tua prima missione online!
Ho una cosina perrr te!","<NOFAC>Glückwunsch zum Abschluss deiner
ersten Online-Quest! Ich hab hier
'ne Kleinigkeit für dich!","<NOFAC>¡Felicidades por completar tu primera
misión online! ¡Tengo algo para ti!","<NOFAC>Поздравляю с выполнением первого
сетевого задания! У мяуня для тебя
что-то есть!","<NOFAC>Gratuluję zakończenia miau-szego zadania
online! Mam dla ciebie pewien mrr-obiazg!",,,"<NOFAC>Parabéns por completar sua primiaura
missão online! Tenho uma coisinha pra
você!","<NOFAC>처음 온라인에서 퀘스트를 클리어한
기념으로 아이템이 도착했다냥!","<NOFAC>有道具送來了。
這是你第一次在線上完成任務的獎勵喔喵！","<NOFAC>收到了首次完成
在线任务的奖励道具喵！",,,,,,,,"<NOFAC>تهانينا على إكمال <LSNR {مهمتك} {مهمتكِ}> الأولى
على الإنترنت! لدي شيء صغير من <LSNR {أجلك} {أجلكِ}>!",,,,,,,,,,,
ed43c322-f90a-4466-95c3-da0d7642a9c4,101135664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_001_02_MR,"オンラインでクエストをクリアすると、
<COLS RED>狩友ポイント</COL>が溜まっていくぞニャ。","As you complete quests online, you'll
accu-mew-late <COLS RED>Friend Points</COL>.","En terminant des quêtes en ligne,
tu accumules des <COLS RED>Points d'amitié</COL>.","Man mano che completi le missioni online,
accumiaolerai <COLS RED>punti amici</COL>.","Für das Abschließen von Online-Quests
bekommst du <COLS RED>Freundpunkte</COL>.","Según completes las misiones en línea,
irás acumulando <COLS RED>puntos de amigo</COL>.","За выполнение сетевых заданий 
даются <COLS RED>очки друга</COL>.","Wykonując zadania online, będziesz
zbierać <COLS RED>punkty znajomych</COL>.",,,"Conforme você concluir missões online,
vai acumiaular <COLS RED>Pontos de Amigos</COL>.","온라인에서 퀘스트를 클리어하면
<COLS RED>친구 포인트</COL>가 쌓이지냥.","只要在線上完成任務，
就可以累積<COLS RED>獵友點數</COL>喵！","完成在线任务，
会积攒<COLS RED>猎友点数</COL>喵。",,,,,,,,"عند إكمال المهام عبر الإنترنت،
سيتم جمع <COLS RED>نقاط الأصدقاء</COL>.",,,,,,,,,,,
9eee681c-d44c-494b-890f-e7dc453706f4,791545036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_001_03_MR,"狩友ポイントがたくさん溜まると
ごほうびにアイテムがもらえるぞニャ！
どれも狩りの役に立つ物ばかりぞニャ。","Once you've gained enough of them,
you'll get an item as a reward! And it's
purr-etty handy too!","Quand tu en as assez, tu obtiens un objet
en récompense !
Ils sont aussi très utiles pour chasser !","Dopo che ne avrai raccolti a sufficienza,
otterrai un oggetto come ricompensa. Pare
che sia miaolto utile per la caccia!","Sobald du genug hast, bekommst du ein
Objekt als Belohnung!
Die sollen echt schnurrpraktisch sein!","Cuando hayas ganado suficientes,
te llevarás un objeto como recompensa.
¡Ya verás qué bien te viene para cazar!","Как только их наберется с лихвой,
обменивай их на предметы. Говорят,
что мяу-ни очень полезны!","Jak zbierzesz ich już dość dużo,
otrzymasz w nagrodę przedmiot!
Całkiem miau-żyteczny!",,,"Quando tiver miautos deles, você vai
ganhar um item como recompensa!
E é miauito prático também!","친구 포인트가 잔뜩 쌓이면
상으로 아이템을 받을 수 있다냥!
전부 사냥할 때 유용하게 쓰인다냥.","如果累積很多獵友點數，
就可以獲得獎勵道具喵！
每個獎勵道具都有助於狩獵喵。","积攒很多猎友点数后，
会获得奖励道具喵！
每样都对狩猎很有帮助喵。",,,,,,,,"بمجرد الحصول على ما يكفي منها،
<LSNR {ستحصل} {ستحصلين}> على عنصر كمكافأة!
سمعت أنها مفيدة جدًّا أيضًا!",,,,,,,,,,,
6802879b-6854-4afd-8120-af75e9381266,64076522,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_001_04_MR,"今回届いたアイテムも狩友ポイントで
もらえるぞニャ！　これをクエストで使って
仲間との狩りをがんばるぞニャ！","It's paw-sible to get other items, too! Just
keep hunting with your fur-iends and you're
sure to get more! Happy hunting!","Tu peux aussi mettre les griffes
sur d'autres objets ! Continue de jouer
avec des amis ! Bonne chasse !","Puoi anche mettere le zampe su altri
oggetti! Continua a cacciare con i tuoi
a-mici e ottienine di più! Buona caccia!","Du kannst auch andere Objekte in die
Pfoten bekommen! Jage weiter mit
Freunden und lass dich überraschen.","¡Y además, podrás seguir llevándote más
objetos! ¡Sigue cazando con tus amigos,
y ya verás! ¡Felices cacerías!","Можно получить и другие предметы!
Просто охотьтесь с друзьями, и
обязательно получите еще! Удачной охоты!","Miau-żesz też zdobyć inne przedmioty!
Poluj dalej ze znajomymi, a będziesz
mieć ich więcej! Pomyślnych łowów!",,,"Dá pra conseguir outros itens também!
Continua caçando com seus amiaugos que
você vai conseguir mais! Boa caçada!","이번에 도착한 아이템도 친구 포인트로
받을 수 있다냥! 퀘스트에서 사용하면서
동료들과 열심히 사냥해라냥!","這次送你的道具，今後也能透過
獵友點數獲得喵！在任務中使用
這些道具，和夥伴一起努力狩獵吧喵！","这次你收到的道具也可以通过积攒猎友点数
获得喵。在任务中使用它，和伙伴们一起加
油狩猎喵。",,,,,,,,"يمكن أيضًا الحصول على عناصر أخرى!
<LSNR {استمر} {استمري}> في الصيد مع الأصدقاء فحسب،
و<LSNR {ستحصل} {ستحصلين}> على المزيد بالطبع! صيدًا سعيدًا!",,,,,,,,,,,
40fcc6ae-714d-4c50-a731-aec02e7cb838,2120775637,会話終了,会話フキダシ(黄色),,,,この会話フラグがONなら→,MULTIPLAY_FIRST_BONUS_PRE,,この会話フラグがOFFなら→,MULTIPLAY_FIRST_BONUS_REC,,この会話フラグがONなら→,NID_008_LECTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_0012_Fukidashi,ごほうびだぞニャ！,Got a li'l somethin' fur ya!,J'ai chat pour toi !,Ho qualcosina perrrr te!,Hab hier 'ne Kleinigkeit für dich!,¡Tengo algo para ti!,У меня для тебя сюрпризец!,Mam dla ciebie pewien mrr-obiazg!,,,Eu tenho uma coisinha pra você!,선물이다냥!,有你的獎勵喵！,这是奖励喵！,,,,,,,,لدي شيء صغير من <LSNR {أجلك} {أجلكِ}>!,,,,,,,,,,,
8987325c-da79-4ad1-968c-e993573f22fd,4000342440,,重要会話(非進行),,,,この会話フラグがONなら→,MULTIPLAY_FIRST_BONUS_PRE,,この会話フラグがOFFなら→,MULTIPLAY_FIRST_BONUS_REC,,この会話フラグがONなら→,NID_008_LECTURE,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,MULTIPLAY_FIRST_BONUS_REC,,マルチプレイ初回ボーナスアイテム排出,,,,,nid008_first_002_01_MR,"<NOFAC>おう！　<PL>！
アップデート後もオンラインでクエストを
がんばっているようだニャ！","<NOFAC>Hey, <PL>!
Looks like you've been going meow-t
on a lot of quests since the big update!","<NOFAC>Hé, <PL> !
On dirait que tu as effectué beaucoup
de quêtes depuis la grande mise à jour !","<NOFAC>Ehi, <PL>!
Pare che tu abbia affrontato miaolte
missioni dal grande aggiornamento!","<NOFAC>Hey, <PL>!
Du hast offenbar seit dem großen
Update viele Quests miaut!","<NOFAC>¡Hola, <PL>! Ya veo que,
desde la gran actualización, estás
que no paras con las misiones.","<NOFAC>Привет, <PL>!
Похоже, после большого обновления у тебя
заданий по горло!","<NOFAC>Hej, <PL>!
Wygląda na to, że od ostatniej dużej
miau-ktualizacji <LSNR {ukończyłeś} {ukończyłaś}> wiele zadań!",,,"<NOFAC>Ei, <PL>!
Parece que você saiu para um miauntão
de missões desde a grande atualização!","<NOFAC>오! <PL>!
업데이트하고 나서도 온라인에서 퀘스트를
열심히 하고 있는 모양이구냥!","<NOFAC>嘿！<PL>！
你在更新後，好像也不斷在線上
努力完成任務呢喵！","<NOFAC>哟！<PL>！
看来更新后，你也在努力做在线任务喵！",,,,,,,,"<NOFAC>مرحبًا يا <PL>!
يبدو <LSNR {أنك كنت تنفذ} {أنكِ كنتِ تنفذين}> العديد من المهام
منذ التحديث الكبير!",,,,,,,,,,,
e9184fe5-dda1-42aa-864a-ec851d9c1cfe,2356643900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_002_02_MR,"そんなおぬしに、オイラからちょっとした
ごほうびぞニャ！","Got a li'l somethin' fur ya since you've
been working so hard!","J'ai chat pour toi pour te récompenser
d'avoir travaillé si dur !","Ho qualcosina perrrr te!
Hai lavorato davvero sodo!","Hab hier 'ne Kleinigkeit für dich!
Als Lohn für deine Mühen!","Tengo algo para ti, que te has estado
esforzando un montón.","У меня тут сюрпризец
для трудяги вроде тебя!","Mam dla ciebie pewien mrr-obiazg za
twoją ciężką pracę!",,,"Eu tenho uma coisinha pra você,
já que você tem trabalhado tão duro!","그런 네게 내가 작은
선물을 주겠다냥!","看到你這麼努力，
於是我準備了一點獎勵喔喵！",俺要给努力的你一点小奖励喵！,,,,,,,,"لدي شيء صغير من أجلك
<LSNR {لأنك تعمل} {لأنكِ تعملين}> بجد!",,,,,,,,,,,
d4306921-cd17-4544-a326-e8634acd65ee,3359668651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid008_first_002_03_MR,"ハンターランクやマスターランクが上がると
<COLS RED>狩友ポイント</COL>でもらえるアイテムも豪華に
なっていくぞニャ。","And if you keep raising your hunter and
master rank, the items you'll receive with
<COLS RED>Friend Points</COL> will be even more impurr-essive!","Et si continues d'augmenter ton Rang de Chasseur
et Maître, les objets que tu obtiendras avec tes
<COLS RED>Points d'amitié</COL> seront encore plus incroyables !","Continua a lavorare sodo e ad aumentare
il tuo grado cacciatore e maestro e gli oggetti
che otterrai saranno ancora più imprrressionanti!","Und wenn du deinen Jäger- und Meisterrang
steigerst, werden die über <COLS RED>Freundpunkte</COL>
erhaltenen Objekte noch schnurrtastischer!","¡Y si sigues subiendo de rango de cazador
y rango maestro, recibirás objetos aún más
impresionantes con tus <COLS RED>puntos de amigo</COL>!","Не сбавляй обороты — продолжай повышать
ранг мастера и охотника, и получишь
более отпадные предметы за <COL RED>очки друга</COL>!","Podnoś poziom łowcy i rangę mistrzowską,
a dam ci naprawdę miau-ponujące
przedmioty za <COLS RED>punkty znajomych</COL>!",,,"Se você continuar aumiauntando seu ranque
de caçador e miaustre, vai receber itens
mais impressionantes com <COLS RED>Pontos de Amigos</COL>!","헌터 랭크와 마스터 랭크가 오르면
<COLS RED>친구 포인트</COL>로 받는 아이템도
더 호화롭게 바뀐다냥.","獵人Rank及Master Rank提升後，
可透過<COLS RED>獵友點數</COL>獲得的道具
也會變得豪華喔喵。","猎人等级或大师等级提升后，积攒<COLS RED>猎友点数</COL>
能获得的道具也会变得更豪华喵。",,,,,,,,"إذا <LSNR {واصلت} {واصلتِ}> الارتقاء برتب
الصياد والقائد، فستكون العناصر التي <LSNR {تتلقاها} {تتلقينها}> باستخدام
 <COLS RED>نقاط الأصدقاء</COL> أروع!",,,,,,,,,,,
