guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
33312dd8-0db9-4426-9425-7eea6128db18,3710321521,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR,<COLOR FF0000>#Rejected#</COLOR> nid002_MR
b6412108-9f6a-4295-84e7-155397726ddb,2246365953,会話終了,会話フキダシ(紫),,,,この会話フラグがONなら→,EV_PRO_MR_004_01_01,,この会話フラグがOFFなら→,NPC_SVQUEST_465407_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_000_hukidashi,一狩り、いかがですか？,You want to go hunting?,Tu veux aller à la chasse ?,Vuoi andare a caccia?,Willst du auf die Jagd gehen?,¿Quieres salir de caza?,Хочешь пойти на охоту?,Chcesz iść na polowanie?,,,Você quer ir caçar?,사냥은 어떠세요?,要不要一起去狩獵呢？,要不要一起去狩猎呢？,,,,,,,,هل <LSNR {تريد} {تريدين}> الذهاب للصيد؟,,,,,,,,,,,
44fc27e4-87b3-4736-9c84-98c7d153c97d,4279446065,,重要会話(非進行),,,,この会話フラグがONなら→,EV_PRO_MR_004_01_01,,この会話フラグがOFFなら→,NPC_SVQUEST_465407_START,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,NPC_SVQUEST_465407_START,,依頼クエストの受注UI表示,,43,,nid002_QN465407_000,"<NOFAC><PL>さん、
私と一緒に狩猟に出かけませんか？","<NOFAC>Hey, <PL>. Would you like
to go out hunting together?","<NOFAC>Hé, <PL>. Ça te dit
d'aller chasser ensemble ?","<NOFAC>Ehi, <PL>.
Ti va di andare a caccia insieme?","<NOFAC>Hey, <PL>. Wollen wir
zusammen auf die Jagd gehen?","<NOFAC>Hola, <PL>.
¿Quieres que vayamos juntos a cazar?","<NOFAC>Привет, <PL>. Хочешь
поохотиться вместе?","<NOFAC>Hej, <PL>. Wybierzesz się ze
mną na polowanie?",,,"<NOFAC>Ei, <PL>. Você gostaria
de ir caçar comigo?","<NOFAC><PL> 씨,
저와 함께 사냥하러 가시겠어요?","<NOFAC><PL>，
要不要和我一起去狩獵呢？","<NOFAC><PL>，
和我一起去狩猎吧，好不好？",,,,,,,,"<NOFAC>مرحبًا يا <PL>. هل <LSNR {ترغب} {ترغبين}> في
الخروج للصيد معًا؟",,,,,,,,,,,
0f87bf13-7526-4d1c-9cce-c889101c7580,2730891093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_001,"あら？　そんなに驚かなくても
いいじゃないですか。","Hey, don't give me that look! I can do more
than just sit here and snack on dango!","Ça t'étonne ? Tu sais, je suis capable
de plein de choses en plus de
manger des dango !","Ehi, non guardarmi così! So fare ben
altro che star seduta qui e piluccare
dango tutto il giorno!","Hey, schau mich nicht so an! Ich kann
mehr, als nur hier herumzusitzen
und Dango zu knabbern!","¡Oye, no me mires así! No te creas que
solo sé pasarme el día sentado comiendo
dango.","Эй, не надо на меня так смотреть! Я умею
не только сидеть тут и кушать данго!","Nie patrz tak na mnie! Mogę
więcej, niż tylko tu siedzieć
i podjadać dango!",,,"Ei, não me olha assim! Sou capaz de mais
do que sentar aqui e comer dango!","어머나.
그렇게 놀라실 건 없잖아요?","哎呀？
您也不用那麼驚訝吧。",哎呀？您也不用如此吃惊吧。,,,,,,,,"مهلًا، لا <LSNR {ترمقني} {ترمقيني}> بتلك النظرة! يمكنني 
فعل أكثر من مجرد الجلوس وتناول دانجو!",,,,,,,,,,,
9d253a4e-deca-4ce2-8f6f-2091d8eb12fb,2176922166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_002,"「ハンター同行のもとであれば、
里守も訓練の一環として狩猟ができる」
という制度、ご存知なかったでしょうか？","And besides, it's good practice for us defenders
to go out hunting, right? And as long as you're
with me, everything'll be fine!","Et puis c'est un bon entraînement pour
les défenseurs comme moi, pas vrai ?
Et tant que tu es avec moi, tout roule !","E poi, andare a caccia è un buon allenamento
per noi difensori, vero? Finché sarai al mio
fianco, andrà tutto bene.","Und außerdem ist die Jagd ein gutes
Training für uns Verteidiger, richtig?
Mit dir an meiner Seite wird alles gut!","Además, está bien que los defensores
practiquemos la caza, ¿no? Y estando
tú conmigo, ¡no correré ningún peligro!","К тому же, для нас, защитников, охота —
отличная практика, верно? И пока ты
со мной, все будет хорошо!","Poza tym dla obrońców polowanie to
dobra praktyka, tak? Gdy będziesz przy
mnie, wszystko będzie w porzo!",,,"Além disso, é um bom treinamento pra nós
defensores sair pra caçar, né? Se você
estiver comigo, tudo ficará bem!","「헌터가 동행한다면 마을 수호단도
훈련의 일환으로 사냥할 수 있다」
이런 제도가 있다는 거, 모르셨나요?","「村莊守衛在獵人陪同之下，
　可前往狩獵，當作訓練。」
村裡有這項制度，您不知道嗎？","“村卫若与猎人同行，则亦可狩猎，这将被
视为训练的一部分”，您不知道这制度吗？",,,,,,,,"وبجانب ذلك، من الممارسات الجيدة بالنسبة
لنا نحن المدافعين أن نخرج للصيد، أليس كذلك؟
وطالما <LSNR {أنك} {أنكِ}> معي، فسيكون كل شيء على ما يرام!""",,,,,,,,,,,
563e4f68-7efc-4cfc-8d97-2caffb5b9b78,924502003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_003,"私、<PL>さんがハンターに
なった暁には、ぜひご一緒したいと
ずっと思っていたんですよ。","Not to mention that I've wanted to go out
hunting with you ever since you became
a hunter.","Sans parler du fait que depuis que tu es
<LSNR {devenu chasseur} {devenue chasseuse}>, je rêve
d'y aller avec toi.","Per non dire che desideravo andare
a caccia con te fin da quando sei
<LSNR {diventato un cacciatore} {diventata una cacciatrice}>.","Ganz zu schweigen davon, dass ich
bereits mit dir auf die Jagd gehen will,
seit du <LSNR {Jäger} {Jägerin}> geworden bist.","Llevo deseando salir a cazar contigo
desde que te hiciste <LSNR {cazador} {cazadora}>.","Не говоря о том, что я хотела пойти
с тобой на охоту еще с тех пор, как ты
<LSNR {стал охотником} {стала охотницей}>.","Zawsze chciałam iść z tobą na polowanie,
od kiedy <LSNR {stałeś się łowcą} {stałaś się łowczynią}>.",,,"Sem falar que eu já quero ir caçar com
você desde que você virou <LSNR {caçador} {caçadora}>.","저는 <PL> 씨가 헌터가
됐을 때 꼭 함께 가고 싶다고
늘 생각하고 있었답니다.","我之前就一直在想，
等您成為獵人之後，
我一定要跟您一起去狩獵。","<PL>，我一直都在想，等您当上猎人时，
绝对要跟您同行。",,,,,,,,"<LSNR {ناهيك} {ناهيكِ}> عن أنني أردت الخروج
للصيد <LSNR {معك} {معكِ}> منذ أن
أصبحت صيادة.",,,,,,,,,,,
1a98112f-c5d9-40b3-ba4e-7a63837c33c3,1160201262,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_004,"うふふ、ヒノエのささやかなお願い、
叶えてくれますよね？","Come on! It'll be fun! I promise I won't
complain about being hungry. OK?","Allez ! Ça va être sympa ! Et je promets
que je ne me plaindrai pas si j'ai faim.","Dai, sarà divertente! Prometto che non
mi lamenterò di avere fame, OK?","Komm schon! Das wird lustig! Ich
verspreche auch, dass ich nicht jammern
werde, dass ich Hunger habe. Okay?","¡Venga, será divertido! Te prometo que
no me voy a quejar de hambre, ¿vale?","Ну же! Будет весело! Обещаю, я не буду
жаловаться на голод. Идет?","No chodź! Będzie ubaw! Obiecuję,
że nie będę wspominała o głodzie.",,,"Vamos lá! Vai ser divertido! Prometo que
não vou reclamar de fome, está bem?","우후후, 히노에의 작은 소원을
이뤄 주실 거죠?","呵呵，您應該願意
替火芽實現這個小小的心願吧？","呵呵呵，您一定会实现我这个小小的
心愿的，对吧？",,,,,,,,"هيا! سيكون الأمر ممتعًا! <LSNR {أعدك} {أعدكِ}>
بأنني لن أشكو من الجوع. حسنًا؟",,,,,,,,,,,
a16e768c-1cb5-4483-bafd-be8034a1f9bb,1731603013,会話終了,会話フキダシ(紫),,,,この会話フラグがONなら→,EV_PRO_MR_004_01_01,,このクエストがクリア済みなら→,QN465407,,この会話フラグがONなら→,NPC_SVQUEST_465407_START,,この会話フラグがOFFなら→,NPC_SVQUEST_465407_FINISH,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_100_hukidashi,おつかれさまでした。,Wow! You were amazing out there.,Ouah ! Tu as été incroyable.,"Wow, <LSNR {sei stato} {sei stata}> grande là fuori!","Wow! Du warst da draußen
einfach unglaublich.",¡Guau! Me has dejado impresionada.,Ого! Ты превосходишь все ожидания!,Jeju! <LSNR {Dałeś} {Dałaś}> tam czadu.,,,Uau! Você foi incrível lá fora.,수고 많으셨습니다.,辛苦您了。,辛苦您了。,,,,,,,,واو! <LSNR {كنت مدهشًا} {كنتِ مدهشة}> هناك.,,,,,,,,,,,
c5b93558-1774-4d8e-8a6f-59b3b7c7b3d0,1655951971,,重要会話(非進行),,,,この会話フラグがONなら→,EV_PRO_MR_004_01_01,,このクエストがクリア済みなら→,QN465407,,この会話フラグがONなら→,NPC_SVQUEST_465407_START,,この会話フラグがOFFなら→,NPC_SVQUEST_465407_FINISH,,,,,,,,,,,,,,,,,会話フラグを「ON」→,NPC_SVQUEST_465407_FINISH,,武器レシピ解放(生産),,148898242,,nid002_QN465407_100,"<NOFAC><PL>さん、おつかれさまです。
おかげさまで私の夢が１つ叶いました。","<NOFAC>Wow, what a hunt, <PL>!
That was so much fun!","<NOFAC>Ouah, <PL>, quelle chasse !
Une vraie partie de plaisir !","<NOFAC>Wow, che battuta di caccia, <PL>!
È stato divertentissimo!","<NOFAC>Boah, was für eine Jagd,
<PL>!
Das war ein Heidenspaß!","<NOFAC>¡Menuda cacería, <PL>!
¡Ha sido muy divertido!","<NOFAC>Ух, ну и охота, <PL>!
Это было весело!","<NOFAC>O rany, ale polowanie, <PL>!
Ale to była zabawa!",,,"<NOFAC>Uau, que caçada, <PL>!
Foi tão divertida!","<NOFAC><PL> 씨, 수고하셨습니다.
덕분에 제 꿈이 하나 이루어졌네요.","<NOFAC><PL>，辛苦您了。
託您的福，我才得以實現一個夢想。","<NOFAC><PL>，辛苦了。
多亏了您，我实现了一个梦想。",,,,,,,,"<NOFAC>واو، يا لها من تجربة صيد يا <PL>!
كان هذا ممتعًا للغاية!",,,,,,,,,,,
30d135a6-6461-4ead-a5cd-ebbf8d9afee7,1349298295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid002_QN465407_101,"百竜夜行の防衛とはまた違った、
あなた様の狩猟を見ることができて
とてもうれしく思っています。","And totally different from the Rampage.
A lot less chaotic, that's for sure! You can
really focus on what you're doing.","Et rien à voir avec la Calamité.
Moins chaotique, pour sûr !
On peut vraiment se concentrer sur la chasse !","E completamente diverso dalla furia.
Molto meno caotico, si riesce a concentrarsi
sui propri impegni come si deve.","Und es war ganz anders als bei der Randale.
Weniger chaotisch, das steht fest. Man kann
sich auf seine Aufgaben konzentrieren!","Esto no tiene nada que ver con el Frenesí.
¡Es mucho menos caótico, eso seguro!
Al menos puedes centrarte en la caza.","И совсем не похоже на Буйство.
Меньше беготни и можно
сосредоточиться на своих задачах!","Zupełnie inaczej niż z Furią. Z pewnością
mniej chaotycznie! Możesz naprawdę
skupić się na tym, co robisz.",,,"E totalmente diferente do Frenesi. Bem
menos caótico, com certeza! Dá pra se
concentrar no que você está fazendo.","백룡야행의 방어와는 또 다른
당신의 사냥을 보게 돼서
정말 기쁘네요.","能看到您與防衛百龍夜行時
截然不同的狩獵英姿，
真的讓我非常開心。","您的狩猎与百龙夜行时的防卫又有所不同，
能够亲眼见识，实在非常荣幸。",,,,,,,,"وهي مختلفة تمامًا عن مهمة وحش الغضب العارم.
فهي أقل فوضوية بكثير! ما يسمح<LSNR {لك} {لكِ}>
بالتركيز على ما <LSNR {تفعله} {تفعلينه}>.",,,,,,,,,,,
