guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
3a50d540-b063-4ff5-950c-0aac96d9b65e,2235346877,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid110,日本語メッセージ,英語メッセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6683549-6416-4880-8457-90482ddca8f7,1223890311,会話終了,(default)世間話,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_1,<FCAM>nid110メッセージテストです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585950af-57d9-429e-a9f6-0892d08cadfd,1963630398,,(default)世間話,村進行チュートリアル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v0_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311e56ec-2344-4bb0-b896-d197ae3c7ad7,2352167403,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v0_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6dbcd63-8e3e-477d-8c76-9dd9978e5b30,2908185671,,(default)世間話,村進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v1_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220df016-f415-457e-8cb6-8b9ab687a01d,285164977,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v1_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0ef0e3d-4437-4a45-bbd0-d1d09ce3560a,172382354,,(default)世間話,村進行☆2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v2_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355ac81b-2f4d-402e-9bf6-b1d2a5654ef2,430163600,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v2_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f8af56c-3c90-453f-bc21-848c6c370d95,1607394103,,(default)世間話,村進行☆3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v3_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c680697-a38f-4e2a-b372-8cf4f2a3b5ce,1079863157,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid110_v3_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
