guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
578f721b-37a0-449e-88f2-f3cd67ce902f,2094857017,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR,<COLOR FF0000>#Rejected#</COLOR> nid105_MR
be20d6b0-9aa7-4508-bff5-40b723751240,1359903858,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_HALL_ADD_008_99_01,,この会話フラグがOFFなら→,EV_PRO_MR_002_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base0_000,"<PL>さん、まいどニャ！
王国の拠点へ行くって聞いたニャよ。
もう準備はできてるのかニャ？","Meow goes it, <PL>?
Everyone's saying you're on your way to
the Kingdom's meowtpost. Are ya all set?","Chalut, <PL> ! Il paraît
que tu pars pour l'Avant-poste
du Royaume. T'es <LSNR {prêt} {prête}> ?","Come va, <PL>?
Dicono che stai andando all'avamposto
del regno. Sei <LSNR {pronto} {pronta}>?","Wie geht's, <PL>? Alle sagen,
du seist auf dem Weg zum Miaußenposten
des Königreichs. Hast du dich vorbereitet?","¿Cómo te va, <PL>?
Todos dicen que te vas a la avanzadilla
del reino. ¿Lo tienes todo listo?","Как дела, <PL>?
Все говорят, ты собираешься в мяуванпост
Королевства. Ты хорошо <LSNR {подготовился} {подготовилась}>?","Jak się miau-sz, <PL>?
Wszyscy mówią, że wyruszasz na
miau-sterunek Królestwa. Jesteś <LSNR {gotowy} {gotowa}>?",,,"Comiau vai, <PL>?
Dizem que você está a caminho do posto
do Reino. Tudo pronto?","<PL> 씨, 어서 와라냥!
왕국 거점에 간다고 들었다냥.
준비는 벌써 다 마친 거냥?","<PL>，歡迎光臨喵！
我聽說你要去王國的據點了喵。
你都整理好了嗎喵？","<PL>，欢迎光临喵！
听说你要去王国据点喵，已经准备好了喵？",,,,,,,,"هل نتحدث بشأنها <PL>؟
يقول الجميع <LSNR {أنك} {أنكِ}> في <LSNR {طريقك} {طريقكِ}> إلى مخفر
المملكة. هل <LSNR {أنت مستعد} {أنتِ مستعدة}>؟",,,,,,,,,,,
e170ed0d-f128-4007-9cd3-8659ab6043b9,1776009043,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base0_001,"向こうで何があるかわからないニャ。
とりあえず必要そうなものは
全部買って行くといいニャ！","No clue what's waiting for you over
there. Best purr-chase everything
you need before you go!","Ne sachant pas ce qui t'attend là-bas,
vaut mieux acheter tout ce dont
tu as besoin avant de partir !","Non ho idea di cosa troverai laggiù,
quindi meglio comprare tutto quello
di cui hai bisogno prima di partire.","Keine Ahnung, was dich da drüben
erwartet. Kauf lieber alles Notwendige
vorab!","Gato prevenido vale por dos.
¡Será mejor que compres todo lo que
necesitas antes de partir!","Не известно, что тебя там ждет.
Лучше закупи все необходимое перед
отправлением!","Nie mam pojęcia, co tam na ciebie czeka.
Lepiej zrób porządne zakupy,
zanim wyruszysz w drogę!",,,"Não faço ideia do que aguarda você por
lá. Miaulhor comprar tudo que for
preciso antes de ir!","거기서 무슨 일이 있을지 모른다냥.
일단 필요해 보이는 건
죄다 사 가라냥!","那裡不知道會有些什麼喵。
總之先把需要的東西全部買齊吧喵！","不知道那边都有些什么喵。反正把用得上的
东西都买全了再去喵！",,,,,,,,"لا أعرف ما <LSNR {ينتظرك} {ينتظركِ}> هناك.
من الأفضل أن <LSNR {تبتاع} {تبتاعي}> كل
ما <LSNR {تحتاجه} {تحتاجينه}> قبل أن <LSNR {تذهب} {تذهبي}>!",,,,,,,,,,,
dee30ac0-4fd1-4673-a7f9-2d026984ccbd,4160393274,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_002_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_003_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base2_000,"ゴコクさんって、
見てるとなんだか拝みたくならないかニャ？
あれ、アタシだけかニャ。","You ever look at Meowster Hojo and think
there's more to him than meets the eye?
He has this...divine aura about him, no?","Tu trouves pas que Miaître Hojo
est plus complexe qu'il en a l'air ?
Il a une sorte d'aura divine, non ?","Hai mai guardato il miaestro Hojo e pensato
che è più di quello che sembra? Ha...
un'aura divina, non trovi?","Hast du Miauster Hojo mal angesehen und
gedacht, dass mehr in ihm steckt, als man
sieht? Er hat diese göttliche Aura, oder?","¿No crees a veces que el maestro Hojo es
más de lo que aparenta? Tiene como una
especie de... aura divina, ¿no?","Глядя на Мяустера Ходзё, тебе не прихо-
дило в голову, что есть в нем нечто осо-
бенное? Какая-то... неземная аура, да?","Nie masz czasem wrażenia, że Miaustrz
Hojo kryje w sobie coś więcej, niż na to
wygląda? Otacza go jakaś magiczna aura.",,,"Você já olhou o Miaustre Hojo e pensou
que ele pode ser mais do que parece?
Ele tem uma... aura divina, não?","고코쿠 씨를 보면
왠지 절하고 싶어지지 않냥?
나만 그런 거냥.","你不覺得風登先生的樣子，
讓人看著看著就不自覺想膜拜了嗎喵？
咦？只有我會這麼想嗎喵？","你不觉得看见岁丰稔就想膜拜他喵？
咦，难道就我这么觉得喵？",,,,,,,,"هل سبق <LSNR {لك} {لكِ}> أن <LSNR {نظرت} {نظرتِ}> إلى الزعيم هوجو
<LSNR {وفكرت} {وفكرتِ}> أن بداخله أكثر مما <LSNR {تراه} {ترينه}> <LSNR {بعينك} {بعينكِ}> المجردة؟
تحيط به تلك... الهالة المقدسة، أليس كذلك؟",,,,,,,,,,,
2a290492-234b-4b48-ad9d-045e2ca38141,1702003689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base2_001,"なんだかとっても神々しいというか…
あそこにいてくれるだけで商売が
繁盛しそうな気がするニャ。","And whenever he's in the Hub, business
is booming. It's the strangest thing. Like
he's a good luck charm, or something...","Et quand il est au Grand-Camp, les
affaires marchent du tonnerre. Il
est un peu comme une amulette...","Quando è alla base, gli affari
vanno alla grande. Che strano.
Forse porta fortuna...","Und immer, wenn er in der Stätte ist,
florieren die Geschäfte. Höchst seltsam.
Als ob er ein Talisman sei oder so etwas.","Además, cuando está en la sala, no paro
de vender. Es muy curioso, como si fuera
un amuleto de la suerte o algo así.","И когда он в Зале, дела идут на ура.
Очень странно. Как будто он оберег
на удачу, или что-то в этом роде...","Zawsze kiedy jest w Centrum, biznes
kwitnie. To bardzo dziwne. Jakby był
talizmanem szczęścia, czy coś...",,,"E, sempre que ele vem na Área, as vendas
explodem. É a coisa mais estranha. Ele
parece um amuleto, ou coisa assim.","뭔가 굉장히 성스럽달까…
그 자리에 있기만 해도 장사가
잘될 것 같은 느낌이 든다냥.","該說是仙氣十足嗎……
感覺他好像只要待在那裡，
就能讓生意變得興隆喵。","总感觉他特别神圣……光是他站在那里，
生意就会兴隆起来喵。",,,,,,,,"ومتى كان في المركز، تزدهر الأعمال.
إنه أغرب شيء. مثل تعويذة سحر الحظ الجيد،
أو شيء من هذا القبيل...",,,,,,,,,,,
f7cf7ec6-fbb0-49b4-a564-2d6242059970,631605213,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base2_002,ありがたニャ、ありがたニャ…。,"Whatever it is, I hope he keeps that Hojo
mojo coming...","Peu importe ce que c'est, j'espère
qu'il gardera son mojo, Hojo...","Qualunque cosa sia, spero che continui
a portarci bene...","Was immer es auch sein mag,
ich hoffe, er macht damit weiter...","Sea lo que sea, espero que Hojo nunca
deje de venir.","Как бы то ни было, я надеюсь, он будет
продолжать свое Ходзё-модзё...","Cokolwiek to jest, mam nadzieję,
że będzie trwało...",,,"Seja o que for, espero que o Hojo
continue voltando!","고맙다냥, 고맙다냥…",感謝保佑喵……感謝保佑喵……,好尊贵喵，好尊贵喵……,,,,,,,,"مهما كان الأمر، آمل أن يحافظ على سحره
ذاك...",,,,,,,,,,,
e69af6b3-1e51-4e54-bc98-652331d79f8f,785154501,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_003_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_004_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base3_000,"最近、ミノトさんもたまに
エルガドに行ってるニャ。","Recently, Minoto has also been traveling
back and forth to Elgado.","Dernièrement, Minoto a fait aussi
des aller-retours à Elgado.","Da qualche tempo, anche Minoto
viaggia spesso a Elgado.","In letzter Zeit ist Minoto auch ständig
nach Elgado und zurück gereist.","Últimamente Minoto también va mucho
a Elgado.","Последнее время Миното тоже путешествует
до Элгадо и обратно.","Minoto też ostatnio podróżowała tam
i z powrotem do Elgado.",,,"Minoto também anda visitando
Elgado com frequência.","요즘 미노토 씨도 가끔
엘가도에 간다냥.",最近水藝小姐也偶爾會去艾爾卡多喵。,最近水芸偶尔也会去埃尔迦德喵。,,,,,,,,"في الآونة الأخيرة، كانت مينوتو
تسافر ذهابًا وإيابًا إلى إلجادو هي الأخرى.",,,,,,,,,,,
9abb8463-dc34-401e-9cf6-077445832234,564925159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base3_001,"その間に受付に人が来たときは、
私が伝言を受けたりしてるニャ。
ちょーっとだけ、お手伝いなのニャ。","I help out a little when she's gone,
you know? Take meowsages and
stuff like that.","J'aide un peu quand elle est
pas là. Les messages et
d'autres trucs.","Io do una zampa quando non c'è.
Prendo i messaggi e cose del genere.","Ich helfe ein wenig aus, während sie
weg ist, weißt du? Mit miautastischen
Würstchen und so was.","Cuando no está, yo echo una mano, ¿sabes?
Apunto los miaunsajes y esas cosas.","Я немного помогаю, пока ее нет.
Передаю сообщения и все такое.","Pomagam trochę, gdy jej nie ma, wiesz?
Przyj-miau-ję wiadomości i tego
typu rzeczy.",,,"Eu ajudo um pouco quando ela tá fora,
sabe? Entrego miaunsagens e coisas assim.","그사이 접수처에 사람이 오면
내가 메모를 받아 놓는다냥.
살짝 도와주는 거다냥.","在她不在的期間，如果有人來到
接待櫃台的話，我就會幫忙傳話喵。
只是稍微幫了點小忙而已喵。","这期间如果有人来办事，都由我来转达喵。
算是帮点小忙喵。",,,,,,,,"أساعد بالأعمال قليلاً خلال غيابها،
هل<LSNR {تعلم} {تعلمين}>؟ أتلقى الرسائل
وأشياء من هذا القبيل.",,,,,,,,,,,
3bfa44a8-7570-4cce-8abc-848bee492ce6,4276911584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base3_002,"思ったんニャけど…もし私が
受付嬢の資格を取ったら、もっともっと
ミノトさんのお手伝いができるニャ？","Then that got me thinking. What if
I became a quest receptionist? Surely
that would help her meow-t a lot, right?","Et je me suis dit. Pourquoi pas
devenir quêtatrice ? Ça devrait
l'aider fortement, pas vrai ?","E se diventassi una receptionist? Di certo
l'aiuterei miaoltissimo, non credi?","Dann kam ich ins Grübeln. Was wäre, wenn
ich ein Quest-Rezeptionist wäre? Das
würde ihr sicher miauartig helfen, oder?","Así que me puse a pensar:
¿y si me hago gestora de miausiones?
Seguro que así sí que la ayudaría, ¿verdad?","А потом я подумала: а что, если мне
стать раздатчицей заданий? Это наверняка
ее очень выручит, верно?","Zaczęłam się więc zastanawiać – a gdybym
została recepcjonistką od zadań?
Na pewno by jej to bardzo po-miau-gło.",,,"Aí eu comecei a pensar. E se eu virasse
uma recrutadora de miaussões? Isso ia
ajudar miauto, né?","생각해 봤는데… 만약 내가
접수원 자격을 따면, 미노토 씨를
더 많이 도울 수 있을까냥?","後來想想……
如果我取得了接待員的資格，
是不是就能幫水藝小姐更多的忙了喵？","我琢磨着喵……要是我拿到接待员的资格，
是不是能帮水芸更多更多的忙？",,,,,,,,"ثم جعلني ذلك أفكر. ماذا لو
أصبحت موظف استقبال مهمات؟ من المؤكد
أن ذلك سيساعدها كثيرًا، أليس كذلك؟",,,,,,,,,,,
80f18123-aad7-443b-858c-70e8c9adc70f,710729074,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid105_base3_003,"なんだかとってもいい考えのような
気がしてきたニャ。
ちょっとまじめに考えてみようかニャ。","Nothing wrong with adding a few more
skills to one's re-purr-toire! I'm seriously
considering it.","Y a pas de mal à étoffer son
répertoire, hein ! J'y pense
sérieusement.","Non sarebbe male aggiungere altre
abilità al mio reperrrtorio. Ci sto
pensando seriamente.","Es ist immer gut, seinem Repertoire
noch einige Fähigkeiten hinzuzufügen!
Ich ziehe das ernsthaft in Erwägung.","Aprender un poco más nunca hace daño.
Miau lo estoy planteando de verdad.","Почему бы и не расширить репертуар своих
навыков? Я в серьез подумываю об этом.","Nie ma nic złego w dodaniu kilku
u-miau-jętności do swojego repertuaru!
Poważnie się nad tym zastanawiam.",,,"Não é miá ideia aprender novas
habilidades, né! Estou considerando
seriamente.","왠지 무척 좋은 생각이라는
느낌이 들었다냥.
좀 진지하게 생각해 봐야겠다냥.","感覺好像是個很不錯的想法喵。
我來認真考慮一下好了喵。",我觉得这主意真不错喵，认真考虑考虑喵。,,,,,,,,"لا حرج في إضافة المزيد من
المهارات إلى مجموعتي الخاصة!
أنا أفكر في الأمر بجدية.",,,,,,,,,,,
