guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
a49cb235-9c26-4012-9cbb-f3ff583c25b7,1203033456,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR,<COLOR FF0000>#Rejected#</COLOR> nid004_MR
78287035-f0e5-4491-94ab-3af60baf2683,497140080,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_HALL_ADD_008_99_01,,この会話フラグがOFFなら→,EV_PRO_MR_002_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base0_000,"あっ！　<PL>さん！
聞いたよ～！　里の外へ行くって！
里の外、初めてでしょ？　ドキドキだね！","Oh! Hey there, <PL>!
Off to new horizons, huh? Exciting!
It's your first time, right?","Oh ! Salut, <PL> !
On est sur le départ, hein ? Super !
C'est une première, non ?","Oh, ciao, <PL>! Parti per
nuove avventure, eh? Che emozione!
È la prima volta, vero?","Oh! Hallo, <PL>!
Auf zu neuen Horizonten? Wie aufregend!
Es ist dein erstes Mal, richtig?","¡Uy! ¡Qué hay, <PL>!
Te vas a ver mundo, ¿eh? ¡Qué emocionante!
Es tu primera vez, ¿verdad?","О! Привет, <PL>!
Спешишь к новым горизонтам, да? Здорово!
Первый раз, верно?","O, cześć, <PL>!
Wybierasz się w nowe miejsca?
Fajnie! Pierwszy raz, tak?",,,"Ah! Oi, <PL>!
Zarpando para novos horizontes, é?
Que legal! É sua primeira vez, né?","앗! <PL> 씨!
들었어~! 마을 밖에 나간다며?
마을을 벗어나는 건 처음이지? 떨리겠다!","啊！<PL>！
我聽說了喔～你要離開村子對吧！
你是第一次離開村子嗎？很興奮吧！","啊！<PL>！
我听说了～！你要离开村子去外地！
你是第一次去外地吧？很激动吧！",,,,,,,,"أوه! مرحبًا يا <PL>!
<LSNR {سترحل} {سترحلين}> لآفاق جديدة، أليس كذلك؟ شيء مثير!
إنها أول مرة <LSNR {لك} {لكِ}>، أليس كذلك؟",,,,,,,,,,,
23234765-05e9-44c6-b65d-74f023b87d61,2589117437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base0_001,"あ、でもねでもね…私は小さいときに
里の外に出たことがある…みたいなことを
前に、ゴコク様が言ってたの。","I went outside the village once, ya know.
When I was little. At least, that's what
Master Hojo said.","Je suis sortie une fois du village, tu
sais. Quand j'étais petite. Enfin, c'est
ce que dit Maître Hojo.","Io sono uscita dal villaggio solo una volta
quando ero piccola. Almeno è quello che
mi ha detto il capo Hojo.","Ich war einmal außerhalb des Dorfs,
weißt du. Als ich klein war. Das
erzählt Meister Hojo zumindest.","Una vez salí de la aldea, ¿sabes?
Cuando era pequeña. Por lo menos,
eso es lo que me dijo el maestro Hojo.","Знаешь, я однажды выходила за пределы
деревни. Когда была маленькая. Ну, так
Мастер Ходзё сказал.","Kiedyś wyszłam poza wioskę. Gdy
byłam mała. Przynajmniej Mistrz
Hojo tak powiedział.",,,"Eu saí da aldeia uma vez, sabia.
Quando eu era criança. Pelo menos é o que
o Mestre Hojo diz.","아, 그래도 난 어렸을 때
마을 밖으로 나간 적이 있다고
전에 고코쿠 님이 알려 주셨어.","啊，但是啊……
之前風登大人告訴過我……
我以前曾經離開過村子喔。","啊，不过呢……以前岁丰稔大人好像
说过……我小时候曾离开过村子。",,,,,,,,"خرجت من القرية مرة واحدة فقط.
عندما كنت صغيرةً. على الأقل، هذا ما قاله
السيد هوجو.",,,,,,,,,,,
1a4a8c9c-9db8-40b5-90dd-11939d490274,2580936636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base0_002,"私びっくりして、「いつ！？」って聞いたら
「赤ん坊のときでゲコ」って。
もー、そんなの全然覚えてないよ～！","I was like, ""What!? When?"" and he said,
""Johoho! When you were a little baby!""
But I don't remember it, like, at all!","J'ai fait : ""Quoi !? Quand ?"" et il a dit
""Houlà ! Quand tu étais un petit bébé !""
Mais je m'en souviens pas, mais alors pas du tout !","E io ho chiesto: ""Cosa?! Quando?!"" Lui ha
risposto ""Ohohoh! Quando eri una
bambina"", ma io non me lo ricordo affatto.","Ich so: ""Was?! Wann?"" Und er sagte:
""Johoho! Als du ein Baby warst!""
Aber ich erinnere mich überhaupt nicht!","Yo le pregunté: ""¡¿Qué?! ¿Cuándo?"", y él
me dijo: ""¡Jo, jo, jo! Cuando eras un bebé"".
Pero yo no me acuerdo, vamos, de nada.","Я спросила: ""Когда?"", а он ответил:
""Хо-хо-хо! Когда была совсем малышкой!""
Но я этого совершенно не помню!","A ja na to: „Co? Kiedy?”. Odparł:
„Johoho! Kiedy byłaś malutka!”.
W ogóle tego nie pamiętam!",,,"Eu virei e, ""O quê? Quando?!"", aí ele
disse, ""Dohoho! Quando você era um bebê!""
Mas eu não me lembro de nada!","놀라서 언제였는지 여쭤봤는데,
「갓난아기 때다개골」이라셨어.
하나도 기억이 안 나~!","我嚇了一跳，馬上追問是什麼時候，
他卻說「在你還是嬰兒的時候呱。」
真是的，這我怎麼可能有印象啦～","我吓了一跳，问他那是什么时候的事，
他说那时候我还是个婴儿呱。真是，
这我怎么会记得啊～！",,,,,,,,"قلت له ""ماذا؟! متى؟"" وقال لي،
""أووه! عندما كنتِ طفلةً صغيرةً!""
لكني لا أتذكر هذا على الإطلاق!",,,,,,,,,,,
0c25f27e-b4fb-404f-bd64-b4c929b155a0,3734651030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base0_003,"結局、ゴコク様もそれ以上
詳しく教えてくれなくて。
そんなの、出たことないのと一緒だよねぇ？","And he wouldn't tell me anything else
about it! So I guess, in a way, it's like
I've never been, right?","Et il voulait pas m'en dire plus.
Donc c'est comme si j'étais jamais
sortie du village, non ?","Non mi ha voluto dire nient'altro.
Quindi è come se non fossi mai
uscita dal villaggio, non credi?","Und er wollte nichts mehr darüber
sagen! In gewisser Weise ist es so, als
wäre ich nie da gewesen, oder?","¡Y no me quiso contar nada más!
Así que me quedo igual. Para mí,
es como si nunca hubiera salido, ¿no?","И больше он ничего не рассказывает.
Так что выходит, будто бы я никогда
и не покидала деревни, верно?","Nie chciał nic więcej o tym mówić. To
tak, jakbym w ogóle nie opuściła
wioski, nie?",,,"E então ele não me disse mais nada.
Então é meio como se eu nunca tivesse
saído da aldeia, afinal, né?","고코쿠 님도 그 이상은
자세히 안 알려 주셔.
그럼 나간 적 없는 거랑 똑같은 거 아냐?","最後風登大人也沒有繼續說下去了。
這樣和我沒出去過有什麼兩樣嘛。","最后岁丰稔大人也不肯告诉我更多了。
这不就等于没离开过村子吗？",,,,,,,,"ولم يقل لي شيئًا آخر.
إذن، يبدو الأمر كما لو أنني لم أخرج
من القرية على أي حال، أليس كذلك؟",,,,,,,,,,,
3bf258bd-87d6-4f71-8a31-e648d75ea435,3194364407,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base0_004,"しかたないから、外の話は
<PL>さんに聞こうっと！
おみやげ話、いっぱい聞かせてね！","But that means it's gonna be your job
to tell me what it's like out there. I want
tons of stories, OK, <PL>?","Mais ça veut dire que tu vas devoir me
décrire tout ça. Je veux tout savoir.
D'accord, <PL> ?","Il che vuol dire che dovrai dirmi tu
com'è là fuori. Voglio sapere tutto,
capito, <PL>?","Aber das heißt, dass du mir erzählen musst,
wie es draußen ist. Ich will tonnenweise
Geschichten hören, <PL>.","Por eso, tu trabajo va a ser contarme
cómo son las cosas ahí fuera. Cuéntame
muchas cosas, ¿vale, <PL>?","А значит, я буду ждать твоих историй
об окружающем мире. Много-много разных
историй, хорошо, <PL>?","Co znaczy, że musisz mi opowiedzieć,
jak tam jest. Chcę tysiące historii,
dobrze, <PL>?",,,"Ou seja, vai ser seu trabalho me contar
como são as coisas lá fora. Quero muitas
histórias, combinado, <PL>?","어쩔 수 없이 바깥 이야기는
<PL> 씨한테 들어야겠어!
여행 선물로 이야기 많이 들려줘!","沒辦法，只好靠你告訴我外面的事情了！
記得要和我多說一些旅行時的趣聞喔！","没办法，外面是个什么样我就听你讲了！
你要多给我讲讲外面的事情啊！",,,,,,,,"وهذا يعني أن <LSNR {مهمتك} {مهمتكِ}> ستكون
إخباري كيف يبدو الأمر في الخارج.
أريد أطنانًا من القصص، حسنًا يا <PL>؟",,,,,,,,,,,
cfbc74a8-1f39-48bf-a91d-5199b8b15fa0,1939839921,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_002_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_003_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base2_000,"<PL>さん、おかえり！
元気そうでよかった～！","Heeeeey, <PL>! Welcome back!
Looks like you're in one piece! You are
in one piece, aren't you? Oh, good!","Contente de te revoir,
<PL> ! Tu as l'air
en forme ! Super !","<LSNR {Bentornato} {Bentornata}> a casa, <PL>.
Ti trovo bene! Ancora <LSNR {tutto intero} {tutta intera}>!","Heeeeey, <PL>! Willkommen
zurück! Du scheinst noch in einem Stück
zu sein! Bist du doch, oder? Oh, gut!","¡Eeeeey, <PL>! ¡<LSNR {Bienvenido} {Bienvenida}> a casa!
¡Parece que has vuelto de una pieza!
Porque sigues de una pieza, ¿no? ¡Me alegro!","С возвращением, <PL>!
Рада тебя видеть.
Хорошо выглядишь!","Witaj w domu, <PL>!
Miło cię widzieć.
Wyglądasz bosko!",,,"Bem-<LSNR {vindo} {vinda}> de volta, <PL>!
É bom te ver de novo, e tão bem!","어서 와, <PL> 씨!
건강해 보여서 다행이야~!","<PL>，歡迎回來！
看到你充滿活力的樣子，真是太好了！","<PL>，欢迎回来！
看你生龙活虎的，真是太好了～！",,,,,,,,"مرحبًا <LSNR {بعودتك} {بعودتكِ}> يا <PL>!
من الرائع <LSNR {رؤيتك} {رؤيتكِ}>.
<LSNR {وتبدو} {وتبدين}> بخير حال أيضًا!",,,,,,,,,,,
0ae57b8d-4f87-44e4-8c39-e84a18a6645b,1136750935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base2_001,"ちょっとだけ心配してたんだ。
ちょっとだけね。","I was kinda worried at first...
But just a little!","J'étais un peu inquiète, au début...
Mais juste un peu !","Lo ammetto, ero preoccupata all'inizio.
Solo un pochino, però.","Ich hab mir anfangs auch Sorgen gemacht.
Aber nur ein bisschen!","Reconozco que estaba un poco preocupada.
¡Pero solo un poquito!","Признаюсь, я немного волновалась.
Самую малость!","Przyznaję, że się martwiłam.
Ale tylko trochę!",,,"Vou admitir, eu estava meio preocupada.
Mas só meio!","조금 걱정했었거든.
아주 살짝.","我有一點擔心你。
不過只有一點點啦。",我只是有点担心而已。一点点啦。,,,,,,,,"أعترف أنني كنت قلقةً نوعًا ما.
ولكن ليس كثيرًا!",,,,,,,,,,,
476d43e2-ee1c-46fc-ac0d-738df8ddb1e7,2382755229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base2_002,"ヒノエさんも心配してたよ。
だって、いつもよりうさ団子
たくさん食べてたもん。","Hinoa was so worried, she started
dual-wielding dango! It was pretty
crazy for a while.","Hinoa était si inquiète. Tu aurais
dû voir le nombre de dango qu'elle
s'est bâfrée !","Anche Hinoa era in ansia. Dovresti vedere
quanti dango ha mangiato. Ogni volta la
beccavo con uno spiedino in entrambe le mani!","Hinoa hat sich solche Sorgen gemacht,
sie hat Dango beidhändig gegessen!
Es war eine Weile ziemlich wild.","Hinoa, en cambio, estaba preocupadísima.
¡Se puso a comer dango a dos carrillos,
aún más de lo normal! Fue una locura.","Хиноа тоже переживала.
<LSNR {Видел} {Видела}> бы ты, сколько она данго
съела!","Hinoa też się martwiła. Bardzo dużo
dango pochłonęła z nerwów...",,,"Hinoa também anda preocupada.
Você devia ver quanto dango ela anda
devorando!","히노에 씨도 걱정했었어.
토끼 경단을 평소보다
많이 먹더라니까?","火芽小姐也很擔心你喔。
因為我發現她兔兔糰子吃得比平常還要多。","火芽也很担心你。看得出来，
她兔团子吃得都比平时多了。",,,,,,,,"كانت هينوا قلقة أيضًا.
يجب أن ترى عدد وجبات الدانجو
التي تناولتها!",,,,,,,,,,,
a5b0a27a-0a6d-4900-87f6-fd9e24ad8b7c,2518209084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid004_base2_003,"<PL>さんのことを考えながら
無心でうさ団子を食べてると、本数が
増えちゃうらしいって、ミノトさんが。","Minoto said that she'd stuff so many
in her mouth that she'd look like
a chipmunk! Hehehe.","D'après Minoto, quand elle pense à toi,
elle se bâfre toujours de dango...","Minoto dice che sembrava un criceto
a furia di riempirsi la bocca!","Minoto sagt, dass sie sich so viele davon
in den Mund steckt, dass sie wie ein
Streifenhörnchen aussieht. Ha, ha, ha.","¡Minoto decía que se le veía la boca tan llena
de dango que tenía las mejillas abultadas,
como una ardillita! Je, je, je.","Миното говорит, она напихивает
так много данго в рот, что
похожа на бурундука. Хи-хи-хи.","Minoto mówi, że je ich
dużo, gdy myśli o tobie...",,,"Minoto contou que ela se empanturra
sempre que pensa em você...","<PL> 씨를 생각하면서
멍하니 토끼 경단만 먹다 보니
개수가 늘어난다고 미노토 씨가 그랬어.","水藝小姐說，她是一邊想著
<PL>，一邊心不在焉地
吃著兔兔糰子，所以不知不覺就吃多了。","水芸说，她一边想着你的事，一边下意识地
吃兔团子，这样她就吃得更多了。",,,,,,,,"تقول مينوتو إنها تفرط بتناولها
كلما تفكر فيك...",,,,,,,,,,,
