guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
aa6cda6c-865c-40e6-8e11-b76d82625fb5,708049226,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,,会話タグ2,会話タグ2パラメータ,,,,,,,,,,,,,,,,,,,,,,,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,,MR進行度,nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR,<COLOR FF0000>#Rejected#</COLOR> nid612_MR
3e2be666-1611-4a77-aa3d-8c80ee6d08f5,2844435892,,重要会話(フキダシなし),,,,この会話フラグがONなら→,EV_PRO_MR_001_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_001_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_mr1_01_001_MR,"<NOFAC>こんにちはんたーさんニャ。
いま、ゆうびんや、じゅんびちゅうニャ。","<NOFAC>Meowllo, meowllo, <PL>!
I'm still getting everything situated.","<NOFAC>Chalut, chalut, <PL>!
J'ai besoin d'encore un peu de temps.","<NOFAC>Miao, miao, <PL>!
Non ho ancora finito.","<NOFAC>Miaullo, miaullo, <PL>!
Ich habe immer noch alles im Griff.","<NOFAC>¡Hola, hola, <PL>!
Aún estoy organizándolo todo.","<NOFAC>Мяувет, мяувет, <PL>!
Я все еще готовлю почву.","<NOFAC>Moje miau-szanowanie, <PL>!
Ciągle się tu organizuję.",,,"<NOFAC>Miaulá, miaulá, <PL>!
Ainda tô aprontando tudo.","<NOFAC>반갑다냥, 헌터님.
지금 우체부 일을 준비 중이다냥.","<NOFAC>獵人您好喵。
現在，郵差，還在準備喵。","<NOFAC>猎人好喵。
我现在正在做准备喵。",,,,,,,,"<NOFAC>مرحبًا، مرحبًا يا <PL>!
ما زلت أنظم الأوضاع.",,,,,,,,,,,
b2754999-c92c-48c2-bbf2-94c26d9eab4b,1884476370,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_mr1_01_002_MR,"じゅんび、できたらよぶニャ。
またあとで、いらっしゃいニャ。","Could you come back after I get everything
purr-pared?","Reviens une fois que j'aurai tout
préparé, chat marche ?",Puoi tornare quando tutto sarà prrrronto?,"Könntest du wiederkommen, wenn ich alles
fertig schnurrbereitet habe?","¿Te importaría volver cuando lo tenga
todo preparado?","Приходи позже.
Еще не все готово.","Możesz przyjść później, kiedy już
wszystko przygotuję?",,,"Você pode voltar quando eu
estiver com tudo preparado?","준비가 끝나면 부르겠다냥.
나중에 다시 와라냥.","準備完成之後會告訴您喵，
請等一會再過來吧喵。","做好准备了会告诉你喵。
请稍后再来喵。",,,,,,,,"هل <LSNR {يمكنك} {يمكنكِ}> العودة بعد
أن أجهز كل شيء؟",,,,,,,,,,,
534911b9-b782-4239-b4d7-91c0b5152431,1440278924,会話終了,会話フキダシ(黄色),,,,この会話フラグがOFFなら→,NID_612_LECTURE,,この会話フラグがONなら→,EV_PRO_MR_001_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_000_000_hukidashi_MR,ニャ。だいじなおはなし。,"I got some news fur ya, Hunter.","J'ai des nouvelles pour toi, Chasseur.","Ho delle novità perrr te, <LSNR {cacciatore} {cacciatrice}>.","Ich habe Neuigkeiten für dich, <LSNR {Jäger} {Jägerin}>.","Te traigo noticias frescas, <LSNR {cazador} {cazadora}>.","У мяуня для тебя новости, <LSNR {Охотник} {Охотница}>.","Mam dla ciebie nowiny, <LSNR {łowco} {łowczyni}>.",,,"Tenho notícias pra você, <LSNR {Caçador} {Caçadora}>.",냥. 중요한 이야기.,喵，有件很重要的事要告訴您。,喵。我有重要的话要说。,,,,,,,,لدي بعض الأخبار <LSNR {لك أيها الصياد} {لكِ أيتها الصيادة}>.,,,,,,,,,,,
72b9de7f-0f70-491e-a661-29a5612a9d1c,2465756321,,重要会話(非進行),,,,この会話フラグがOFFなら→,NID_612_LECTURE,,この会話フラグがONなら→,EV_PRO_MR_001_02_01,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,NID_612_LECTURE,,,,,,,nid612_000_000_MR,"<NOFAC><FCAM>ニャ。<PL>さん。
ゆうびんやにようこそニャ。","<NOFAC><FCAM>Meowllo, meowllo, <PL>!
The Outpost's number one Courier,
at your service!","<NOFAC><FCAM>Chalut, chalut, <PL> !
Le meilleur Messager de l'Avant-poste
à ton service !","<NOFAC><FCAM>Miao, miao, <PL>!
Il corriere numero uno
dell'avamposto, al tuo servizio.","<NOFAC><FCAM>Miaullo, Miaullo, <PL>!
Der beste Kurier des Außenpostens,
zu deinen Diensten!","<NOFAC><FCAM>¡Hola, hola, <PL>!
Aquí el mensajero Felyne número uno
de la avanzadilla, ¡a tu servicio!","<NOFAC><FCAM>Мяувет, мяувет, <PL>!
Курьер с первого аванпоста
к твоим услугам!","<NOFAC><FCAM>Moje mrrr-ukłony, <PL>!
Najlepszy kurier Posterunku do
twoich usług!",,,"<NOFAC><FCAM>Miaulá, miaulá, <PL>!
O Correio número um do Posto,
a seu dispor!","<NOFAC><FCAM>냥. <PL> 씨.
우체부를 찾아온 걸 환영한다냥.","<NOFAC><FCAM>喵，<PL>，
郵差歡迎您的光臨喵。","<NOFAC><FCAM>喵。<PL>。
我是信使，欢迎喵。",,,,,,,,"<NOFAC><FCAM>مرحبًا يا، مرحبًا، يا <PL>!
ساعي المخفر الأول
في <LSNR {خدمتك} {خدمتكِ}>!",,,,,,,,,,,
4ce05043-4abc-4702-9d5d-0b8eebc71836,1700297876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_000_001_MR,"<COLS RED>「オンライン」</COL>と<COL RED>「オフライン」</COL>のこと、
カムラの里のゆうびんやさんから
きいてるニャ？","I’m here to purr-ovide you with our fur-st-class
<COLS RED>Online</COL> and <COL RED>Offline</COL> communications service!
And it’s one hundred purr-cent fur-ee!","Je suis là pour t'offrir notre service
exclusif de communications <COLS RED>en ligne</COL> et
<COL RED>hors ligne</COL> ! Et c'est entièrement gratuit !","Sono qui per offrirti un ottimo servizio
di comunicazione <COLS RED>online</COL> e <COL RED>offline</COL>!
Ed è tutto gratis!","Ich biete errrstklassige <COLS RED>Online-</COL> und
<COLS RED>Offline-</COL>Kommunikationsdienste an!
Und zwar hundertpfozent grrratis!","Vengo a ofrecerte nuestro morrongotudo
servicio de comunicación <COLS RED>en línea</COL> y
<COL RED>sin conexión</COL>. ¡Totalmente gratis!","Я здесь, чтобы помочь тебе оставаться
на связи, <COLS RED>онлайн</COL> и <COL RED>офлайн</COL>!
И это стомяуцентно бесплатно!","Moim zadaniem jest miau-pewnić ci
pierwszej klasy usługę komunikacji <COLS RED>online</COL>
i <COL RED>offline</COL>! I to miau-kowicie darmową!",,,"Tô aqui pra te fornecer comiaunicações
<COLS RED>Online</COL> e <COL RED>Offline</COL> de primeira!
E é tudo de graça!","<COLS RED>「온라인」</COL>과 <COL RED>「오프라인」</COL>은
카무라 마을에 있는 우체부에게
얘기를 들었겠지냥?","您已經從神火村的郵差那裡聽過
<COLS RED>「線上」</COL>與<COL RED>「離線」</COL>的說明了嗎喵？","关于<COLS RED>“在线”</COL>和<COL RED>“离线”</COL>，
炎火村的信使已经跟你说了喵？",,,,,,,,"أنا هنا لتوفير خدمات اتصالات من الدرجة الأولى
<COLS RED>عبر الإنترنت</COL> و <COL RED>دونه!</COL> 
وهي مجانية تمامًا!",,,,,,,,,,,
13d174d9-5b6b-49f4-8a56-5a0db94016d1,1360244759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_000_002_MR,"エルガドでの<COLS RED>「オンライン」と
「オフライン」のきりかえ、
ぼくのおしごと。</COL>","Want to hunt online with your fur-iends?
Just say the word! No stamps, envelopes,
or zenny required!","Tu veux chasser en ligne avec tes amis ?
Lève juste la patte ! Pas de timbre,
d'enveloppe ou de zenny !","Vuoi cacciare online con i tuoi a-mici?
Basta dirlo! Non servono buste,
francobolli o zenny! ","Lust, online mit deinen Freunden auf die
Jagd zu gehen? Sag einfach Bescheid!
Ganz ohne Marken, Umschläge und Zenny! ","¿Quieres ir de caza en línea con amigos?
¡Déjalo en mis zarpas! No necesitarás ni
sellos, ni sobres ni zenis.","Хочешь охотиться онлайн вместе с друзьями?
Просто скажи! Никаких марок, конвертов
и зени!","Chcesz polować online z przyjaciółmi?
Miauknij tylko słówko! Nie potrzebujesz
znaczków, kopert ani zeni! ",,,"Quer caçar online com seus amiaugos?
É só falar! Não precisa de
selos, envelopes nem zenny! ","엘가도에서 <COLS RED>「온라인」과
「오프라인」을 변경하는 게
내 일이다냥.</COL>","在艾爾卡多，<COLS RED>由我協助您，
切換「線上」與「離線」模式。</COL>","在埃尔迦德<COLS RED>切换“在线”和
“离线”是我的工作喵。</COL>",,,,,,,,"هل <LSNR {تريد} {تريدين}> الذهاب للصيد مع <LSNR { أصدقائك} { أصدقائكِ}>؟
<LSNR {اطلب} {اطلبي}> فحسب! لا داعي للطوابع،
أو الأظرف، أو النقود!",,,,,,,,,,,
bb1fe38b-b9f0-48ee-895e-98e6e89eba6e,3912441085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_000_003_MR,"ちっちぇさんのじゅんび、おわってるなら
オンラインで、ほかのはんたーさんたちと
すぐに、狩りにいけるニャ。","And if Lady Chichae doesn't require
anything more of you, you're free to
go online whenever you're ready!","Et si Dame Chichae n'a plus besoin
de toi, tu peux aller en ligne
quand tu seras <LSNR {prêt} {prête}> !","Se Lady Chichae non ha più bisogno di te,
potrai andare online quando ne avrai voglia!","Und sollte Lady Chichae noch etwas
von dir verlangen, kannst du jederzeit
Online gehen!","Si la dama Chichae ya no te necesita,
¡déjalo todo bien minino y ponte
en línea!","И если леди Чиче ничего больше
от тебя не нужно, можешь приступать
к сетевому заданию!","Jeśli <LSNR {spełniłeś} {spełniłaś}> wszystkie życzenia Pani
Chichae, możesz polować online,
jak tylko będziesz <LSNR {gotowy} {gotowa}>.",,,"E se a senhorita Chichae não precisar
de mais nada, você pode ir
pro online quando quiser!","치체 씨의 준비가 끝나면
온라인으로 다른 헌터들과
바로 사냥을 나설 수 있다냥.","等到琪婕小姐準備完之後，
您就可以馬上切換至線上模式，
和其他獵人出發去狩獵了喵。","琪切那边准备好了的话，你就
马上可以和别的猎人一起在线
狩猎了喵。",,,,,,,,"وإذا لم تكن السيدة شيشاي تحتاج أي شيء
آخر <LSNR {منك} {منكِ}>، <LSNR {يمكنك} {يمكنكِ}> الاتصال
بالإنترنت وقتما يحلو <LSNR {لك} {لكِ}>!",,,,,,,,,,,
3c529f89-6ea0-45d6-a40a-f5c264760051,2609479713,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_000_004_MR,きをつけて、いってらっしゃいニャ。,Be careful out there and happy hunting!,Fais gaffe sur le terrain et bonne chasse !,Fa' attenzione e buona caccia!,"Sei da draußen vorsichtig –
und gute Jagd!",Cuídate mucho y ¡feliz caza!,Смотри в оба и удачной охоты!,Uważaj na siebie i pomyślnych łowów!,,,Tenha cuidado por aí e feliz caçada!,사냥은 조심히 다녀와라냥.,狩獵的時候，要小心喵。,路上请小心喵。,,,,,,,,<LSNR {خذ حذرك} {خذي حذركِ}>، وصيدًا ممتعًا!,,,,,,,,,,,
6ab72704-9747-49f6-bf42-7470a7b0cd27,4127924324,,(default)世間話,村進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid612_s0_500_MR,"ニャ。はんたーさん、
<COLS RED>お助け報酬</COL>のこと、しってるニャ？","Meowllo, meowllo, <PL>!
Have you heard of<COLS RED>Helper's Reward?</COL>","Chalut, chalut, <PL>!
As-tu entendu parler de
la<COLS RED>Récompense d'assistance ?</COL>","Miao, miao, <PL>! Hai già
sentito parlare delle <COLS RED>ricompense aiutante</COL>?","Miaullo, miaullo, <PL>!
Hast du schon mal von der
<COLS RED>Helferbelohnung</COL> gehört?","¡Hola, hola, <PL>!
¿Ya has oído hablar de las
<COLS RED>recompensas por ayuda</COL>?","Мяувет, мяувет, <PL>!
А ты знаешь о <COLS RED>Награде помощника?</COL>","Moje miau-szanowanie, <PL>!
Czy <LSNR {słyszałeś} {słyszałaś}> kiedyś o <COLS RED>nagrodach pomocników</COL>?",,,"Miaulá, miaulá, <PL>!
Já ouviu falar do <COLS RED>Prêmio de Ajudante?</COL>","냥. 헌터님,
<COLS RED>도우미 보수</COL>가 뭔지 알고 있냥?","喵，獵人，
您有聽說過，<COLS RED>救援報酬</COL>嗎喵？","喵。猎人，
你知道<COLS RED>协助报酬</COL>是什么喵？",,,,,,,,"مرحبًا، مرحبًا، <PL>!
هل <LSNR {سمعت} {سمعتِ}> عن<COLS RED>مكافأة المساعد؟</COL>",,,,,,,,,,,
