guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
290d1cb4-4a0e-4752-aef7-5850c4b4738e,2148009547,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid010,日本語メッセージ,英語メッセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf1ebe76-f47e-4e8f-ae80-00f5e0dc22ad,170064575,,(default)世間話,村進行チュートリアル,,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_06,,この会話フラグがONなら→,EV_PRO_VILL_001_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_000,"<PL>さん、りんご飴はいかが？
とっても甘くて、おいしいよ。","Hey, <PL>!
Do you want a candy apple?
They're really sweet and yummy!","Salut, <PL> !
Tu veux une pomme d'amour ?
Elles sont délicieuses !","Ciao, <PL>! Ti va una mela
caramellata? È una vera delizia.","Hey, <PL>!
Willst du einen glasierten Apfel?
Die sind total süß und lecker!","¡Hola, <PL>!
¿Te apetece una manzana caramelizada?
¡Están muy dulces y ricas!","Привет, <PL>!
Хочешь яблоко в карамели?
Они очень сладкие и вкусные!","Hej, <PL>!
Chcesz kandyzowane jabłko?
Jest słodziutkie i pyszniutkie!",,,"Ei, <PL>!
Quer uma maçã-do-amor?
São bem doces e gostosas!","<PL> 씨, 사과 사탕 먹을래?
엄청 달고 맛있어.","<PL>，要不要買個蘋果糖呀？
很甜很好吃喔。","<PL>，
要不要来点苹果糖？
很甜很好吃的哦。",,,,,,,,"مرحبًا يا <PL>!
هل <LSNR {تريد} {تريدين}> حلوى التفاح؟
إنها حقًا حلوة ولذيذة!",,,,,,,,,,,
376d1f39-dca2-45a9-b7cd-a5e9bb64761f,626111098,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_001,"……あ。
今はヒノエさんとお買い物中なんだね。
じゃあ、コミツはおじゃましないよ。","You're out shopping with Hinoa right now?
Oh, sorry! Come back anytime!","Oh, tu es en train de faire du shopping
avec Hinoa ? Alors je te laisse !
Repasse quand tu veux !","Ah, devi fare acquisti con Hinoa? Non voglio
trattenerti allora.","Du bist gerade mit Hinoa Einkaufen? Oh,
tut mir leid! Komm jederzeit wieder!","Oh, ¿estás de compras con Hinoa?
Entonces no te entretengo, ¿vale?","Так ты идешь за покупками с Хиноа?
Прости! Заходи, как будет время!","Jesteś teraz na zakupach z Hinoą?
Przepraszam! Wpadnij w wolnej chwili!",,,"Você tá fazendo compras com a Hinoa
agora? Ah, foi mal! Volte quando quiser!","……아.
지금 히노에 씨하고 장 보는 중이구나.
그럼 코미츠는 방해 안 할게.","啊……
原來你正在和火芽小姐採買東西啊。
那小蜜就不打擾你們囉。","……啊。
你现在在和火芽一起买东西啊。
那果蜜就不打扰了。",,,,,,,,"هل <LSNR {تتسوق} {تتسوقين}> الآن بالخارج
مع هينوا؟ أوه، عذرًا! <LSNR {عُد} {عودي}> في أي وقت!",,,,,,,,,,,
6960cd87-3a03-45f2-b91f-a6975ed74d15,916507239,,初対面会話,,,,この会話フラグがOFFなら→,NID_010_FIRST,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_002,"あ、<PL>さん。
ハンターになったんだよね？
おめでとー。","Are you a real hunter now, <PL>?
You are!? WOW! Congratumalations!","Tu as rejoint les chasseurs, <PL> ?
C'est vrai ? Ouah ! C'est giga cool !","Oh, <PL>!
Ho saputo che sei <LSNR {diventato un cacciatore} {diventata una cacciatrice}>.
<LSNR {Bravissimissimo} {Bravissimissima}>!","Du bist jetzt <LSNR {ein echter Jäger} {eine echte Jägerin}>? Wirklich?!
WOW! Ich freu mich für dich, <PL>!","¡Oh, <PL>! He oído que te has
convertido en <LSNR {cazador} {cazadora}>. ¡Enhorabuena!","<PL>, ты теперь
<LSNR {настоящий охотник} {настоящая охотница}>? Правда?
Ух ты! Поздравляю!","<PL>, jesteś teraz <LSNR {prawdziwym} {prawdziwą}>
<LSNR {łowcą} {łowczynią}>? WOW! Gratki!",,,"Você é <LSNR {um caçador} {uma caçadora}> agora, <PL>?
É?! UAU! Parabéns!","아, <PL> 씨.
헌터가 됐구나?
축하해~","啊，<PL>。
你當上獵人了對吧？
恭喜你～","啊，<PL>。
你当上猎人了吧？
恭喜啊。",,,,,,,,"هل <LSNR {أنت صيّاد حقيقي} {أنتِ صيّادة حقيقية}> الآن يا <PL>؟
هل <LSNR {أنت} {أنتِ}> كذلك!؟ رائع! هنيئًا <LSNR {لك} {لكِ}>!",,,,,,,,,,,
d663076e-bf7c-4dbc-91bb-37e05d43db95,2615400780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_003,"でも、コミツのりんご飴は、
狩りではお役立ちしないかなぁ。
とってもおいしいんだけど…。","These candy apples are super
yummy, but they won't help
you hunt better or anything...","Les pommes d'amour, c'est délicieux.
Mais ça t'aidera pas à mieux chasser...","Queste mele caramellate sono davvero
deliziose, ma dubito che possano
aiutarti a cacciare meglio...","Die glasierten Äpfel sind superlecker,
aber bei der Jagd helfen sie dir wohl
eher nicht...","Estas manzanas caramelizadas están muy muy
ricas, pero no es que te vayan a ayudar a
cazar mejor...","Яблоки в карамели очень-очень вкусные,
но не скажу, что они помогают охотиться.","Kandyzowane jabłka są przepyszne, ale
nie pomogą ci lepiej polować...",,,"Estas maçãs-do-amor são muito,
muito gostosas, mas não vão te ajudar
a caçar melhor nem nada...","하지만 코미츠의 사과 사탕은
사냥할 때는 별 도움 안 되려나?
엄청 맛있는데…","可是，小蜜的蘋果糖
應該對你的狩獵沒有幫助吧。
雖然它們非常好吃……","可是，果蜜的苹果糖
能在狩猎时帮上忙吗……
它可好吃了……",,,,,,,,"حلوى التفاح هذه لذيذة للغاية،
لكنها لن <LSNR {تساعدك} {تساعدكِ}> في
الصيد بشكل أفضل أو ما شابه...",,,,,,,,,,,
ae9f2ff7-9b1e-43ba-9c91-32887892ef3e,956041231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_004,"だけどね、<PL>さんが
おはなしに来てくれたあとは、
お客さんがいっぱい来るんだよ。","But, I get so many more customers
when you come say hi to me,
<PL>!","Mais dès que tu viens me dire bonjour,
les clients rappliquent !","Però, quando vieni a trovarmi, c'è sempre un
sacco di gente in negozio. Più del solito...","Ich bekomm aber viel mehr Kundschaft,
wenn du bei mir vorbeischaust,
<PL>!","Eso sí, gano un montón de clientes cada vez
que te pasas a saludar, <PL>.","Но зато у меня больше клиентов, когда
ты со мной здороваешься,
<PL>!","Jednak gdy tylko się zjawiasz,
<PL>, od razu przychodzi
więcej osób!",,,"Mas ganho tantos clientes
quando você vem me dar
um oi, <PL>.","그래도 <PL> 씨하고
얘기를 한 뒤에는
손님이 잔뜩 찾아와.","不過呀，
<PL>來跟小蜜聊完天之後，
就有好多客人上門光顧喔。","不过，
有<PL>来找果蜜聊天之后，
就会有很多客人上门。",,,,,,,,"لكنني أحصل على المزيد من الزبائن عندما
<LSNR {تأتي وتلقي} {تأتين وتلقين}> التحية عليّ يا 
<PL>!",,,,,,,,,,,
bf4bbf7b-f58a-4e54-8fc1-747e9f1680e1,409630504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_005,"きっと<PL>さんは、
お客さんを呼んじゃう
ふしぎな力を持ってるんだよ。","I bet you have some sort of
special power that helps
bring in customers 'n stuff!","Tu as un pouvoir qui fait venir les clients, je parie !","Scommetto che hai il potere speciale di
attrarre i clienti!","Ich wette, du hast 'ne Spezialkraft, die
neue Kunden für mich anlockt und so was!","¡Seguro que tienes alguna clase de poder
especial que atrae clientes!","У тебя точно какая-то сверхсила —
привлекать людей!","Założę się, że masz jakiś
specjalny dar przyciągania
klientów albo coś takiego!",,,"Aposto que você tem algum tipo de
poder especial que ajuda a atrair
clientes e tal.","분명 <PL> 씨한테
손님을 끌어들이는
신기한 힘이 있는 거야!","<PL>肯定是擁有某種
能把客人招上門來的神奇力量呢。","一定是因为
<PL>有一种
吸引客人的神奇力量。",,,,,,,,"أراهن أن <LSNR {لديك} {لديكِ}> نوعًا
ما من القوة الخاصة التي تساعد
على جلب الزبائن!",,,,,,,,,,,
deb8dc52-c4bd-4705-9e82-e3287a57e026,2048754406,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_006,"だから、ときどき、
コミツのところに来てくれるだけでも
うれしいな。","So come to talk to me a lot PLEEEEEASE!
That'd be nice.","Alors passe souvent, je t'en prie !
Ça m'aiderait drôlement !","Perciò torna a trovarmi spesso! TI PREEEEEEGO.
Mi farebbe piacere.","Komm also BIIIIITTE ganz oft zu mir!
Das wäre toll.","¡Así que ven a hablar conmigo a menudo,
porfiiii! Me gustaría mucho.","Так что говори со мной почаще,
ПОЖА-А-АЛУЙСТА!
То-то было бы здорово.","Więc wpadaj do mnie często na
pogaduchy, proszę, proszę, proszę!
Będzie mi miło.",,,"Então venha falar comigo bastante,
POR FAVOOOOR! Eu adoraria.","그러니까 가끔
코미츠네 가게에 들러 줬으면
좋겠어.","所以，如果你能
偶爾來這裡逛逛的話，
小蜜會很開心的。","所以，
你只要时不时来找找果蜜，
果蜜就很开心了。",,,,,,,,"<LSNR {تعال} {تعالي}> للتحدث معي كثيرًا <LSNR {أرجوووك} {أرجوووكِ}>!
سيكون هذا رائعًا.",,,,,,,,,,,
e947e2f1-1e69-4344-b893-e878fd09a25e,3376820359,,(default)世間話,村進行チュートリアル,,,このクエストが未クリアなら→,QN030101,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_007,"<VO:SER>おにぎり屋のセイハクくんは、
いつもコミツにいじわるなこと言うの。",<VO:SER>Seihaku always says mean things to me.,"<VO:SER>Seihaku passe son temps à me dire
des trucs méchants.",<VO:SER>Seihaku mi dice sempre tantissime cattiverie.,<VO:SER>Seihaku ärgert mich ständig.,<VO:SER>Seihaku siempre me dice cosas muy crueles.,<VO:SER>Сэйхаку всегда говорит мне гадости.,<VO:SER>Seihaku zawsze mówi mi niemiłe rzeczy.,,,"<VO:SER>Seihaku sempre diz coisas maldosas
pra mim.","<VO:SER>주먹밥집의 세이하쿠는
항상 코미츠를 괴롭혀.","<VO:SER>飯糰店的京米
老是對小蜜說些討厭的話。","<VO:SER>饭团商去糠
总是说些刁难果蜜的话。",,,,,,,,<VO:SER>يقول سيهاكو أشياء قاسية لي.,,,,,,,,,,,
44db1ba3-674f-4353-b2f7-6259aecd1926,1969806543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid010_v0_008,"でも、みんなは「コミツちゃんのことが
好きだから、思わず言っちゃうのよ」
…だって。","Everyone says he only does
it because he likes me.",Il paraît qu'il fait ça parce qu'il m'aime bien...,Tutti dicono che fa così perché gli piaccio.,"Alle sagen, das liegt nur daran,
dass er mich mag.",Todos dicen que solo lo hace porque le gusto.,"Все говорят — это потому,
что я ему нравлюсь.","Wszyscy twierdzą, że robi to
tylko dlatego, że mnie lubi.",,,"Todo mundo diz que ele só faz isso
porque ele gosta de mim.","그래도 다들 「코미츠를 좋아해서
무심코 그러는 거야」
…그렇게 말하더라고.","……可是大家都說
「他是因為喜歡小蜜，
才會不自覺地說出那種話啦。」","可是，大家说……
“他是喜欢果蜜，
才忍不住说那些话的”。",,,,,,,,"يقول الجميع إنه يفعل
ذلك فقط لأنه معجب بي.",,,,,,,,,,,
