guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
2ee2de2b-67be-484e-966a-d76dfede060a,2842324617,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030,<COLOR FF0000>#Rejected#</COLOR> nid030
11085191-edda-4c55-977a-fdbeb1db179b,1090909108,,(default)世間話,村進行チュートリアル,,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_06,,この会話フラグがONなら→,EV_PRO_VILL_001_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_000,<PL>じゃないか、どうした？,"Well, if it isn't <PL>!
What's up?","<PL>, tiens tiens ! Ça va ?","Guarda chi si vede, <PL>!
Come va?","Hey, <PL>! Wie geht's?","Vaya, ¡pero si es <PL>!
¿Cómo te va todo?","Да это же <PL>!
Как дела?","Czy to nie <PL>
we własnej osobie! Co słychać?",,,"Ora, se não é <PL>!
Tudo bem?",<PL>? 무슨 일이야?,這不是<PL>嗎？怎麼了？,这不是<PL>吗，怎么了？,,,,,,,,"حسنًا، لو لم <LSNR {تكن} {تكوني}>
<PL>! ما الأمر؟",,,,,,,,,,,
771d312b-2662-4d54-be28-27262d380a1b,1275731090,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_001,"買い物中じゃないのか？
こんなところで油売ってるんじゃないぞ。","Is that Hinoa over there waiting for you?
Kinda rude to just leave her hanging there...","Ce serait pas Hinoa qui t'attend
là-bas ? C'est pas sympa de la faire
poireauter comme ça...","Quella laggiù che ti sta aspettando è Hinoa?
Non è molto carino farla attendere...","Wartet Hinoa da drüben? Recht unhöflich,
sie so warten zu lassen... ","¿Es Hinoa esa de allí que te está esperando?
Es de mala educación hacerla esperar.","Тебя там Хиноа ждет?
Грубо было бы вот так ее оставить.","Czy to nie Hinoa tam stoi?
To nieładnie tak kazać
jej na siebie czekać.",,,"É a Hinoa ali esperando por você?
É meio rude deixar ela lá esperando...","장 보는 중이야?
그럼 이런 데서 놀 때가 아닐 텐데.","你不是正在採買嗎？
不能在這裡混水摸魚喔。","你不是在买东西吗？
别在这种地方磨蹭了。",,,,,,,,"هل هذه هينوا هناك في <LSNR {انتظارك} {انتظاركِ}>؟
من الوقاحة تركها تنتظر هناك...",,,,,,,,,,,
c1869402-4f38-4bd6-9f67-5815be4d0f59,815793052,,初対面会話,,,,この会話フラグがOFFなら→,NID_030_FIRST,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_002,"<PL>か。
いやー、すっかり見違えたよ。","<PL>?
Wow, you've changed so much I hardly
even recognized you.","<PL> ? Ouah ! Tu as tellement
changé que je ne t'ai pas <LSNR {reconnu} {reconnue}> !","Ma sei tu, <PL>? Sei <LSNR {cambiato} {cambiata}>
così tanto che quasi non ti riconoscevo!","Bist du's, <PL>?
Wow, du siehst völlig verändert aus!
Ich hätte dich fast nicht erkannt.","¿De verdad eres <PL>?
Vaya, ¡has cambiado tanto que apenas te
reconozco!","<PL>?
Надо же, ты так <LSNR {изменился} {изменилась}>,
что я еле тебя узнал.","<PL>?
Łał, tak się <LSNR {zmieniłeś} {zmieniłaś}>, że ledwo
cię poznałem.",,,"<PL>?
Uau, você mudou tanto que nem
te reconheci.","<PL>?
이거 참. 몰라보겠는걸.","是<PL>啊，
哎呀～真是對你刮目相看了啊。","<PL>啊。
哎呀，完全没认出来啊。",,,,,,,,"يا <PL>؟ واو، لقد
<LSNR {تغيرت} {تغيرتِ}> كثيرًا لدرجة أنني لم أتعرف
<LSNR {عليك} {عليكِ}>.",,,,,,,,,,,
6f0e37e1-262b-4032-903f-1aa316ea947f,3734536197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_003,"ハンターになったんだろ？
武器も持って…いいじゃないか。
よく似合ってるよ！　ハハ！","Oh! A hunter now, are ya? Even got
a fancy weapon too! It suits ya!","Alors comme ça, t'as rejoint les
chasseurs ? Et t'as une chouette arme en
plus de ça ! T'as de l'allure !","Oh! Sei <LSNR {un} {una}> <LSNR {cacciatore} {cacciatrice}> adesso, eh? E hai
anche una bella arma... Ti si addice!","Du bist jetzt <LSNR {ein Jäger} {eine Jägerin}>?
Tolle Waffe! Sieht super aus!","Conque ahora eres <LSNR {cazador} {cazadora}>, ¿eh?
Y te has hecho con un arma guapa y todo...
¡Te pega mucho!","О! Так ты теперь <LSNR {охотник} {охотница}>?
Еще и оружие такое красивое! Тебе идет!","Och! Jesteś już <LSNR {łowcą} {łowczynią}>, co nie?
Nawet <LSNR {dostałeś} {dostałaś}> ładną broń...
Pasuje do ciebie!",,,"Ah! Você é <LSNR {um caçador} {uma caçadora}> agora?
E você tem uma bela arma também!
É a sua cara!","헌터가 됐다면서?
무기까지 챙겨들고… 괜찮은데.
아주 잘 어울려! 하하!","你當上獵人了對吧？
看你還拿著武器……挺不賴的嘛。
現在這個樣子很適合你喔！哈哈！","你当上猎人了吧？
还拿着武器……挺神气的嘛。
挺衬你的！哈哈！",,,,,,,,"أوه! <LSNR {أنت صيّاد} {أنتِ صيّادة}> الآن، أليس كذلك؟
<LSNR {وحصلت} {وحصلتِ}> على سلاح فخم أيضًا! إنه يليق <LSNR {بك} {بكِ}>!",,,,,,,,,,,
6b33bd14-912a-401d-b76a-a6b2d61133c7,610102298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_004,"ウチの親父が見たらなんて言うだろうな。
親父のヤツ、相変わらず里の外をほっつき
歩いてるから、手紙ででも伝えておくよ。","Wonder what Pops would say if he saw ya.
He's off wandering around somewhere like
always. I'll have to send him a letter.","Je me demande c'que dirait papa
s'il te voyait. Je sais pas où il est,
je vais être obligé de lui écrire.","Chissà che direbbe mio padre se ti vedesse.
È sempre in giro per il mondo. Dovrei
scrivergli una lettera.","Was Vater wohl zu dir sagen würde?
Er ist mal wieder unterwegs. Ich muss
ihm einen Brief schreiben.","Me pregunto qué diría mi padre si te viera.
Anda por ahí, como siempre. Tendré que
escribirle.","Интересно, что сказал бы батя, если б
увидел тебя. Он где-то странствует,
как обычно. Надо ему письмо послать.","Ciekawe, co tatulek by powiedział,
gdyby cię zobaczył. Jak zwykle
gdzieś się szwenda. Napiszę mu list.",,,"O que o velho diria se te visse? Ele tá
vagando pelo mundo, como sempre.
Vou ter que mandar uma carta pra ele.","우리 아버지가 보면 뭐라고 하실까.
지금 여기저기 돌아다니고 계실 테니
편지로나마 전해드릴까?","不知道我老爹看到你現在的樣子會怎麼說。
老爹他啊，現在還是在外頭到處溜達，
我會寫個信通知他這件事的。","我老爹要是看见了，不知道会说啥。
他还是在村子外面瞎溜达，
我会写封信告诉他的。",,,,,,,,"أتساءل ماذا سيقول بوبس إذا
<LSNR {رآك} {رآكِ}>. إنه يتجول في
مكان ما كالمعتاد. عليّ أن أرسل له رسالة.",,,,,,,,,,,
e985667b-3abc-4f66-b7c5-8be3af3ea5b6,463133197,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_005,"…おっと、無駄話してる場合じゃなかった。
早くこの荷物をたたら場に運ばなきゃな。
じゃあな！","Sorry, no time for chit-chat. Gotta haul
this over to the steelworks pronto. Later!","Désolé, j'ai pas le temps de papoter.
Il faut que je livre ce truc... À plus !","Scusa, non ho tempo per chiacchierare. Devo
portare subito questa merce all'acciaieria,
a dopo!","Ich habe keine Zeit zum Plaudern. Ich muss
das hier sofort ins Stahlwerk bringen!
Bis später!","Lo siento, ahora no tengo tiempo para hablar.
Tengo que llevar esto a la acería lo antes
posible. Venga, ya nos veremos.","Извини, некогда сейчас болтать.
Надо срочно доставить
этот груз в кузницу. Бывай!","Wybacz, nie mam czasu na pogaduszki.
Muszę zataszczyć przesyłkę do huty
i to szybko. Do zobaczenia!",,,"Foi mal, sem tempo pra bater papo.
Tenho que mandar isto pra siderúrgica
o quanto antes. Até mais!","…이런. 쓸데없는 소릴 할 때가 아니지.
얼른 이 짐을 제철소까지 옮겨야 해.
그럼 안녕!","……哎呀，現在可不是閒聊的時候，
我得趕快把貨物搬去踏鞴場了，
再見啦！","……哎呀，没工夫闲扯了。
我得赶紧把这批货送到炼铁坊才行。
回见！",,,,,,,,"عذرًا، لا وقت للدردشة. عليّ أن أنقل هذه إلى
مصنع الفولاذ بأقصى سرعة! لاحقًا!",,,,,,,,,,,
77dbc373-7135-4755-8755-84dfbfc08739,2789665564,,(default)世間話,村進行チュートリアル,,,このクエストが未クリアなら→,QN030101,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_006,"どうした<PL>。
狩りに行くのか？","What's up, <PL>?
Off to hunt?","Quoi de neuf, <PL> ?
Tu pars chasser ?","Come va, <PL>? Vai a caccia?","Was ist los, <PL>?
Gehst du jagen?","¿Qué pasa, <PL>?
¿Te vas de caza?","Как дела, <PL>?
На охоту идешь?","Co tam, <PL>?
Ruszasz na łowy?",,,"Que que manda, <PL>?
Tá indo caçar?","무슨 일이야, <PL>?
사냥하러 가?","怎麼啦，<PL>？
你要去狩獵嗎？","怎么了，<PL>。
你要去狩猎吗？",,,,,,,,"كيف <LSNR {حالك} {حالكِ}> يا <PL>؟
<LSNR {أأنت ذاهب} {أأنتِ ذاهبة}> للصيد؟",,,,,,,,,,,
08169cf0-dcdb-4ec8-a341-e77357308e29,2911816867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_007,"俺は今日も荷運びだよ。
船着場には毎日毎日、
たくさんの荷物が届くからな。","I'm just haulin' cargo like always.
The days may end, but the stuff
comin' into the harbor don't stop.","Je transporte des marchandises,
pour changer. Y a tout le temps
des trucs qui arrivent.","Io consegno merce come sempre.
C'è sempre roba in arrivo al porto.","Ich kümmere mich um meine Lieferungen.
Die Tage enden zwar, aber der Warenstrom
in den Hafen reißt nie ab.","Yo ando cargando paquetes como siempre.
Los días tocan a su fin, pero los bultos
no dejan de llegar al muelle por ello.","А я вот груз ношу, как обычно. Даже
если нас ждет конец света, поток
грузов в гавань не прекратится.","Ja jak zwykle taszczę towary.
Słońce zachodzi, a dostawy nieustannie
przybijają do portu.",,,"Eu só tô transportando cargas,
como sempre. O mundo pode acabar,
mas as coisas que chegam ao porto, não.","나는 오늘도 짐 옮기느라 바빠.
선착장에는 항상
많은 짐이 들어오거든.","我今天也要搬貨喔。
每天都有好多好多的貨物
送到碼頭來。","我今天还是要送货。
因为每天都会有很多货物
送到码头来。",,,,,,,,"أنا أنقل البضائع كالمعتاد فحسب.
قد ينتهي اليوم، لكن البضائع
التي تأتي إلى الميناء لا تتوقف.",,,,,,,,,,,
c55bd6f0-273e-4e0b-9c48-606c086d0c05,1469114596,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid030_v0_008,"早くみんなのところに届けないと、
船着場が荷物でいっぱいになっちまう。","If I don't deliver them quick,
this place will be nothing but
a mountain of boxes.","Et si je livre pas tout ça rapidement,
je vais être écrasé sous une montagne
de boîtes !","Se non finisco le consegne in fretta, questo
posto diventerà una montagna di scatoloni.","Wenn ich die Waren nicht schnell liefere,
quillt da alles über.","Si no espabilo, no habrá más que pilas de
cajas por aquí.","И если я их не доставлю по адресам,
вся гавань будет заставлена ящиками.","Jak ich szybko nie rozwiozę,
to będę tu miał całe góry pudeł.",,,"Se eu não entregá-las logo, esse lugar
vai virar um amontoado de caixas.","다른 사람들에게 빨리 전해줘야 해.
이러다 선착장이 짐으로 가득 찰 거야.","如果不早點把貨搬去給大家，
碼頭就要被貨物堆滿啦。","不赶紧送到大家手上的话，
码头就要被货物堆满了。",,,,,,,,"إذا لم أسلمها بسرعة،
فلن يصبح هذا المكان سوى
جبل من الصناديق.",,,,,,,,,,,
