guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
1a88aa4c-6447-4830-8592-887d21a76cf4,1846507918,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid017,日本語メッセージ,英語メッセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8c08611-0006-46e7-8562-da79cd4af713,1027397251,,(default)世間話,村進行チュートリアル,,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_06,,この会話フラグがONなら→,EV_PRO_VILL_001_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_000,"あ、<PL>さん！
どうもッス！","Oh, <PL>!
*munch munch*
How are *munch* you?","Oh, <PL> !
*miam miam*
Comment ça va *miam* ?","Oh, <PL>!
Gnam... gnam!
Come... gnam... stai?","Oh, <PL>!
*mampf* *mampf*
Wie geht es *mampf* dir?","Oh, <PL>. Ñam, ñam...
¿Qué tal andas? ¡Ñam!","О, <PL>!
*ням-ням*
Как *ням* твои дела?","O, <PL>!
*mlask, mlask*
Jak się – *mlask* – miewasz?",,,"Ah, <PL>!
Nhac, nhac...
Tudo — nhac — bem?","아, <PL> 씨!
안녕하세요!","啊，<PL>！
你好啊！","啊，<PL>！
你好啊！",,,,,,,,"أوه، يا <PL>!
*صوت مضغ*
كيف <LSNR {حالك} {حالكِ}> *صوت مضغ*؟",,,,,,,,,,,
a5ea8163-80c0-4296-8a5c-30c1101f99b5,670426859,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_001,"すんませんけど自分、
いまメシ食ってるんで！
ヒノエさんとの買い物を優先してくれッス！","I'm actually gettin' some *munch*
grub right now. You should go on
shopping with Hinoa!","Je suis en train de manger,
va faire ton shopping avec Hinoa !
*miam*","Sono impegnato a... gnam... mangiare ora.
Vai pure a fare acquisti con Hinoa!","Ich hole mir erst mal was zu *mampf* futtern.
Kauf du ruhig weiter mit Hinoa ein!","Me pillas comiendo. ¡Ñam!
Deberías seguir de compras con Hinoa.","Мне сейчас надо поесть. *ням* А ты
сходи за покупками с Хиноа!","W tej chwili akurat – *mlask* – jem.
Lepiej zajmij się zakupami z Hinoą!",,,"Tô mandando um — nhac — rango agora.
Vai logo fazer compras com a Hinoa!","죄송하지만 제가 지금
식사 중이라서요!
히노에 씨하고 먼저 장 보고 오세요!","真是不好意思，
我現在正在吃飯！
你先跟火芽小姐去採買吧！","不好意思，
我正吃着饭呢！
你优先去和火芽买东西吧！",,,,,,,,"في الحقيقة أنا أعد بعض
الطعام *صوت مضغ* الآن. يجب أن
<LSNR {تذهب} {تذهبي}> للتسوق مع هينوا!",,,,,,,,,,,
1685f2a4-d836-4956-b13e-ed0ce75ad610,3839148677,,初対面会話,,,,この会話フラグがOFFなら→,NID_017_FIRST,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_002,"あ、<PL>さん！
正式にカムラの里のハンターに
なったんスよね！","I heard you became an official
Hunter of Kamura!","Tu as rejoint les rangs des
chasseurs de Kamura, paraît-il ?","Ho sentito dire che sei <LSNR {diventato} {diventata}>
ufficialmente <LSNR {un cacciatore} {una cacciatrice}> di Kamura!","Ich habe gehört, dass du jetzt <LSNR {ein offizieller} {eine offizielle}>
<LSNR {Jäger} {Jägerin}> von Kamura bist.","¡He oído que te has convertido en <LSNR {cazador} {cazadora}> de
Kamura de forma oficial!","Я слышал, ты теперь <LSNR {официальный охотник} {официальная охотница}>
Камуры!","Słyszałem, że <LSNR {zostałeś oficjalnym} {zostałaś oficjalną}>
<LSNR {łowcą} {łowczynią}> Kamury!",,,"Soube que você se tornou
<LSNR {um caçador} {uma caçadora}> de Kamura!","아, <PL> 씨!
정식으로 카무라 마을의
헌터가 되셨군요!","啊，<PL>！
你已經正式成為
神火村的獵人了吧！","啊，<PL>！
你正式当上
炎火村的猎人了吧！",,,,,,,,"سمعت <LSNR {أنك أصبحت الصياد الرسمي} {أنكِ أصبحتِ الصيادة الرسمية}>
لكامورا!",,,,,,,,,,,
f78b2b24-d2ee-476a-bd3a-1404a04295a7,2330462133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_003,"自分も最近、ウツシ教官に弟子入りして、
ハンターを目指してるんッスよ！
いま、がんばって訓練に励んでるッス！","I started studying under Master Utsushi
so I can become a hunter myself!
I'm like, trainin' real hard!","J'ai commencé à m'entraîner avec Maître
Utsushi pour pouvoir devenir chasseur.
Je bosse dur !","Ho iniziato ad addestrarmi col maestro Utsushi
per diventare anch'io un cacciatore! Mi
sto allenando duramente!","Ich möchte unter Meister Utsushi auch
zum Jäger werden. Ich gebe alles dafür
und trainiere hart!","Yo he comenzado a estudiar bajo la tutela
del maestro Utsushi para convertirme en
cazador. ¡Me dejo el culo entrenando!","Я начал учиться у Мастера Уцуси, чтобы
тоже стать охотником! Я очень
упорно тренируюсь!","Zacząłem uczyć się pod okiem
Mistrza Utsushiego, żeby zostać łowcą!
Pracuję naprawdę ciężko!",,,"Comecei a estudar com o Mestre
Utsushi pra me tornar um caçador!
Tô, tipo, treinando muitão!","저도 요즘 우츠시 교관님의 제자로
들어가서 헌터를 목표로 공부하고 있어요!
훈련도 열심히 받고 있고요!","我最近也拜倪泰教官為師，
並以當上獵人為目標了喔！
目前正在努力訓練中！","我最近也拜了倪泰教官为师，
争取当上猎人呢！
我现在就在努力训练！",,,,,,,,"بدأت أتعلم على يد السيد أوتسوشي
حتى أكون صيادة بارعة! أتدرب بكل قوة
وتركيز!",,,,,,,,,,,
39ba4861-7928-4c3a-9925-a5811b7bd993,3100125151,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_004,"だから、今後は<PL>さんを
センパイと呼ばせてもらうッス！
よろしくッス！　センパイ！","Hey, since you've been training under Master
Utsushi longer than me, is it OK if I call you
Chief? That sounds cool, right!?","Hé, puisque tu t'entraînes avec Maître
Utsushi depuis plus longtemps que moi,
je peux t'appeler <LSNR {Chef} {Cheffe}> ?","Ehi, dato che ti alleni col maestro Utsushi
da più tempo di me, posso chiamarti sensei?
Suona bene, no?","Darf ich dich Boss nennen, weil du ja länger
unter Meister Utsushi gelernt hast als ich?
Klingt doch cool, oder?","Oye, ya que has estado entrenando con el
maestro Utsushi más tiempo que yo, ¿te parece
bien si te llamo <LSNR {jefe} {jefa}>? Suena guay, ¿verdad?","Раз ты тренируешься у Мастера Уцуси
дольше, чем я, можно я буду
звать тебя ""шеф""? Круто же!","Słuchaj, skoro trenujesz u Mistrza
Utsushiego dłużej ode mnie, czy mogę ci
mówić „<LSNR {szefie} {szefowo}>”? Fajnie brzmi, co?",,,"Ei, já que você tá treinando com Mestre
Utsushi há mais tempo que eu, tudo bem
te chamar de Chefe? É legal, né?","그러니까 앞으로 <PL> 씨를
선배라고 부를게요!
잘 부탁드립니다, 선배!","所以從今以後請讓我稱呼
<PL>為前輩吧！
前輩！請多指教！","所以，以后我要
叫<PL>前辈了！
多关照了！前辈！",,,,,,,,"<LSNR {أنت} {أنتِ}>، بما <LSNR {أنك} {أنكِ}> أقدم مني في التدريب
مع السيد أوتسوشي هل يُمكنني
<LSNR {مناداتك بالقائد} {مناداتكِ بالقائدة}> ؟ يبدو هذا رائعًا، أليس كذلك!؟",,,,,,,,,,,
c9f63acd-6781-42be-86d7-b012ff980fa3,110374909,,(default)世間話,村進行チュートリアル,,,このクエストが未クリアなら→,QN030101,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_005,"狩りの基本は、食事！
特に、狩りの前に食べるうさ団子は、
めっちゃ大事とウツシ教官から習ったッス！","Master Utsushi says meals are
the foundation of a good hunter—
especially Bunny Dango.","Maître Utsushi dit que pour bien
chasser, il faut bien manger.
Surtout des dango-lapins.","Il maestro Utsushi dice che un buon pasto
è fondamentale per i cacciatori di talento,
specialmente i dango.","Meister Utsushi sagt, Mahlzeiten sind die
beste Grundlage für eine gute Jagd – vor
allem niedliche Dango.","El maestro Utsushi dice que cada comida
es el cimiento de una buena caza.
Especialmente cuando hablamos de dango.","Мастер Уцуси говорит, что хорошо
поесть — залог удачной охоты. Особенно
если поесть данго.","Mistrz Utsushi mówi, że posiłek 
czyni dobrego łowcę.
Szczególnie króliczkowe dango.",,,"O Mestre Utsushi diz que as refeições
são o alicerce de um bom caçador.
Especialmente se for dango de coelho.","사냥의 기본은 식사! 특히 사냥 전에
먹는 토끼 경단은 엄청 중요하다고
우츠시 교관님이 말씀하셨어요!","進食是狩獵的基本！
倪泰教官特別強調，在狩獵之前
先吃個兔兔糰子是非常重要的！","倪泰教官教了我，
狩猎的基础是吃饭！
尤其是狩猎前吃的兔团子，非常重要！",,,,,,,,"يقول السيد أوتسوشي
إن الوجبات هي أساس الصياد
الماهر وخصوصًا— وجبة دانجو الأرانب.",,,,,,,,,,,
b1f45967-677f-4bf0-86e9-6991519af848,1586132720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_006,"そんなわけで、最近は茶屋に行って、
ヨモギさんからうさ団子について
いろいろ勉強してるッスよ！","So, I've been going to the Tea Shop
to learn a couple things about
Bunny Dango from Yomogi.","Du coup, je passe de temps en temps
au salon de thé, et Yomogi m'explique
des trucs sur les dango-lapins.","Quindi sto andando alla casa da tè per imparare
i segreti dei dango a coniglietto da Yomogi.","Darum gehe ich immer in den Teeladen, um
von Yomogi alles über Dango zu lernen.","Así que he estado pasándome por la casa
del té para aprender de Yomogi un par
de cosas sobre ellos.","Так что я хожу в чайный домик, чтобы
побольше узнать у Йомоги о данго.","Dlatego chodzę do herbaciarni,
żeby dowiedzieć się o nich
czegoś od Yomogi.",,,"Tenho ido à Casa de Chá pra
aprender algumas coisas sobre
dangos de coelho com a Yomogi.","그래서 요즘은 찻집에 찾아가
요모기 씨에게 토끼 경단을
열심히 공부하고 있어요!","所以我最近常常跑去茶館，
跟艾草姐姐學了很多
關於兔兔糰子的知識喔！","所以我最近去了茶点店，
向艾草学习了
很多兔团子的知识！",,,,,,,,"لذا، كنت أذهب إلى متجر الشاي
لأتعلم بعض الأشياء عن
دانجو الأرانب من يوموجي.",,,,,,,,,,,
94f68b43-8de9-4d41-9c0f-c511153375ee,1969608987,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v0_007,"団子の組み合わせで、狩りのときに
出てくる効果が変わるんッスね！
いやぁ、奥が深いッス！　うさ団子！","She says the combination of dango
changes what they do for a hunt.
Man, dango are just so...deep!","Il paraît que tous les dango
n'ont pas les mêmes effets.
C'est dingue, non ? Sacrés dango !","Dice che ogni combinazione di dango
ha effetti diversi sulla caccia.
Cavolo, i dango sono così... speciali!","Sie sagt, die Kombination der Dango
beeinflusst ihre Auswirkungen auf die Jagd.
Mann, Dango sind so... tiefgründig!","Dice que la forma de combinar los dango
cambia lo que pueden hacer por ti en la caza.
¡Los dango son tela de profundos!","Она говорит, что все полезные эффекты
зависят от сочетания данго.
Как сложно все!","Twierdzi, że układ dango zmienia
ich właściwości podczas polowania.
Te dango to... poważna sprawa!",,,"Ela diz que a combinação de dangos
muda o que eles fazem pra caçada.
Cara, dangos são tão... profundos!","경단의 조합에 따라 사냥할 때
얻을 수 있는 효과가 바뀌는군요!
토끼 경단은 정말 심오하네요!","不同糰子的組合，
在狩獵時產生的效果也會有所不同！
哎呀，兔兔糰子的學問還真深奧啊！","团子的不同搭配
会在狩猎时发挥出不同效果啊！
哎，真是深奥！兔团子！",,,,,,,,"إنها تقول إن تركيبة الدانجو
تؤثر على ما يفعلونه عند الصيد.
ربّاه، هذا الدانجو يخبئ لنا الكثير!",,,,,,,,,,,
01203a99-fa76-4452-aa5e-4d632277db5d,378272778,,(default)世間話,村進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid017_v1_000,"自分、ウツシ教官の指導のもと、
ハンターを目指して猛勉強中ッス！","I'm studyin' hard to become a hunter
under Master Utsushi!","Je m'entraîne avec Maître Utsushi
pour devenir chasseur !","Mi sto addestrando col maestro Utsushi per
diventare un cacciatore.","Ich arbeite hart, damit ich unter Meister
Utsushi auch zum Jäger werden kann!","¡Estoy estudiando un montón con el maestro
Utsushi para hacerme cazador!","Я тренируюсь у Мастера Уцуси, чтобы
стать охотником!","Ciężko trenuję u Mistrza Utsushiego,
żeby zostać łowcą!",,,"Tô estudando pra me tornar um caçador
com o Mestre Utsushi!","전 우츠시 교관님의 지도하에서
헌터를 목표로 공부하고 있어요!","我目前正在倪泰教官的指導下，
以成為獵人為目標努力學習！","我正在倪泰教官的指导下，
为当上猎人而疯狂学习！",,,,,,,,"أذاكر باجتهاد ما يقوله السيد أوتسوشي
لأصبح صيادًا ماهرًا!",,,,,,,,,,,
