guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
4957c110-f649-4345-bf9c-b1b562715220,1610452124,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid113,日本語メッセージ,英語メッセージ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b62badea-0e93-4b1d-b279-b109282bb9e2,3552631902,会話終了,(default)世間話,-,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_1,うさ団子づくりは根性ニャ！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f99857d-cbb5-4749-9737-4da435b9f5df,1100218511,,(default)世間話,村進行チュートリアル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v0_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec94fc79-d0b2-49ac-b82e-5a1b00090626,2251174683,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v0_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776f963f-14f3-4c57-8b5f-ea8f5adfe627,1306735806,,(default)世間話,村進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v1_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f59ee71c-daaf-4cba-bcae-1bcae12c1248,1197594163,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v1_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ede6368-7b13-4625-90cd-00e91ddd212b,2992945446,,(default)世間話,村進行☆2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v2_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa59738f-e41e-4035-be9a-36d6731b7ae9,4204152893,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v2_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6418a1f-976b-4146-9c38-7cc6823fe37a,2947252354,,(default)世間話,村進行☆3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v3_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c4012c1-f0c5-4520-8468-001159bd6e13,649058627,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v3_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277870c-175c-4b1f-b7ab-f9e84e6b4d42,1952095569,,(default)世間話,村進行☆4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v4_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7cc8dcc-f4b2-4078-a2cb-341020fe9864,1291883880,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v4_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8f5e977-10f5-48b6-8d3e-98eba234f063,3044731927,,(default)世間話,村進行☆5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v5_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a567edd-2b44-4a8e-b746-be99aa14b1f4,994980352,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v5_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c14b671f-260a-48ba-908a-01ebc0b7e159,1739110726,,(default)世間話,村進行☆6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v6_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bd656c8-3bc0-4f92-93aa-514aeaef9a2f,3311817447,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_v6_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ab7fc28-6b5e-44e4-a609-0de3739d0492,3281702611,,(default)世間話,,集会所進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h1_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b924a8-5052-47d5-bd5d-3041b2c6cd5c,275084054,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h1_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a6de685-366b-46f2-bd83-1a19984018cc,1343817266,,(default)世間話,,集会所進行☆2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h2_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29968e12-a484-4b28-ad04-85a6da78e15f,1104845891,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h2_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63134c82-ab48-445b-ae60-4daa56a96706,678940476,,(default)世間話,,集会所進行☆3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h3_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ef6e60e-54f5-4ba9-a799-f9b990c0482d,1857083307,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h3_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd0cd096-758b-4870-a6ed-b55bbcf85455,912875575,,(default)世間話,,集会所進行☆4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h4_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208d5bc7-081d-40e0-a5ee-ed5f1134d626,520406613,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h4_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce2a2337-5c6a-47ae-89d6-a600725d3612,1033669260,,(default)世間話,,集会所進行☆5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h5_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ae4b660-d910-4d75-9e9c-fb68264f81b5,2813317565,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h5_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b851bd-27e1-484d-8512-eacf0a4bd8d1,1582765147,,(default)世間話,,集会所進行☆6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h6_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53073744-fff4-4bc6-a89e-0297cf01c9ab,3478503686,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h6_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470afba9-8a37-411b-93cd-b4a41fdd3a2b,1929443085,,(default)世間話,,集会所進行☆7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h7_000,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7404538e-90f9-4ab6-a43f-51dac2677d96,3069899557,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid113_h7_001,（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
