guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
83308c6c-905b-4e27-9063-53b1d91af084,2113319729,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504,<COLOR FF0000>#Rejected#</COLOR> nid504
06bbe09b-6a5a-4652-b161-d89482b653b8,807874077,会話終了,会話フキダシ(赤),,,,この会話フラグがONなら→,EV_PRO_MR_006_02_01,,この会話フラグがOFFなら→,EV_PRO_MR_TU2EX_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_hukidashi,一刻も早く救わなければ…。,We must make haste...,Dépêchons-nous...,Dobbiamo agire in fretta...,Wir müssen uns beeilen...,Debemos actuar rápido...,Надо поспешить...,Musimy się pospieszyć...,,,É melhor nos apressarmos...,한시라도 빨리 구해야 하는데…,必須盡快治療才行……,必须尽快救人……,,,,,,,,يجب أن نسرع...,,,,,,,,,,,
5b6ad4a5-61f9-4a8b-a75d-7da5ffe8c482,3334090062,,重要会話(進行),,,,この会話フラグがONなら→,EV_PRO_MR_006_02_01,,この会話フラグがOFFなら→,EV_PRO_MR_TU2EX_01_01,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,EV_PRO_MR_TU2EX_01_01,,,,,,,nid504_mr6tu2_001_001,"<VO:SER><PL>殿。
聞いていただきたい話が…。","<VO:SER>Greetings, <PL>.
There is something I wish to discuss with you.","<VO:SER>Salut, <PL>.
J'aimerais te parler de quelque chose.","<VO:SER>Salve, <PL>.
C'è qualcosa di cui vorrei parlarti.","<VO:SER>Grüß dich, <PL>.
Ich habe etwas mit dir zu besprechen.","<VO:SER>Saludos, <PL>. Hay algo de lo
que me gustaría hablar contigo.","<VO:SER>Приветствую, <PL>.
Я хочу кое-что с тобой обсудить.","<VO:SER>Witam, <PL>.
Chcę o czymś z tobą porozmawiać.",,,"<VO:SER>Saudações, <PL>.
Temos um assunto a conversar.","<VO:SER><PL> 공.
드리고 싶은 말씀이…","<VO:SER><PL>大人，
我有一事相求……","<VO:SER><PL>。
有件事希望你能帮忙……",,,,,,,,"<VO:SER>تحياتي <LSNR {لك} {لكِ}> يا <PL>.
هناك شيء أود مناقشته <LSNR {معك} {معكِ}>.",,,,,,,,,,,
cfc7ec30-861a-4ba6-8ac3-576378bf46cc,2164662228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_002,"ある村が傀異化したモンスターに襲われ、
住人がケガを負ってしまいました。
傷自体は深くはなかったのですが…","An afflicted monster has attacked a nearby
village, injuring some of its residents. And now
those poor souls have fallen ill with affliction...","Un monstre affligé a attaqué un village
voisin, blessant des habitants. Les pauvres
sont désormais touchés par ce mal.","Un mostro infetto ha attaccato un
villaggio nei dintorni, ferendo un
povero abitante, che si è ammalato...","Ein befallenes Monster hat in der Nähe ein
Dorf angegriffen und einige Bewohner ver-
letzt. Diese armen Seelen sind jetzt befallen.","Un monstruo afligido ha atacado una
aldea cercana, lesionando a unos vecinos.
Y ahora los pobres están afligidos, también.","Измененный монстр атаковал ближайшую
деревню и ранил жителей. Теперь эти
бедолаги заболели...","Zarażony potwór zaatakował pobliską
wioskę, raniąc kilku mieszkańców, którzy
teraz też są zarażeni...",,,"Um monstro afligido atacou uma vila
próxima e feriu residentes.
Agora esses coitados estão afligidos.","괴이화한 몬스터가 마을을 공격해
주민들이 다치는 일이 있었습니다.
상처는 그다지 깊지 않습니다만…","有座村莊受到傀異化魔物所襲擊，
其中一些村民也因此受傷。
雖然傷勢本身並不嚴重……","有个村庄遭到了怪异化怪物的袭击，村民们
因此受了伤。伤本身倒不是很严重……",,,,,,,,"هاجَم وحش مصاب قرية مجاورة،
مما أدى إلى إصابة بعض سكانها. والآن
راحت أرواحهم المسكينة ضحية البلاء...",,,,,,,,,,,
a2e68bf2-eb67-4ae7-9fb3-677e2156213f,391460321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_003,"キュリアのウイルスにより、
フィオレーネさんのときと同じように
意識を失ってしまったのです。","I thought my medicine for treating Fiorayne
would suffice, but the virus has evolved,
rendering my medicine ineffective...","Je pensais pouvoir traiter Fiorayne mais
le virus a muté, ce qui rend mes remèdes
inefficaces...","Pensavo che la medicina che ho usato
per Fiorayne sarebbe bastata, ma il virus
si è evoluto e la cura è inefficace...","Ich dachte, meine Arznei für Fiorayne wür-
de reichen, aber das Virus hat sich weiter-
entwickelt, meine Arznei ist wirkungslos.","Creía que la medicina que le di a
Fiorayne los curaría, pero resulta que el
virus ha evolucionado, y ya no sirve.","Я думал, мое лекарство для Фиорайны
поможет, но вирус эволюционировал
и теперь оно бесполезно...","Myślałem, że mój lek dla Fiorayne
wystarczy, ale wirus zmutował i
mój lek nie działa...",,,"Achei que o remédio para tratar Fiorayne
bastaria, mas o vírus evoluiu,
deixando meu remédio ineficaz.","큐리아의 바이러스로 인해
피오레네 씨 때처럼
의식을 잃었다고 합니다.","但由於噬生蟲的病毒影響，那些村民
現在正失去意識，狀況與菲歐莉尼
當時一樣。","不过受啮生虫病毒的影响，村民们都和
菲奥莱娜那时一样，失去了意识。",,,,,,,,"اعتقدت أن دوائي لعلاج فيوراين
سيكون كافيًا، لكن الفيروس تطور،
مما يجعل دوائي غير فعال...",,,,,,,,,,,
a12923a0-6654-4b99-b57a-223f89a6104d,4242562835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_004,"傀異化の影響で以前の薬は効かず、
薬を改良する必要があります。そのために、
ぜひとも力を貸してほしいのです。","However, with the recent discovery of
a <COLS RED>Flaming Espinas</COL>, we may have a chance!
If these beasts are as toxic as they say...","Grâce à la découverte d'un <COLS RED>Espinas de feu</COL>,
on a peut-être une chance ! Si ces monstres sont
aussi toxiques qu'on le dit...","Come direbbe Bahari, ""è roba da quattro
zenny!"" Ehm... Ma dopo la scoperta
dell'<COLS RED>Espinas ardente</COL>...","Aber mit der Entdeckung eines <COLS RED>Flammen-
Espinas</COL> haben wir vielleicht eine Chance!
Wenn diese Bestien wirklich so giftig sind!","Pero hemos visto un <COLS RED>Espinas Llameante</COL>, y
quizá eso me servirá. Si esas bestias son tan
tóxicas como dicen...","Но с обнаружением <COLS RED>пылающего
Эспиназа</COL> у нас, возможно, есть шанс!
Если эти звери так ядовиты, как говорят...","Jednak biorąc pod uwagę odkrycie
<COLS RED>Płomiennego Espinasa</COL>, mamy teraz szansę!",,,"No entanto, com a descoberta de um
<COLS RED>Espinas Flamejante</COL>, talvez
haja uma chance!","괴이화의 영향인지 기존에 쓰던 약이
듣지 않아, 개량해야 합니다. 그래서
꼭 힘을 빌리고 싶습니다.","傀異化的影響令以往的藥物無法發揮功效，
我必須要對藥物進行改良。因此希望
能請您助一臂之力。","以前的疗药也因为怪异化的影响而没有药效，
所以必须改良疗药。希望你助我一臂之力。",,,,,,,,"لكن، بكل ما عرفناه عن
<COLS RED>إسبيناس المشتعل</COL>، فقد تكون لدينا فرصة!
إذا كانت هذه الوحوش سامة كما يقولون...",,,,,,,,,,,
897dfad4-891a-4f44-beda-9b15efb2ee61,1671848991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_005,"まずは…薬に<COLS RED>エスピナス亜種</COL>の毒を加えて
効果を高めようと考えています。","We may be able to increase the medicine's
potency using its toxin. Risky, but we've no
other choice...","On doit pouvoir en tirer un remède plus
puissant. C'est notre seule chance...","Se è davvero così tossico, potremmo usare
la sua tossina per migliorare la cura.
È rischioso, ma non c'è altra scelta...","Dann können wir mit dem Gift vielleicht
die Arznei wirksamer machen. Riskant,
aber uns bleibt keine Wahl...","Podríamos reforzar el remedio con su toxina.
Da miedo, pero es lo que hay.","Bозможно, мы усилим лекарство их ядом.
Рискованно, но выбора нет.","Jeśli wykorzystamy jego truciznę, może
uda nam się zwiększyć moc lekarstwa.
Ryzykowne, ale nie mamy wyjścia.",,,"Se são tóxicos como dizem, talvez dê para
aumentar a potência do remédio com
a peçonha. Arriscado, mas não há opção.","우선… 약에 <COLS RED>에스피나스 아종</COL>의 독을 더해
효과를 높이고자 합니다.","首先……我打算在藥物中加入
<COLS RED>棘茶龍</COL>的毒素，藉此提高藥效。","首先……我考虑在疗药中加入<COLS RED>棘茶龙</COL>的毒，
以此来加强药效。",,,,,,,,"فقد نتمكن من زيادة فاعلية
الدواء بسمومها. الأمر خطير، لكن ليس
لدينا خيار آخر...",,,,,,,,,,,
aeeca8dc-efce-4819-ad96-551bc16af29b,1846691398,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_001_006,"ちょうどチッチェ姫のところに
狩猟依頼が届いていたはず…。
どうか、よろしくお願いします。","Chichae has the request to hunt the beast.
Time is of the essence if we are to save
the villagers. I leave the rest to you.","Chichae a une quête pour tuer la bête.
Ne perdons pas de temps, il faut sauver
ces habitants ! À toi de jouer.","Chichae ha la richiesta per te. Se vogliamo
salvare quell'uomo, dobbiamo sbrigarci.
Tu occupati del resto.","Chichae hat die Quest für die Bestien-
jagd. Die Zeit drängt, wenn wir die Dörfler
retten wollen. Den Rest überlasse ich dir.","Chichae tiene la solicitud para cazarlo.
Hay que darse prisa para salvarle la vida
a los aldeanos. Lo dejo en tus manos.","У Чиче есть задание выследить зверя.
Чтобы спасти пострадавших, нужно
поспешить. Вся надежда на тебя.","Chichae ma zadanie upolowania bestii.
Śpieszmy się, bo trzeba uratować życie
tych mieszkańców. Do dzieła.",,,"Chichae tem a missão para caçar a fera.
O tempo é vital para salvar as vítimas.
Deixo o resto por sua conta.","마침 치체 공주님께 사냥 의뢰가
들어와 있을 텐데….
잘 부탁드리겠습니다.","狩獵委託應該已經送交至琪婕公主那裡了……
此事還有勞您協助了。","琪切公主那里现在应该已经收到了狩猎委托，
那就麻烦你了。",,,,,,,,"طلبت شيشاي منا صيد الوحش.
يعتبر التوقيت عاملًا مهمًا إذا أردنا
إنقاذ القرويين. سأترك البقية لك.",,,,,,,,,,,
c129a92d-e082-4803-a100-aca31a7a8bf2,3853329935,会話終了,会話フキダシ(赤),,,,このクエストがクリア済みなら→,QN315637,,この会話フラグがOFFなら→,EV_PRO_MR_TU2EX_02_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid504_mr6tu2_002_hukidashi,あと一歩で…。,Just a bit more...,Encore un peu plus...,Ancora un po'...,Fast geschafft...,Solo un poco más...,Еще чуть-чуть...,Jeszcze trochę...,,,Só mais um pouco.,앞으로 한 걸음…,還差一步……,还差一步……,,,,,,,,المزيد قليلاً فحسب...,,,,,,,,,,,
d19e3ebc-a609-4452-a2f9-644d0a0ce72b,907295683,,重要会話(進行),,,,このクエストがクリア済みなら→,QN315637,,この会話フラグがOFFなら→,EV_PRO_MR_TU2EX_02_01,,,,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,EV_PRO_MR_TU2EX_02_01,,,,,,,nid504_mr6tu2_002_001,"エスピナス亜種の狩猟、
ありがとうございます。おかげさまで、
薬の改良が大きく前進しました。","You have my thanks for hunting that Flaming
Espinas. We've made excellent progress with
the medicine. However...","Merci d'avoir chassé cet Espinas de feu.
Le remède est en bonne voie.
Cependant...","Grazie per aver cacciato quell'Espinas
ardente. Abbiamo fatto ottimi progressi
con la medicina, però...","Danke für die Jagd des Flammen-Espinas.
Wir haben hervorragenden Fortschritt mit
der Arznei gemacht. Aber...","Muchas gracias por cazar ese Espinas
Llameante. Nuestro progreso con la
medicina es excelente.","Спасибо тебе за победу над пылающим
Эспиназом. Мы сильно продвинулись
с лекарством. Вот только...","Bardzo ci dziękuję za upolowanie tego
Płomiennego Espinasa. Poczyniliśmy 
postępy z lekarstwem. Jednakże...",,,"Obrigado por caçar o Espinas Flamejante.
Fizemos muito progresso com o remédio.
Porém...","에스피나스 아종의 사냥, 정말 감사합니다.
덕분에 약을 개량하는 데
큰 진전이 있었습니다.","非常感謝您協助狩獵棘茶龍。
多虧您的協助，
藥物的改良大有進展。","十分感谢你狩猎了棘茶龙。多亏了你，
改良疗药一事有了巨大的进展。",,,,,,,,"أود شكرك على صيد إسبيناس
المشتعل. لقد أحرزنا تقدمًا ممتازًا في
الطب. لكن...",,,,,,,,,,,
