guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
11f9274e-8a6f-4f90-b71b-df82684acf9a,1606563815,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029,<COLOR FF0000>#Rejected#</COLOR> nid029
7bf66244-41de-4066-a925-7ba2a10401f2,3301453490,,(default)世間話,村進行チュートリアル,,,この会話フラグがOFFなら→,EV_PRO_VILL_001_01_06,,この会話フラグがONなら→,EV_PRO_VILL_001_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_000,"なんだ、<PL>。
おにぎり買うのか？","Hey, <PL>! What's up?
Want some rice balls?","Salut, <PL> ! Ça va ?
Tu veux des boulettes de riz ?","Ciao, <PL>! Come va?
Vuoi degli onigiri?","Hey, <PL>! Wie steht's?
Lust auf Onigiri?","¡Hola, <PL>! ¿Qué tal?
¿Quieres unos onigiri?","Привет, <PL>! Как дела?
Хочешь рисовых колобков?","Hej, <PL>! Jak tam?
Chcesz trochę onigiri?",,,"Oi, <PL>!
Quer um bolinho de arroz?","뭐야, <PL>.
주먹밥 사러 왔어?","<PL>，怎麼啦。
你要買飯糰嗎？","哎呀，<PL>。
要买饭团？",,,,,,,,"مرحبًا، <PL>! كيف <LSNR {حالك} {حالكِ}>؟
<LSNR {أتريد} {أتريدين}> بعض كرات الأرز؟",,,,,,,,,,,
12f4d479-0bac-46af-8e70-55b7c5994662,4124008188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_001,"…っていうか、ヒノエ姉ちゃんと
買い物してんだろ？",Hey! Aren't you hanging out with Hinoa?,Hey ! Tu devrais pas être avec Hinoa ?,Ehi! Non eri in giro con Hinoa?,"Hey! Treibst du dich nicht gerade
mit Hinoa rum?","Oye, ¿tú no estabas con Hinoa?",Эй! Разве ты не с Хиноа?,Hej! Nie <LSNR {miałeś} {miałaś}> spotkać się z Hinoą?,,,"Ei, você não tá com a Hinoa?","…지금 히노에 누나하고
장 보는 중이잖아?","……不過，
你不是正在和火芽姐採買東西嗎？","……话说，
你是在和火芽姐一起买东西吧？",,,,,,,,مرحبًا! <LSNR {ألست تتسكع} {ألستِ تتسكعين}> مع هينوا؟,,,,,,,,,,,
27ab2939-f890-40e5-8f93-8efa056e8584,3801823979,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_002,"だったらそっち優先しろよ。
おにぎりなんかいつでも食えるじゃん。","You're gonna get in trouble if you don't
go back to her! You can come stuff your
face here any time.","Ça va chauffer si tu vas pas vite la
rejoindre ! T'inquiète, t'auras tout le
temps pour te goinfrer plus tard.","Ti metterai nei guai se non torni da lei.
Puoi venire qui a ingozzarti quando vuoi.","Das wird Ärger geben, wenn du nicht zu ihr
zurückgehst! Du kannst dir hier auch später
noch den Bauch vollschlagen.","¡Te la vas a cargar como no vuelvas con ella!
Venga, que ya vendrás a atiborrarte en
cualquier otro momento.","Лучше вернись к ней, а то некрасиво
получится! А сюда всегда
успеешь зайти.","Będzie niezłe zamieszanie, jeśli
do niej nie wrócisz!
Zdążysz się napchać innym razem.",,,"Você vai se meter em encrenca se não
voltar pra ela! Pode vir encher a pança
aqui sempre que quiser.","그럼 그쪽 일을 먼저 마치고 와.
주먹밥은 언제든 먹을 수 있잖아.","那你還是先去找她吧，
畢竟飯糰隨時都吃得到嘛。","那你先买完再说吧。
饭团什么时候都吃得到吧。",,,,,,,,"<LSNR {ستقع} {ستقعين}> في ورطة إذا لم <LSNR {تعُد} {تعودي}>
إليها! <LSNR {يمكنك} {يمكنكِ}> أن <LSNR {تأكل ما شئت} {تأكلي ما شئتِ}>
هنا في أي وقت.",,,,,,,,,,,
72ea81ea-638a-4817-8b62-0e43dff8a3de,2643609167,,初対面会話,,,,この会話フラグがOFFなら→,NID_029_FIRST,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_003,"<PL>、ハンターになったの？
それで、急に武器とかかついで
イカツくなったのか。","You're a real hunter now? You definitely look
pretty slick carrying round that big weapon.
Can I hold it? No...? Aw, man...","Ça y est, t'as rejoint les chasseurs ?
Franchement, t'as de l'allure avec cette
arme. Je peux la toucher ? Oh, allez...","Sei <LSNR {un} {una}> <LSNR {vero} {vera}> <LSNR {cacciatore} {cacciatrice}> ora? Sei proprio
<LSNR {tosto} {tosta}> con quell'arma enorme.
Me la fai tenere? No...? Uffa!","Du bist jetzt echt <LSNR {ein Jäger} {eine Jägerin}>? Diese große
Waffe steht dir auf jeden Fall total gut.
Kann ich sie mal halten? Nein...? Schade...","¿Ya eres <LSNR {un cazador} {una cazadora}> de verdad?
¡Hala, qué guay! Tienes una pinta superpro
con esa arma. ¿Puedo cogerla? ¿No? Jo, <LSNR {tío} {tía}>...","Так ты теперь <LSNR {охотник} {охотница}>?
Как ты круто смотришься с большим
оружием. Можно подержать? Жаль...","Jesteś już <LSNR {łowcą} {łowczynią}>? Nieźle się
prezentujesz z tą wielką bronią.
Mogę potrzymać? Nie...? Ech, szkoda...",,,"Você é <LSNR {um caçador} {uma caçadora}> de verdade agora?
Essa baita arma te deixa imponente.
Posso segurar? Não...? Ah, cara...","<PL>, 헌터가 됐다면서?
그래서 갑자기 무기도 짊어지고
우락부락한 모습이 된 거야?","<PL>，你當上獵人了嗎？
怪不得看你突然背起武器，
一臉嚴肅的樣子。","<PL>，你当上猎人了？
所以才忽然扛个武器，
耀武扬威的啊。",,,,,,,,"هل <LSNR {أنت صيّاد حقيقي} {أنتِ صيّادة حقيقية}> الآن؟ <LSNR {تبدو ماهرًا} {تبدين ماهرة}>
بالتأكيد <LSNR {وأنت تحمل} {وأنتِ تحملين}> هذا السلاح الكبير.
هل يمكنني حمله؟ لا...؟ أوه، يا إلهي...",,,,,,,,,,,
d87c2c47-bd43-4b24-9e4f-07d252e331c4,1165629327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_004,"なんか、飴屋のコミツがそれ見て
「<PL>さん、ステキだね」って
めっちゃ嬉しそうに話してたぜ。","When Komitsu saw you earlier, she was like,
""Wow, <PL> looks soooooo cool!""","Tout à l'heure, Komitsu m'a dit :
""<PL> a l'air trop cool !""","Quando Komitsu ti ha visto, ha detto:
""Wow, <PL> è proprio una forza!"".","Als Komitsu dich vorhin gesehen hat, meinte
sie nur: ""Wow, <PL> sieht sooooooo
cool aus!""","Cuando Komitsu te vio antes, estaba en plan:
""Guau, ¡<PL> mola tanto!"".","Когда Комицу тебя увидела, она сразу,
такая: ""Ух ты, как круто
смотрится <PL>!""","Gdy Komitsu cię zobaczyła,
wykrzyknęła: „Jej! <PL>
wygląda odlotowo!”.",,,"Depois que a Komitsu te viu hoje, ela
ficou falando, ""Uau, <LSNR {o} {a}> <PL>
tá tãããão <LSNR {maneiro} {maneira}>!""","사탕가게의 코미츠가 그걸 보고
「<PL> 씨, 멋지다」하고
엄청 기뻐하더라고.","糖果店的小蜜見到你的樣子後，
看起來超開心地說：
「<PL>好帥氣喔！」","糖果商果蜜看到你这样，
眉飞色舞地说：
“<PL>好棒啊。”",,,,,,,,"عندما <LSNR {رأتك} {رأتكِ}> كوميتسو سابقًا، قالت ""واو،
<LSNR {تبدو} {تبدين}> <LSNR {رائعًا} {رائعة}> جدًا يا <PL>!""",,,,,,,,,,,
b79a6b69-fb5c-424a-87e4-f491af6667ad,3600742446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_005,"…ハンターが好きなのかな、アイツ。
なんだよ、おにぎり屋だってステキだろ…。
いつだってコミツのために米、握るし…。","I guess she only digs hunters...
What's the big deal? Chefs are cool too.
And I'm always making rice balls for her—","Elle préfère les chasseurs, pff... Bah,
les chefs c'est cool aussi, et puis
moi, je lui fais des boulettes de riz...","A quanto pare, è fissata con i cacciatori.
Bah, anche i cuochi sono mitici. Io le
preparo sempre gli onigiri...","Sie mag wohl nur <LSNR {Jäger} {Jägerinnen}>... Was ist denn
an denen so besonders? Köche sind auch cool!
Ich mache immer Onigiri für sie...","Se ve que le gustan los cazadores. ¿Pero por
qué tanto rollo? Los chefs también son la
leche. Y yo le hago onigiri...","Видать, любит она охотников, да?
А другие что же? Повара тоже круты.
Я вон ей постоянно колобки делаю...","Jej podobają się tylko łowcy...
W czym rzecz? Kucharze też są spoko.
Zawsze robię dla niej onigiri...",,,"Parece que ela só curte caçadores...
Mas chefs também são legais, poxa vida.
E eu sempre faço bolinhos pra ela...","…그 녀석은 헌터를 좋아하는 걸까?
주먹밥집도 멋진데…
항상 코미츠를 위해서 주먹밥을 만드는데…","……那傢伙是不是喜歡獵人啊？
什麼嘛，飯糰店也很帥吧……
我可是隨時都能為了小蜜捏飯糰……","……她是喜欢猎人吧。
搞什么嘛，饭团商也很棒的吧……
枉我还一直为果蜜捏饭团……",,,,,,,,"أظن أنها تبحث عن الصيّادين فقط...
ما المشكلة في ذلك؟ الطباخون رائعون أيضًا.
وأنا أصنع لها كرات الأرز دائمًا...",,,,,,,,,,,
348f55fc-db6d-421f-93aa-e878a0d2b567,2269813773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_006,……ハッ！！,"Uhhh, I mean—!",C'est pas ce que je voulais dire !,Ehm... cioè...,"Äääh, ich meine--","Bueno, a ver, lo que quiero decir es que...","Нет, не так!",Eee... mam na myśli...!,,,"Hããã, digo...!",……헉!!,……啊！！,……啊！！,,,,,,,,آه، أعني...!,,,,,,,,,,,
eb0c292f-98d6-4e60-b89e-48268dd4fc7b,4071176940,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_007,"ち、ちげーし！
オ、オレはコミツのこととか、
別になんとも思ってねーし！","N-Not that I care! I make rice balls
for everybody, that's my job!
There's nothing special about her!","Ahem... De t-toute façon, j'en fais
pour tout le monde, c'est mon boulot !
C'est une cliente comme une autre !","Non che mi importi! Preparo onigiri per
tutti, è il mio lavoro. Non è che lei sia
speciale.","A-Also mich juckt das nicht! Ich mache die
Onigiri für alle. Das ist mein Job! Sie ist
nichts Besonderes!","¡No es lo que piensas! Hago onigiri para
todo el mundo, ¡es a lo que me dedico!
¡Ella no tiene nada de especial!","Н-Не в том смысле! Я для всех
колобки делаю, это моя работа!
Она тут не при чем!","N-nie to, że mi zależy. Robię
onigiri dla każdego, to moja praca!
Ona nie ma z tym nic wspólnego.",,,"N-não que eu me importe! Faço bolinhos
pra todo mundo, esse é o meu trabalho!
Não tem nada de especial nela!","아, 아니야!
나, 나는 코미츠 같은 애한테
아무런 관심 없어!","才、才不是！
我、我對小蜜
才沒什麼特別的意思咧！","别、别瞎想啊！
我、我对果蜜
又没什么意思！",,,,,,,,"ليس لأنني أهتم! أنا أصنع كرات الأرز
للجميع، هذه وظيفتي!
لا شيء مميز بخصوصها!",,,,,,,,,,,
b46d1249-cdd5-4bc6-89c8-bc62097c7aa7,2364797681,,(default)世間話,村進行チュートリアル,,,このクエストが未クリアなら→,QN030101,,この会話フラグがONなら→,EV_PRO_VILL_001_01_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid029_v0_008,"隣で八百屋やってる母ちゃんは、
いつもオレを怒ってくるんだよ。","My mom runs the vegetable shop next door.
She's always giving me a hard time.","Ma mère tient le magasin de légumes
juste à côté. Elle est toujours sur mon dos...","Mia madre gestisce il negozio di verdure
qui accanto. Mi dà il tormento.","Meine Mutter ist die Chefin des Gemüseladens.
Die treibt mich immer an.","Mi madre lleva la tienda de verduras de al
lado. Siempre está encima de mí.","Моя мама держит рядом овощной магазин.
Она такая строгая!","Mama prowadzi warzywniak po
sąsiedzku. Zawsze się mnie czepia.",,,"Minha mãe cuida da quitanda ao lado.
Ela vive pegando no meu pé.","옆에서 채소가게를 하는 엄마는
날 항상 혼내.","在隔壁賣菜的媽媽
常常都會罵我。","我在隔壁卖蔬菜的老妈
总是训我。",,,,,,,,"تدير أمي متجر الخضار المجاور.
إنها تزعجني دائمًا.",,,,,,,,,,,
