guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
12746ab1-14f8-493b-a273-ad42d571cfcc,91992949,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733,<COLOR FF0000>#Rejected#</COLOR> nid733
1c64bbeb-a979-4de9-826c-285d4b7e0897,3504928387,会話終了,会話フキダシ(NPC依頼),,,,このクエストがクリア済みなら→,QN315190,,この会話フラグがOFFなら→,NPC_SIDEQUEST_ADD_05_START,,この会話フラグがONなら→,NID_306_FIRST,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_001,おいらの話を聞くのニャ！,Come talk to Supy!,Viens voir Supy !,Vieni da Supy!,"Komm, rede mit Supy!",¡Ven a hablar con Supy!,Поговори с Супи!,Porozmawiaj ze mną!,,,Vem falar comigooo!,내 얘기 좀 들어달라냥!,聽我說兩句喵！,听俺说个事喵！,,,,,,,,<LSNR {تعالَ وتحدّث} {تعالي وتحدثي}> إلى سوبي!,,,,,,,,,,,
9cae1ac9-c754-4e29-b13b-fb648de3fefd,1670123368,,重要会話(非進行),,,,このクエストがクリア済みなら→,QN315190,,この会話フラグがOFFなら→,NPC_SIDEQUEST_ADD_05_START,,この会話フラグがONなら→,NID_306_FIRST,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,NPC_SIDEQUEST_ADD_05_START,,依頼サイドクエストの受注UI表示,,105,,,nid733_NSQ105_002,"いきなり呼び止めてすまないニャ。
話というのは他でもニャい、
ハンターさんのオトモアイルーのことニャ！","Sorry for suddenly calling you over.
This is a topic close to Supy's heart—
your Palicoes!","Je voudrais te parler d'un sujet
qui me tient à cœur... tes Palicos !","Scusami se ti ho chiamato all'improvviso.
Si tratta di un argomento che sta molto a
cuore a Supy: i tuoi compagni Felyne.","Tut mir leid, dich so plötzlich hergerufen
zu haben. Es geht um ein Thema,
das Supy am Herzen liegt– deine Palicos!","Perdona por llamarte de repente.
Es por un tema que apasiona a Supy:
¡tus camaradas Felyne!","Прости, что так неожиданно тебя
позвал. Тема разговора мне очень
важна — твои Палико!","Przepraszam, że tak nagle cię zawołałem.
Ale to dla mnie ważny temat.
Twoje koleżkoty!",,,"Desculpa por chamar você assim de
repente. É um assunto muito importante
para mim, seus Amigatos!","갑자기 불러 세워서 미안하다냥.
할 얘기는 다름이 아니라
헌터님의 동반자 아이루에 관해서다냥!","抱歉突然叫住你喵。
我要說的事情不為別的，
正是和你的隨從艾路有關喵！","不好意思突然叫住你喵。也算不上是什么
特别的事喵，是关于你的随从艾露猫喵！",,,,,,,,"آسف للاتصال <LSNR {بك} {بكِ}> فجأة.
هذا موضوع قريب إلى قلبي -
الباليكو الخاص <LSNR {بك} {بكِ}>!",,,,,,,,,,,
e914420b-90d4-42c5-92d6-9c5750b692a1,3126490360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_003,"出張オトモ広場窓口にいるナギが、
ヒーラーのオトモ強化に
力を入れたいらしいんだニャ！","Nagi at the Buddy Piazza is having
a healer upgrade campaign! And Supy's
helping him purr-omote it!","Nagi, de l'Atelier Pilpoil,
a lancé une campagne d'amélioration
Guérisseur ! Supy l'aide à la promouvoir !","Nagi alla Piazza Felyne sta lavorando
sodo ai miglioramenti di tipo guaritore.
E Supy lo aiuterà!","Nagi von der Buddy-Piazza treibt derzeit
eine Heiler-Verbesserungskampagne
voran! Und Supy hilft ihm dabei!","¡Nagi, el de la Piazza Camarada, tiene una
campaña de mejora para camaradas sanadores!
¡Y Supy le ayuda a promocionarla!","Наги на Пьяцце спутников проводит кампанию
по улучшению лекарей!
А Супи помогает емяу продвигать ее!","Nagi na Rynku Kompanów ma teraz
specjalną kampanię ulepszenia
uzdrowiciela! Supy go reklamuje!",,,"Nagi, na Piazza dos Amigos, está
focado na melhoria de Curandeiro!","출장 동반자 광장 창구에 있는 나기가
힐러 동반자 강화에
힘을 쏟고 싶다고 한다냥!","位於臨時隨從廣場窗口的輕風，
好像很用心想幫忙強化治療者類型的隨從喵！","随从广场分部窗口的和风正在着力于
治疗型随从的强化喵！",,,,,,,,"يعمل ناجي في ساحة الأصدقاء على دفع
تعزيز المعالِج بقوة في الوقت الحالي!",,,,,,,,,,,
159a75d4-655d-4159-95f1-fc4fb5259b47,1256921305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_004,"だからニャ、ヒーラーのオトモアイルーを
連れて、ＭＲクエストを３回
クリアしてほしいんだニャ！","All you need to do is complete three
master rank quests with a Healer-type
Palico!","Termine trois quêtes de Rang Maître avec
un Palico de type Guérisseur. C'est tout !","Devi semplicemente portare con te il tuo
compagno Felyne guaritore in tre missioni
di GM. Ovviamente dovrai completarle.","Du musst einfach nur drei Meisterrang-
Quests mit einem Heiler-Palico
abschließen!","¡Lo único que tienes que hacer es
completar tres misiones de rango maestro
con un camarada de tipo sanador!","Тебе нужно лишь взять своего лекаря-
Палико с собой на три задания РМ! Ну,
и выполнить эти задания, разумеется!","Trzeba jedynie wziąć koleżkota uzdrowiciela
na trzy zadania rangi mistrzowskiej!
I je ukończyć!",,,"Basta você levar seu Amigato Curandeiro
em três missões RM!
Mas tem que concluir, é claro.","그래서 강화 캠페인으로
힐러 동반자 아이루와 함께 MR 퀘스트를
3회 클리어해 줬으면 한다냥!","所以喵，我希望你能帶著治療者類型的
隨從艾路前去完成3次MR任務喵！","所以喵，请你带上治疗型的随从艾露猫，
完成3次大师等级任务喵！",,,,,,,,"كل ما <LSNR {عليك} {عليكِ}> فعله هو اصطحاب الباليكو
المعالِج الخاص <LSNR {بك} {بكِ}> في
ثلاث مهمات ذات رتبة القائد!",,,,,,,,,,,
9b1e93d7-e05a-4278-bd5e-2ef90b244ae8,1247034476,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_005,"このキャンペーンを終える頃には、
きっとハンターさんのアイルーも
新しい技を修得できるようになるニャ！","Once you finish, your Palicoes will have
access to an exciting new type of Support
Move! Supy loves Support Moves!","Je suis convaincu que ton Palico
va apprendre une habileté super
intéressante !","Quando avrai finito, i tuoi compagni
avranno accesso a due nuovi tipi di
mosse di supporto! Supy le adora!","Hast du sie beendet, haben deine Palicos
Zugriff auf eine neue Art Unterstützungs-
aktion! Supy liebt Unterstützungsaktionen!","¡En cuanto lo hagas, tus camaradas podrán
acceder a un nuevo tipo de movimiento de apoyo!
¡A Supy le encantan los movimientos de apoyo!","Как только ты с этим управишься,
уверен, твой Палико выучит интересный
новый навык!","Po ukończeniu tej kampanii twój
koleżkot z pewnością nauczy się
nowej ekscytującej umiejętności!",,,"Quando você completar essa promoção
empolgante, seu Amigato vai ter uma
nova habilidade!","이 캠페인이 끝날 즈음에는
분명 헌터님의 아이루도
새로운 기술을 습득할 수 있게 될 거다냥!","這樣當你完成活動之後，
你的艾路肯定也能學會新技能喵！","完成这次活动之后，你的艾露猫一定能习得
新的技能喵！",,,,,,,,"بمجرد الانتهاء من هذه الترقية المثيرة
أنا متأكد من أن الباليكو الخاص <LSNR {بك} {بكِ}>
سيتمتع بمهارة جديدة ومثيرة!",,,,,,,,,,,
fbbe7334-aa51-4d80-88c0-5a2ca316e2f6,4009936718,会話終了,会話フキダシ(NPC依頼),,,,この会話フラグがONなら→,NPC_SIDEQUEST_ADD_05_START,,この会話フラグがOFFなら→,NPC_SIDEQUEST_ADD_05_FINISH,,依頼サイドクエストがクリア可能→,NPC_SIDEQUEST_ADD_05_START,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_006,めでたいニャ！,Supy knew ya could do it!,Supy savait que t'y arriverais !,"Supy sapeva che
ce l'avresti fatta!","Supy wusste, dass du es schaffen würdest!",¡Supy sabía que podías hacerlo!,"Супи знал, что ты справишься!","Supy wiedział, że dasz radę!",,,Supy sabia que você conseguiria!,축하한다냥!,可喜可賀喵！,恭喜了喵！,,,,,,,,علم سوبي أن <LSNR {بإمكانك} {بإمكانكِ}> فعل ذلك!,,,,,,,,,,,
3ca5b101-923c-48b8-8c7b-20ccdbaaf247,4127949088,,重要会話(非進行),,,,この会話フラグがONなら→,NPC_SIDEQUEST_ADD_05_START,,この会話フラグがOFFなら→,NPC_SIDEQUEST_ADD_05_FINISH,,依頼サイドクエストがクリア可能→,NPC_SIDEQUEST_ADD_05_START,,,,,,,,,,,,,,,,,,,,会話フラグを「ON」→,NPC_SIDEQUEST_ADD_05_FINISH,,依頼サイドクエストのリザルトUI表示,,105,,,nid733_NSQ105_007,"見事達成ニャ！　めでたいニャ！
これでハンターさんのオトモアイルーが、
新しいサポート行動を使えるニャ！","You did it! And ya made it look easy, too!
A new Support Move awaits your Felyne
fur-iends! Supy is so purr-oud of you!","Tu as réussi ! Et sans problème,
en plus ! Une nouvelle Habileté
attend tes amis felynes !","Ce l'hai fatta! E l'hai fatto sembrare facile!
Ti aspetta una nuova mossa di supporto
per i tuoi compagni Felyne. Supy è molto fiero!","Du hast es geschafft! Und es sah bei dir
ganz leicht aus! Eine neue Unterstützungs-
aktion wartet auf deine Felyne-Freunde!","¡Lo lograste! ¡Y haciendo que pareciera fácil!
Tus amigos Felyne ya tienen un nuevo tipo de
movimiento de apoyo. ¡Supy está orgulloso!","У тебя получилось! Да так легко!
Теперь твоих друзей-Коттов ждет
новый прием поддержки!","Udało ci się! Nawet się nie <LSNR {spociłeś} {spociłaś}>! Nowy
ruch wsparcia oczekuje na twoje feliny!",,,"Você conseguiu! E fez parecer fácil!
Um novo Movimento de Suporte espera
seus Amigatos!","캠페인을 멋지게 해냈구냥!
이제 헌터님의 동반자 아이루는 새로운
서포트 행동을 사용할 수 있다냥!","恭喜你順利完成活動喵！
這樣你的隨從艾路
就能使用新的支援行動了喵！","顺利完成喵！恭喜你喵！这下你的随从
艾露猫可以使用新的支援行动了喵！",,,,,,,,"لقد <LSNR {نجحت} {نجحتي}>! و<LSNR {جعلت} {جعلتِ}> المهمة تبدو سهلة!
هناك حركة دعم جديدة تنتظر أصدقاء 
فيلاين! سوبي فخورٌ جدًا <LSNR {بك} {بكِ}>!",,,,,,,,,,,
779fb4ab-59a0-4807-aff2-8e9c054bd5b6,3730330596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_008,"何やら、珍しい鳥を使う技らしいニャ。
世界中の珍しいモノを扱うおいらも
興味をそそられるシロモノニャ。","This new type of Support Move uses some
kind of bat! Supy has wandered to many places,
but Supy has never heard of such a thing!","Apparemment, elle utilise une sorte
de batte... J'ai l'habitude des trucs rares,
mais même moi, j'avais jamais vu ça !","Questo nuovo tipo di mossa di supporto
usa una specie di mazza! Supy ha viaggiato
ovunque ma non ha mai visto una cosa simile!","Diese neue Unterstützungsaktion nutzt
eine Art Fledermaus! Supy hat schon viel
gesehen, aber das ist auch neu für Supy!","¡El nuevo tipo de movimiento de apoyo usa
un tipo de murciélago! Supy ha viajado mucho,
¡pero nunca ha visto nada parecido!","Похоже, в нем используется какая-то
дубинка? Я повидал немало редких
вещиц, но такого мне не встречалось!","Wydaje się, że używa się w nim pewnego
rodzaju kija. Bywałem w wielu miejscach,
ale niczego takiego nie widziałem!",,,"Parece que ele usa um tipo de taco?
Cuido de coisas raras o tempo todo e
nunca vi isso antes!","희귀한 새를 사용하는 근사한 기술 같다냥.
전 세계의 희귀한 물건을 취급하는 나까지
흥미가 솟게 만든다냥!","看來似乎是個使用珍稀鳥類的美觀技能喵。
就連平時經手處理世上各種奇珍異寶的我，
似乎也不免被它勾起興趣來了喵！","好像是使用稀有鸟类的技能喵。就算
俺经常跟全世界的稀有物品打交道，
不过还是对它很感兴趣喵！",,,,,,,,"يبدو أنه يستخدم نوعًا من الخفافيش؟
أنا أتعامل مع الأشياء النادرة طوال الوقت،
وحتى التي لم أرها من قبل!",,,,,,,,,,,
b906c5b7-1137-42be-b396-e6a03a277ead,3502297610,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid733_NSQ105_009,"新技、修得できてよかったニャ。
おいらもハンターさんにキャンペーンを
紹介した甲斐があるってもんニャ！","Either way, I hope you and your Palicoes
put it to good use!","J'ai bien fait de te parler de
cette promotion puisque ça t'a permis
d'apprendre une nouvelle technique.","Comunque, spero che tu e i tuoi compagni
Felyne ne facciate buon uso!","Ich hoffe jedenfalls, dass du und deine
Palicos die neue Unterstützungsaktion
gut nutzen könnt!","En cualquier caso, ¡Supy espera que
tus camaradas y tú le deis buen uso!","Я рад, что рассказал тебе о такой
возможности изучить новый прием!
Оно явно того стоило.","W każdym razie, mam nadzieję,
że ty i twoje koleżkoty dobrze
go wykorzystacie!",,,"Essa nova técnica fez a minha indicação
da promoção valer a pena!
Que bom que eu avisei você.","새로운 기술을 얻었으니
헌터님에게 캠페인을
소개한 보람이 있다냥!","能取得珍貴的新技能太好了喵。
這樣我介紹你去參加這場活動
也就有意義了喵！","习得了新技能，真好喵。也不枉俺把
这个活动介绍给你喵！",,,,,,,,"في كلتا الحالتين، أتمنى أن <LSNR {تستخدمه أنت} {تستخدمينه أنتِ}> 
والباليكو الخاص <LSNR {بك} {بكِ}> جيدًا!",,,,,,,,,,,
