guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkAction1>,<TalkAction1Param>,<TalkAction1Comment>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,<TalkAction2Comment>,<KohakuProgress>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
4c12c57a-8502-44bb-9e20-89b4e3157665,3860961979,ページ属性,会話属性,村進行度,集会所進行度,必要ハンターランク,会話タグ1,会話タグ1パラメータ,会話タグ1コメント,会話タグ2,会話タグ2パラメータ,会話タグ2コメント,会話タグ3,会話タグ3パラメータ,会話タグ3コメント,会話タグ4,会話タグ4パラメータ,会話タグ4コメント,会話タグ5,会話タグ5パラメータ,会話タグ5コメント,会話タグ6,会話タグ6パラメータ,会話タグ6コメント,会話タグ7,会話タグ7パラメータ,会話タグ7コメント,会話タグ8,会話タグ8パラメータ,会話タグ8コメント,会話タグ9,会話タグ9パラメータ,会話タグ9コメント,会話アクション1,会話アクション1パラメータ,会話アクション1コメント,会話アクション2,会話アクション2パラメータ,会話アクション2パラメータ2,会話アクション2コメント,MR進行度,nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR,<COLOR FF0000>#Rejected#</COLOR> nid101_MR
a4dd6da6-b5d3-4b7e-844a-7aec5d580a0d,1527926379,会話終了,会話フキダシ(赤),,集会所進行☆7EX,50,この会話フラグがOFFなら→,EV_PRO_HALL_008_05_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_HR50_START_hukidashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e8daf22-a12a-41e6-a0b7-bfd6e57a4757,3393875029,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_HALL_ADD_008_99_01,,この会話フラグがOFFなら→,EV_PRO_MR_002_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base0_000,"お～う、<PL>。
おぬしもついに、里の外へ出るときが
来たでゲコね。","So, <PL>, the time has finally
come for you to leave the pond?","Alors ça y est, <PL>,
tu t'en vas ?","Allora, <PL>, è arrivato il
momento di lasciare il nido?","Dann ist also endlich die Zeit gekommen,
dass du den Teich verlässt,
<PL>?","Bueno, <PL>, ¿entonces por
fin te ha llegado la hora de ir a ver
mundo?","Итак, <PL>, пришло время
отправиться в открытое плавание!","<PL>! A więc nadszedł czas,
aby wyfrunąć ze swojego gniazda?",,,"Então, <PL>, finalmente
chegou a hora de você deixar a poça?","오~ <PL>.
드디어 자네도 마을 밖으로
나갈 때가 왔다개골.","哦～<PL>。
你離開村子的日子終於到來啦呱。","噢～<PL>。
你终于也要去村外闯荡了呱。",,,,,,,,"إذن يا <PL> ، هل حان الوقت
<LSNR {لتغادر} {لتغادري}> البركة؟",,,,,,,,,,,
9bb842b8-62ee-44ae-844f-eecfed1ff8c7,2158060131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base0_001,"旅立ちだゲコ。心して行くゲコよ。
なーに、里のことなら心配いらんでゲコ。","You can rest easy knowing the village
will be in good hands while you are gone.","En tout cas, ne t'inquiète pas pour
le Village, il est entre de bonnes mains.","Puoi dormire sonni tranquilli, il villaggio
sarà in buone mani mentre sarai via.","Du kannst beruhigt sein, dass sich
das Dorf in guten Händen befindet,
während du weg bist.","Tú <LSNR {tranquilo} {tranquila}>, que la aldea estará en
buenas manos durante tu ausencia.","Пока тебя не будет,
за деревней мы приглядим —
можешь не сомневаться.","Spokojna głowa! Wioska będzie w
dobrych rękach pod twoją nieobecność.",,,"Pode ficar em paz, sabendo que a aldeia
estará em boas mãos na sua ausência.","조심히 가라개골.
마을은 걱정할 필요 없다개골.","你即將要踏上旅程，一定要做好準備呱。
放心，你不用替咱們操心呱。","该启程了呱。路上多加小心呱。
放心去吧，别担心村子的事呱。",,,,,,,,"<LSNR {يمكنك} {يمكنكِ}> الآن أن <LSNR {تشعر} {تشعري}> بالراحة بمعرفة أن
القرية ستكون في أيدٍ أمينة أثناء <LSNR {رحيلك} {رحيلكِ}>.",,,,,,,,,,,
9d45007a-300c-4030-8fe0-6b862d30ae1d,777334832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base0_002,"今までおぬしがしっかり守ってくれた里、
今度はワシらががんばる番だゲコ。
ワシもまだまだ若いモンには負けんでゲコ。","You've done a great job of protecting
the village, but I won't be outdone by
a tadpole like you! Johoho!","Tu nous as bien aidés à protéger
le Village, c'est évident, mais je suis là !
Tout ira bien !","Hai fatto un ottimo lavoro nel proteggere
il villaggio, ma non mi farò superare da
<LSNR {un pivellino} {una pivellina}> come te. Ohohoh!","Du hast großartige Arbeit geleistet, das
Dorf zu beschützen, aber ich lasse mich von
einer Kaulquappe wie dir nicht schlagen!","Enhorabuena por haber protegido tan bien
la aldea, pero ¡yo no pienso ser menos
que <LSNR {un renacuajo} {una renacuaja}> como tú! ¡Jo, jo, jo!","Ты отлично <LSNR {справился} {справилась}> с защитой деревни,
но мне <LSNR {сопляк} {соплячка}> вроде тебя —
не ровня! Йо-хо-хо!","Udało ci się pięknie ochronić wioskę,
ale ja pokażę, że będę jeszcze
lepszy! Johoho!",,,"Você fez um ótimo trabalho protegendo a
aldeia, mas eu não serei superado por
<LSNR {um girino} {uma girina}> como você! Dohoho!","지금까지 자네가 잘 지켜준 마을,
이번엔 우리가 힘쓸 차례다개골.
나도 아직 젊은이 못지않다개골.","你費盡心力保護了這座村莊，
接下來就交給咱們努力呱。
老夫可不會輸給年輕人呱。","这村子一直由你守护至今，这次轮到
我们来守护呱。老夫也还宝刀未老呱。",,,,,,,,"لقد قمت بعمل رائع في حماية القرية،
لكن لن يهزمني صبي صغير
مثلك! جوهوهو!",,,,,,,,,,,
bf539a7a-8cec-4442-a206-3c8d01de67a2,1452607786,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base0_003,"でも、実際おぬしが一番頼りになるからね。
いざというときはちゃんと呼ぶから
そのときは、頼んだでゲコ。","I will admit that you have been most
dependable, and so I may call on you
when the need arises.","Tu es quelqu'un de fiable en tout cas,
alors je ferai peut-être appel à toi
en cas de besoin.","Ammetto che sei molto affidabile, quindi
ti chiamerò se ce ne sarà bisogno.","Ich gebe zu, du hast dich als höchst
verlässlich erwiesen, ich rufe dich,
wenn es nötig ist.","Reconozco que se puede contar contigo,
así que lo mismo te llamo si surge la
necesidad.","Человек ты надежный, спору нет,
поэтому когда придет время,
я попрошу тебя о помощи.","Przyznaję, że można było na tobie polegać.
W razie czego cię wezwę.",,,"Admito que sempre pudemos contar com
você e, por isso, posso te convocar
quando for necessário.","물론 자네가 제일 믿음직스럽지.
위급한 상황엔 꼭 부를 테니
그때는 잘 부탁한다개골.","不過，你還是咱們最可靠的戰力。
如果遇到緊急狀況，一定會找你的。
到時再請你多幫忙呱。","不过，你依然是最可靠的呱。出什么事的话，
我们一定会通知你，到时候就靠你了呱。",,,,,,,,"سأعترف <LSNR {بأنك كنت} {بأنكِ كنتِ}> أكثر شخص أعتمد عليه،
ولذا يمكنني الاتصال <LSNR {بك} {بكِ}>
عند الحاجة.",,,,,,,,,,,
fe19ba1d-230c-4a5d-a727-2d7515d3e15f,599563346,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_002_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_003_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base2_000,"おぬしが里を出てから、
ウツシがうるさくてたまらんでゲコ。","Johoho! Young Utsushi has not shut up
since your departure from the village.","Depuis ton départ du Village,
le jeune Utsushi ne parle que de toi.","Ohohoh! Il giovane Utsushi non ha chiuso
bocca da quando sei <LSNR {partito} {partita}>.","Johoho! Utsushi hat nicht aufgehört zu
reden, seit du das Dorf verlassen hast.","¡Jo, jo, jo! Desde que te fuiste de la
aldea, Utsushi no se calla ni debajo del
agua.","Йо-хо-хо! Молодой Уцуси не умолкал
ни на секунду после твоего отъезда.","Johoho! Młody Utsushi nie może
zamilknąć od czasu twego
wyjazdu z wioski.",,,"Dohoho! O jovem Utsushi não parou de
matraquear desde que você partiu.","자네가 마을을 나간 후로
우츠시가 시끄러워 죽겠다개골.","自從你離開村子後，
倪泰就囉嗦個沒完呱。",自从你离开村子，倪泰就烦得不得了呱。,,,,,,,,"جوهوهو! لم يصمت أوتسوشي الصغير
منذ <LSNR {مغادرتك} {مغادرتكِ}> للقرية.",,,,,,,,,,,
b61222e1-5201-4683-b85d-b2919a2ee1c2,1033643157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base2_001,"心配せずとも、うまくやっとるに
決まっとると伝えとるでゲコが、
どうも落ち着かんようで…。","I told him that there was no need to worry,
that everything would be fine, but my words
appear to have fallen on deaf ears...","Je lui ai dit qu'il n'y avait pas lieu
de s'inquiéter, que tout irait bien,
mais il ne m'écoute pas.","Gli ho detto che non deve preoccuparsi,
che andrà tutto bene, ma temo che non
mi abbia dato retta...","Ich habe ihm gesagt, dass alles gut werden
wird und kein Grund zur Sorge besteht.
Aber das stieß auf taube Ohren.","Ya le dije que no se preocupara, que
todo iría bien; pero le entra por un
oído y le sale por el otro.","Я говорил ему, что волноваться
нет причин и что все будет хорошо,
но ему как горохом об стену...","Mówiłem mu, że nie ma się co martwić
i wszystko będzie w porządku,
ale nie słucha mnie...",,,"Eu disse a ele que não havia motivo para
se preocupar, que tudo ia ficar bem, mas
minhas palavras caíram em ouvidos moucos.","걱정 안 해도 어련히 잘하고
있을 거라고 하는데도
불안한가 보다개골…","雖然老夫說你一定會解決一切，
要他別煩惱呱，
但他似乎就是放不下心……","老夫都跟他说了别担心，你肯定会
顺顺当当的呱，但他就是放不下心……",,,,,,,,"أخبرته أنه لا داعي للقلق،
وأن كل شيء سيكون على ما يرام، لكن يبدو أن كلماتي
وقعت على آذان صماء...",,,,,,,,,,,
0c8b5e54-0cbe-48bb-90d6-4fa68edee538,1396406169,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base2_002,"…で、うまくやっとるでゲコ？
なにか、困ったことはないでゲコか？","Johoho! So, how's it going?","Ho ho ho ! Alors, comment ça va ?","Ohohoh!
Allora, come stai?","Johoho.
Nun, wie geht es dir?","¡Jo, jo, jo!
Así que, bueno, ¿qué tal va la cosa?","Йо-хо-хо,
как поживаешь?","Johoho.
Jak ci się wiedzie?",,,"Dohoho
Mas como você vai, jovem filhote?","…그래서 잘하고 있느냐개골?
뭐 곤란한 일은 없고개골?","所以說……你這陣子還順利嗎呱？
有沒有什麼煩惱呱？","……所以，你干得还顺利呱？
有没有遇到什么困难呱？",,,,,,,,جوهوهو! حسنًا، كيف تسير الأمور؟,,,,,,,,,,,
206daaf6-5882-4c0d-a20f-9c5b10ffa0a2,3024060612,,(default)世間話,,,,この会話フラグがONなら→,EV_PRO_MR_003_01_01,,この会話フラグがOFFなら→,EV_PRO_MR_004_01_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid101_base3_000,"お～う、<PL>。
おぬし、なにをこんなところで
油を売っとるでゲコ。","What are you doing wasting your time
here? Johoho!","Qu'est-ce que tu fais là, au fait ?
T'as rien de mieux à faire ?","Che ci fai qui a perdere tempo?
Ohohoh!","Was verschwendest du
hier deine Zeit? Johoho!","¿Qué haces aquí perdiendo el tiempo?
¡Jo, jo, jo!","Что ты здесь <LSNR {забыл} {забыла}>?
Йо-хо-хо!","Czemu tu marnujesz czas?
Johoho!",,,"Por que você está perdendo seu tempo
por aqui? Dohoho!","오~ <PL>.
자네, 왜 이런 데서
농땡이 피우고 있는 거냐개골.","噢～<PL>。
你怎麼在這種地方打混摸魚呱？","噢～<PL>。
你怎么在这儿偷懒呱？",,,,,,,,"لماذا <LSNR {تضيع وقتك} {تضيعي وقتكِ}>
هنا؟ جوهوهو!",,,,,,,,,,,
